Function,FunctionID,Algorithm,Run,FE,RestartIndex,RestartedParticles,RestartRatio,Diversity,Stagnation,BestFitnessAfterRestart,BestErrorAfterRestart
F20,20,PSO-RS,1,94089,70,5,0.0928,0.0486773978113416,6,3826.785040457514,1826.7850404575136
F20,20,PSO-RS,1,94444,71,5,0.0956306004219996,0.0475577186840625,1,3826.576629588267,1826.5766295882672
F20,20,PSO-RS,1,94749,72,5,0.0939072148931712,0.047826997672942,6,3826.576629588267,1826.5766295882672
F20,20,PSO-RS,1,95005,73,6,0.1022273157923956,0.0465269819074381,5,3826.576629588267,1826.5766295882672
F20,20,PSO-RS,1,95310,74,5,0.0928,0.0495425409897618,6,3826.576629588267,1826.5766295882672
F20,20,PSO-RS,1,95565,75,5,0.0996183742307635,0.0469346290264432,4,3826.377718802505,1826.377718802505
F20,20,PSO-RS,1,95870,76,5,0.0998237719391516,0.0469025356345075,2,3826.061404217754,1826.061404217754
F20,20,PSO-RS,1,96075,77,5,0.0827275387349114,0.04957382207267,0,3825.573365335161,1825.5733653351608
F20,20,PSO-RS,1,96380,78,5,0.086166490402598,0.049036485874594,0,3825.3399909100126,1825.3399909100128
F20,20,PSO-RS,1,96585,79,5,0.0804944322531198,0.04992274496045,0,3825.3227201116806,1825.3227201116808
F20,20,PSO-RS,1,96890,80,5,0.0960908223001242,0.0474858090156055,0,3825.317421570495,1825.3174215704948
F20,20,PSO-RS,1,97145,81,5,0.0984800004187101,0.0471124999345765,0,3825.316658940968,1825.3166589409684
F20,20,PSO-RS,1,97400,82,5,0.085326851075189,0.0491676795195017,0,3825.3164931786982,1825.3164931786987
F20,20,PSO-RS,1,97605,83,5,0.0888923898066208,0.0486105640927155,0,3825.3164606132186,1825.3164606132184
F20,20,PSO-RS,1,97810,84,5,0.0835571178447563,0.0494442003367568,0,3825.3164509901785,1825.3164509901785
F20,20,PSO-RS,1,98065,85,5,0.0938905078531276,0.0478296081479488,0,3825.316447838935,1825.316447838935
F20,20,PSO-RS,1,98320,86,5,0.0811616824902555,0.0498184871108975,0,3825.316447155557,1825.316447155557
F20,20,PSO-RS,1,98525,87,5,0.0829471187289207,0.0495395126986061,0,3825.316447022378,1825.3164470223785
F20,20,PSO-RS,1,98730,88,5,0.083808468776958,0.0494049267536003,0,3825.316446983334,1825.316446983334
F20,20,PSO-RS,1,99035,89,5,0.0872883489043594,0.0488611954836938,0,3825.316446969746,1825.3164469697451
F20,20,PSO-RS,1,99240,90,5,0.0827337484051963,0.049572851811688,0,3825.316446967944,1825.316446967944
F20,20,PSO-RS,1,99445,91,5,0.0808630943414515,0.0498651415091482,0,3825.3164469674175,1825.3164469674184
F20,20,PSO-RS,1,99751,92,6,0.1048786738280958,0.04611270721436,0,3825.316446967237,1825.3164469672363
F20,20,PSO-RS,1,100206,93,5,0.0842666666666666,0.0497081993018577,2,3729.31108847898,1729.31108847898
F20,20,PSO-RS,1,100461,94,5,0.0831541477019153,0.0495071644215757,0,3700.262698243817,1700.2626982438169
F20,20,PSO-RS,1,100766,95,5,0.0928,0.0496008074324736,6,3700.262698243817,1700.2626982438169
F20,20,PSO-RS,1,101021,96,5,0.0906666666666666,0.0492685604032924,5,3700.262698243817,1700.2626982438169
F20,20,PSO-RS,1,101276,97,5,0.0906666666666666,0.0499127503790936,5,3700.262698243817,1700.2626982438169
F20,20,PSO-RS,1,101531,98,5,0.0906666666666666,0.049562146682139,5,3700.262698243817,1700.2626982438169
F20,20,PSO-RS,1,101736,99,5,0.0981051598667026,0.0471710687708277,4,3700.262698243817,1700.2626982438169
F20,20,PSO-RS,1,101941,100,5,0.0946498592569907,0.0477109594910951,1,3691.249445442386,1691.249445442386
F20,20,PSO-RS,1,102147,101,6,0.1025120728213783,0.0464824886216596,0,3682.302027703564,1682.302027703564
F20,20,PSO-RS,1,102352,102,5,0.0885333333333333,0.0490108377930827,4,3682.302027703564,1682.302027703564
F20,20,PSO-RS,1,102557,103,5,0.0896553297233849,0.0484913547307211,4,3682.302027703564,1682.302027703564
F20,20,PSO-RS,1,102762,104,5,0.0971090684758898,0.0473267080506422,4,3682.302027703564,1682.302027703564
F20,20,PSO-RS,1,102967,105,5,0.0885333333333333,0.049139342508802,4,3682.302027703564,1682.302027703564
F20,20,PSO-RS,1,103222,106,5,0.0878094654374311,0.0487797710254013,0,3667.923265275818,1667.9232652758174
F20,20,PSO-RS,1,103427,107,5,0.0824616325621787,0.0496153699121595,1,3666.866591182059,1666.8665911820594
F20,20,PSO-RS,1,103633,108,6,0.1011506139804994,0.0466952165655469,3,3666.597660728869,1666.5976607288685
F20,20,PSO-RS,1,103888,109,5,0.0908290320072069,0.0483079637488739,5,3666.597660728869,1666.5976607288685
F20,20,PSO-RS,1,104094,110,6,0.1008590461189595,0.0467407740439125,4,3666.597660728869,1666.5976607288685
F20,20,PSO-RS,1,104299,111,5,0.0912950982768797,0.0482351408942375,4,3666.597660728869,1666.5976607288685
F20,20,PSO-RS,1,104555,112,6,0.1027427615021951,0.046446443515282,5,3666.597660728869,1666.5976607288685
F20,20,PSO-RS,1,104810,113,5,0.0958869461166275,0.0475176646692769,0,3666.0918355341446,1666.0918355341446
F20,20,PSO-RS,1,105015,114,5,0.090911609964702,0.0482950609430153,0,3665.693621594788,1665.693621594788
F20,20,PSO-RS,1,105271,115,6,0.1019923744636119,0.0465636914900606,0,3665.293601632824,1665.293601632824
F20,20,PSO-RS,1,105476,116,5,0.0900657986082544,0.0484272189674602,0,3665.069651606179,1665.069651606179
F20,20,PSO-RS,1,105681,117,5,0.0853720767266727,0.0491606130114573,0,3664.924768547352,1664.924768547352
F20,20,PSO-RS,1,105986,118,5,0.098260663167543,0.0471467713800714,0,3664.883738591385,1664.8837385913853
F20,20,PSO-RS,1,106192,119,6,0.1091070664140766,0.0454520208728005,0,3664.8789495738815,1664.8789495738815
F20,20,PSO-RS,1,106398,120,6,0.1089866185596113,0.0454708408500607,0,3664.877648074921,1664.8776480749211
F20,20,PSO-RS,1,106603,121,5,0.0865328458723179,0.0489792428324503,0,3664.877293576118,1664.877293576118
F20,20,PSO-RS,1,106809,122,6,0.1079182857611085,0.0456377678498267,0,3664.877197091854,1664.8771970918542
F20,20,PSO-RS,1,107014,123,5,0.0973885889783984,0.0472830329721252,0,3664.877170873264,1664.8771708732638
F20,20,PSO-RS,1,107219,124,5,0.0881622541071316,0.0487246477957606,0,3664.87716376154,1664.8771637615396
F20,20,PSO-RS,1,107424,125,5,0.0963617630587465,0.0474434745220708,0,3664.877161836108,1664.877161836108
F20,20,PSO-RS,1,107629,126,5,0.082306649344811,0.0496395860398732,0,3664.877161315801,1664.8771613158003
F20,20,PSO-RS,1,107834,127,5,0.0943673167951536,0.0477551067507572,0,3664.877161175464,1664.8771611754642
F20,20,PSO-RS,1,108039,128,5,0.0803583199774059,0.0499440125035303,0,3664.877161137685,1664.877161137685
F20,20,PSO-RS,1,108295,129,6,0.1058221314853651,0.0459652919554116,0,3664.87716112649,1664.87716112649
F20,20,PSO-RS,1,108551,130,6,0.1017735696500401,0.0465978797421812,0,3664.8771611243305,1664.8771611243303
F20,20,PSO-RS,1,108706,131,5,0.0909188245508558,0.0482939336639287,0,3664.877161124007,1664.8771611240068
F20,20,PSO-RS,1,108912,132,6,0.1059390958414269,0.045947016274777,0,3664.8771611238662,1664.8771611238667
F20,20,PSO-RS,1,109167,133,5,0.0963716669548804,0.0474419270382999,0,3664.877161123826,1664.8771611238262
F20,20,PSO-RS,1,109372,134,5,0.098234391312611,0.0471508763574045,1,3664.87716112382,1664.87716112382
F20,20,PSO-RS,1,109527,135,5,0.0864,0.049533454587435,3,3664.8771611238185,1664.8771611238185
F20,20,PSO-RS,1,109682,136,5,0.0888431177634726,0.0486182628494574,3,3664.877161123817,1664.8771611238171
F20,20,PSO-RS,1,109837,137,5,0.0864,0.0499079445116069,3,3664.8771611238167,1664.877161123817
F20,20,PSO-RS,1,110093,138,6,0.1068426933331997,0.0458058291666875,5,3664.8771611238167,1664.877161123817
F20,20,PSO-RS,1,110348,139,5,0.0906666666666666,0.0484039539099867,5,3664.8771611238167,1664.877161123817
F20,20,PSO-RS,1,110553,140,5,0.0885333333333333,0.0498076909202699,4,3664.8771611238167,1664.877161123817
F20,20,PSO-RS,1,110759,141,6,0.1018679468677894,0.0465831333019079,4,3664.8771611238167,1664.877161123817
F20,20,PSO-RS,1,110964,142,5,0.0885333333333333,0.0494325417742989,4,3664.8771611238167,1664.877161123817
F20,20,PSO-RS,1,111169,143,5,0.094228320334976,0.04777682494766,4,3664.8771611238167,1664.877161123817
F20,20,PSO-RS,1,111374,144,5,0.0928952803515332,0.0479851124450729,4,3664.8771611238167,1664.877161123817
F20,20,PSO-RS,1,111529,145,5,0.0932151193310357,0.0479351376045256,3,3664.8771611238167,1664.877161123817
F20,20,PSO-RS,1,111734,146,5,0.0885333333333333,0.0490261339458286,4,3664.8771611238167,1664.877161123817
F20,20,PSO-RS,1,111940,147,6,0.1062286900354481,0.0459017671819612,4,3664.8771611238167,1664.877161123817
F20,20,PSO-RS,1,112095,148,5,0.0864,0.0492017063772863,3,3664.8771611238167,1664.877161123817
F20,20,PSO-RS,1,112301,149,6,0.113338365303062,0.0447908804213965,1,3657.867392998165,1657.867392998165
F20,20,PSO-RS,1,112507,150,6,0.1023956270432732,0.0465006832744885,4,3657.867392998165,1657.867392998165
F20,20,PSO-RS,1,112713,151,6,0.1094636295963317,0.0453963078755731,3,3624.231355334838,1624.231355334838
F20,20,PSO-RS,1,112918,152,5,0.0958096126682276,0.0475297480205894,4,3624.231355334838,1624.231355334838
F20,20,PSO-RS,1,113123,153,5,0.0920724570371209,0.0481136785879498,4,3624.231355334838,1624.231355334838
F20,20,PSO-RS,1,113278,154,5,0.0864,0.049299392776062,3,3624.231355334838,1624.231355334838
F20,20,PSO-RS,1,113433,155,5,0.0891056509230223,0.0485772420432777,0,3610.1959254962767,1610.1959254962767
F20,20,PSO-RS,1,113688,156,5,0.0906666666666666,0.0486667165119858,5,3610.1959254962767,1610.1959254962767
F20,20,PSO-RS,1,113945,157,7,0.125113587306993,0.0429510019832823,5,3610.1959254962767,1610.1959254962767
F20,20,PSO-RS,1,114150,158,5,0.0885333333333333,0.0493936898631731,4,3610.1959254962767,1610.1959254962767
F20,20,PSO-RS,1,114356,159,6,0.1037230120492494,0.0462932793673047,4,3610.1959254962767,1610.1959254962767
F20,20,PSO-RS,1,114562,160,6,0.1000850619469261,0.0468617090707927,4,3610.1959254962767,1610.1959254962767
F20,20,PSO-RS,1,114767,161,5,0.0920065768643295,0.0481239723649485,4,3610.1959254962767,1610.1959254962767
F20,20,PSO-RS,1,114972,162,5,0.0999465047695071,0.0468833586297645,4,3610.1959254962767,1610.1959254962767
F20,20,PSO-RS,1,115127,163,5,0.0893842753073699,0.0485337069832234,3,3610.1959254962767,1610.1959254962767
F20,20,PSO-RS,1,115282,164,5,0.0864,0.0491380435776725,3,3610.1959254962767,1610.1959254962767
F20,20,PSO-RS,1,115437,165,5,0.0999711309549772,0.0468795107882848,3,3610.1959254962767,1610.1959254962767
F20,20,PSO-RS,1,115592,166,5,0.0871413577425238,0.0488841628527306,3,3610.1959254962767,1610.1959254962767
F20,20,PSO-RS,1,115747,167,5,0.0903422326509769,0.0483840261482848,3,3610.1959254962767,1610.1959254962767
F20,20,PSO-RS,1,115902,168,5,0.0915680881752882,0.0481924862226112,1,3608.9779408450127,1608.9779408450129
F20,20,PSO-RS,1,116108,169,6,0.1042620299778536,0.0462090578159603,4,3608.9779408450127,1608.9779408450129
F20,20,PSO-RS,1,116263,170,5,0.0864,0.049368046755018,3,3608.9779408450127,1608.9779408450129
F20,20,PSO-RS,1,116469,171,6,0.1011041457553928,0.0467024772257198,0,3605.836420460984,1605.8364204609834
F20,20,PSO-RS,1,116674,172,5,0.0872159621944698,0.048872505907114,0,3603.8304358676296,1603.8304358676296
F20,20,PSO-RS,1,116829,173,5,0.0991050506714796,0.0470148358325813,3,3603.8304358676296,1603.8304358676296
F20,20,PSO-RS,1,117034,174,5,0.0997518774714668,0.0469137691450833,3,3603.6624372481792,1603.6624372481792
F20,20,PSO-RS,1,117240,175,6,0.110994413835931,0.0451571228381357,0,3602.639956988524,1602.639956988524
F20,20,PSO-RS,1,117395,176,5,0.0845046952109359,0.0492961413732912,0,3602.476762042723,1602.4767620427228
F20,20,PSO-RS,1,117550,177,5,0.0940470470994751,0.047805148890707,0,3601.978054115082,1601.9780541150822
F20,20,PSO-RS,1,117705,178,5,0.0891449945425929,0.0485710946027198,0,3601.8159333024187,1601.815933302419
F20,20,PSO-RS,1,117860,179,5,0.0848540878672437,0.0492415487707431,0,3601.760851974266,1601.7608519742662
F20,20,PSO-RS,1,118015,180,5,0.0832084808896064,0.0494986748609989,0,3601.7418424236685,1601.7418424236685
F20,20,PSO-RS,1,118220,181,5,0.0945934172621788,0.0477197785527845,0,3601.7342080341245,1601.7342080341243
F20,20,PSO-RS,1,118375,182,5,0.0856171842217187,0.0491223149653564,0,3601.7325996459085,1601.7325996459083
F20,20,PSO-RS,1,118581,183,6,0.103367406723842,0.0463488426993996,0,3601.731953547136,1601.7319535471356
F20,20,PSO-RS,1,118786,184,5,0.0919461275976462,0.0481334175628677,0,3601.7317962915604,1601.7317962915604
F20,20,PSO-RS,1,118941,185,5,0.0943514521042677,0.0477575856087081,0,3601.731763287762,1601.731763287762
F20,20,PSO-RS,1,119097,186,6,0.1063868260083361,0.0458770584361974,0,3601.7317518805703,1601.7317518805703
F20,20,PSO-RS,1,119302,187,5,0.0983816284227358,0.0471278705589475,0,3601.7317473228027,1601.731747322803
F20,20,PSO-RS,1,119457,188,5,0.0844096749792656,0.0493109882844897,0,3601.7317463705517,1601.7317463705513
F20,20,PSO-RS,1,119662,189,5,0.0986566663667122,0.0470848958802012,0,3601.73174599115,1601.73174599115
F20,20,PSO-RS,1,119817,190,5,0.0829636727928322,0.0495369261261199,0,3601.731745912135,1601.731745912135
F20,20,PSO-RS,1,119972,191,5,0.0831907666604401,0.0495014427093062,0,3601.731745884992,1601.731745884992
F20,20,PSO-RS,1,120178,192,6,0.1010715007850578,0.0467075780023347,0,3601.731745874221,1601.731745874221
F20,20,PSO-RS,1,120384,193,6,0.1008833665152031,0.0467369739819995,0,3601.731745871638,1601.731745871638
F20,20,PSO-RS,1,120640,194,6,0.1076536450698272,0.0456791179578394,0,3601.7317458709613,1601.7317458709613
F20,20,PSO-RS,1,120795,195,5,0.0878513010740775,0.0487732342071753,0,3601.7317458708712,1601.7317458708712
F20,20,PSO-RS,1,121000,196,5,0.0994186416691109,0.0469658372392014,0,3601.7317458708367,1601.731745870837
F20,20,PSO-RS,1,121155,197,5,0.0879128860604203,0.0487636115530593,0,3601.7317458708294,1601.7317458708294
F20,20,PSO-RS,1,121310,198,5,0.0846861572545066,0.0492677879289833,1,3601.7317458708267,1601.731745870827
F20,20,PSO-RS,1,121465,199,5,0.0957404424198695,0.0475405558718953,3,3601.7317458708258,1601.7317458708258
F20,20,PSO-RS,1,121671,200,6,0.1156703701949364,0.0444265046570411,4,3601.7317458708258,1601.7317458708258
F20,20,PSO-RS,21,190365,649,5,0.0842666666666666,0.0493562497740002,2,3265.685053999113,1265.6850539991128
F20,20,PSO-RS,21,190470,650,5,0.0942713460820692,0.0477701021746766,0,3265.556201094759,1265.5562010947592
F20,20,PSO-RS,21,190576,651,6,0.1028670397745712,0.0464270250352232,0,3265.5553860845976,1265.5553860845976
F20,20,PSO-RS,21,190682,652,6,0.1018236267017606,0.0465900583278499,0,3265.5383151782576,1265.5383151782576
F20,20,PSO-RS,21,190787,653,5,0.0842666666666666,0.0499651250339852,2,3265.5383151782576,1265.5383151782576
F20,20,PSO-RS,21,190893,654,6,0.1042001233566906,0.046218730725517,1,3265.5190247815462,1265.5190247815462
F20,20,PSO-RS,21,191050,655,7,0.1390230561620992,0.0407776474746719,0,3265.4904352999474,1265.4904352999474
F20,20,PSO-RS,21,191155,656,5,0.0863533395863275,0.0490072906896363,0,3265.470000066085,1265.470000066085
F20,20,PSO-RS,21,191262,657,7,0.1200012569260664,0.0437498036053021,1,3265.46938238473,1265.46938238473
F20,20,PSO-RS,21,191419,658,7,0.1344548046006375,0.0414914367811503,0,3265.468040775548,1265.4680407755482
F20,20,PSO-RS,21,191576,659,7,0.1338792904222508,0.0415813608715233,0,3265.467823044972,1265.4678230449715
F20,20,PSO-RS,21,191734,660,8,0.1526203675372101,0.0386530675723109,0,3265.4677840299355,1265.4677840299355
F20,20,PSO-RS,21,191891,661,7,0.1374332400119286,0.0410260562481361,0,3265.467776537809,1265.4677765378092
F20,20,PSO-RS,21,192048,662,7,0.1279436609578414,0.0425088029753372,0,3265.467775079684,1265.4677750796836
F20,20,PSO-RS,21,192153,663,5,0.0859288581191705,0.0490736159188796,0,3265.4677748453187,1265.467774845319
F20,20,PSO-RS,21,192258,664,5,0.0950173666579007,0.047653536459703,0,3265.4677747665555,1265.4677747665555
F20,20,PSO-RS,21,192364,665,6,0.1092050935759458,0.0454367041287584,0,3265.4677747400983,1265.4677747400983
F20,20,PSO-RS,21,192469,666,5,0.0842206511793844,0.0493405232532211,0,3265.467774731216,1265.4677747312162
F20,20,PSO-RS,21,192574,667,5,0.0999553794314066,0.0468819719638427,0,3265.467774728235,1265.4677747282349
F20,20,PSO-RS,21,192680,668,6,0.1142020505025085,0.044655929608983,0,3265.467774727236,1265.467774727235
F20,20,PSO-RS,21,192786,669,6,0.1163040216211862,0.0443274966216896,0,3265.4677747269,1265.4677747269002
F20,20,PSO-RS,21,192891,670,5,0.0943123700012405,0.0477636921873061,0,3265.467774726788,1265.467774726788
F20,20,PSO-RS,21,192997,671,6,0.106394537945441,0.0458758534460248,0,3265.4677747267488,1265.4677747267488
F20,20,PSO-RS,21,193102,672,5,0.0927157682466277,0.0480131612114644,0,3265.467774726737,1265.467774726737
F20,20,PSO-RS,21,193207,673,5,0.0877710216048302,0.0487857778742452,0,3265.4677747267333,1265.4677747267333
F20,20,PSO-RS,21,193313,674,6,0.112676104650846,0.0448943586483053,2,3265.4677747267315,1265.4677747267317
F20,20,PSO-RS,21,193418,675,5,0.0985828631461622,0.0470964276334121,2,3265.4677747267315,1265.4677747267317
F20,20,PSO-RS,21,193523,676,5,0.0884918304857878,0.0486731514865956,2,3265.4677747267306,1265.4677747267306
F20,20,PSO-RS,21,193680,677,7,0.1290985815581603,0.0423283466315374,3,3265.4677747267287,1265.4677747267287
F20,20,PSO-RS,21,193837,678,7,0.1310321773628112,0.0420262222870607,3,3265.4677747267287,1265.4677747267287
F20,20,PSO-RS,21,193994,679,7,0.1349501356912597,0.0414140412982406,3,3265.4677747267274,1265.4677747267274
F20,20,PSO-RS,21,194099,680,5,0.0968939845826541,0.0473603149089602,2,3265.467774726727,1265.467774726727
F20,20,PSO-RS,21,194204,681,5,0.0973603933732248,0.0472874385354336,2,3265.467774726727,1265.467774726727
F20,20,PSO-RS,21,194311,682,7,0.1239376805156062,0.0431347374194365,2,3265.467774726727,1265.467774726727
F20,20,PSO-RS,21,194468,683,7,0.1392836687370479,0.0407369267598362,3,3265.467774726727,1265.467774726727
F20,20,PSO-RS,21,194625,684,7,0.1290098824321157,0.0423422058699819,3,3265.467774726727,1265.467774726727
F20,20,PSO-RS,21,194782,685,7,0.1353816683795143,0.0413466143157008,3,3265.467774726727,1265.467774726727
F20,20,PSO-RS,21,194887,686,5,0.0883120390029684,0.0487012439057861,2,3265.467774726727,1265.467774726727
F20,20,PSO-RS,21,194993,687,6,0.1016045178251239,0.0466242940898243,2,3265.467774726727,1265.467774726727
