Function,Algorithm,Iteration,MeanBest
CEC2017-F1,ARPSO-EIS,482,5603141096.583872
CEC2017-F1,ARPSO-EIS,483,5599123188.963318
CEC2017-F1,ARPSO-EIS,484,5598439739.33642
CEC2017-F1,ARPSO-EIS,485,5598439739.33642
CEC2017-F1,ARPSO-EIS,486,5598439739.33642
CEC2017-F1,ARPSO-EIS,487,5598439739.33642
CEC2017-F1,ARPSO-EIS,488,5598439739.33642
CEC2017-F1,ARPSO-EIS,489,5598439739.33642
CEC2017-F1,ARPSO-EIS,490,5577454738.902477
CEC2017-F1,ARPSO-EIS,491,5577454738.902477
CEC2017-F1,ARPSO-EIS,492,5577454738.902477
CEC2017-F1,ARPSO-EIS,493,5577454738.902477
CEC2017-F1,ARPSO-EIS,494,5577454738.902477
CEC2017-F1,ARPSO-EIS,495,5577454738.902477
CEC2017-F1,ARPSO-EIS,496,5577454738.902477
CEC2017-F1,ARPSO-EIS,497,5577454738.902477
CEC2017-F1,ARPSO-EIS,498,5573699792.198542
CEC2017-F1,ARPSO-EIS,499,5573699792.198542
CEC2017-F1,ARPSO-EIS,500,5573699792.198542
CEC2017-F1,ARPSO-EIS,501,5551567967.321519
CEC2017-F1,ARPSO-EIS,502,5551567967.321519
CEC2017-F1,ARPSO-EIS,503,5532968554.055299
CEC2017-F1,ARPSO-EIS,504,5532968554.055299
CEC2017-F1,ARPSO-EIS,505,5532968554.055299
CEC2017-F1,ARPSO-EIS,506,5527104086.491204
CEC2017-F1,ARPSO-EIS,507,5503902356.316257
CEC2017-F1,ARPSO-EIS,508,5501034591.5375
CEC2017-F1,ARPSO-EIS,509,5501034591.5375
CEC2017-F1,ARPSO-EIS,510,5501034591.5375
CEC2017-F1,ARPSO-EIS,511,5501034591.5375
CEC2017-F1,ARPSO-EIS,512,5501034591.5375
CEC2017-F1,ARPSO-EIS,513,5501034591.5375
CEC2017-F1,ARPSO-EIS,514,5478330918.23252
CEC2017-F1,ARPSO-EIS,515,5472636687.373425
CEC2017-F1,ARPSO-EIS,516,5472128959.823626
CEC2017-F1,ARPSO-EIS,517,5452156126.609177
CEC2017-F1,ARPSO-EIS,518,5441272268.73326
CEC2017-F1,ARPSO-EIS,519,5441272268.73326
CEC2017-F1,ARPSO-EIS,520,5441272268.73326
CEC2017-F1,ARPSO-EIS,521,5441272268.73326
CEC2017-F1,ARPSO-EIS,522,5438403205.430563
CEC2017-F1,ARPSO-EIS,523,5427779584.804367
CEC2017-F1,ARPSO-EIS,524,5427779584.804367
CEC2017-F1,ARPSO-EIS,525,5427779584.804367
CEC2017-F1,ARPSO-EIS,526,5409946171.098029
CEC2017-F1,ARPSO-EIS,527,5409946171.098029
CEC2017-F1,ARPSO-EIS,528,5391736999.122741
CEC2017-F1,ARPSO-EIS,529,5391736999.122741
CEC2017-F1,ARPSO-EIS,530,5391736999.122741
CEC2017-F1,ARPSO-EIS,531,5391736999.122741
CEC2017-F1,ARPSO-EIS,532,5391736999.122741
CEC2017-F1,ARPSO-EIS,533,5391736999.122741
CEC2017-F1,ARPSO-EIS,534,5391736999.122741
CEC2017-F1,ARPSO-EIS,535,5391736999.122741
CEC2017-F1,ARPSO-EIS,536,5369236436.697214
CEC2017-F1,ARPSO-EIS,537,5369236436.697214
CEC2017-F1,ARPSO-EIS,538,5368907475.70073
CEC2017-F1,ARPSO-EIS,539,5368907475.70073
CEC2017-F1,ARPSO-EIS,540,5368907475.70073
CEC2017-F1,ARPSO-EIS,541,5364880560.147078
CEC2017-F1,ARPSO-EIS,542,5364880560.147078
CEC2017-F1,ARPSO-EIS,543,5359601191.816987
CEC2017-F1,ARPSO-EIS,544,5359601191.816987
CEC2017-F1,ARPSO-EIS,545,5359601191.816987
CEC2017-F1,ARPSO-EIS,546,5359601191.816987
CEC2017-F1,ARPSO-EIS,547,5359601191.816987
CEC2017-F1,ARPSO-EIS,548,5343286950.596132
CEC2017-F1,ARPSO-EIS,549,5343286950.596132
CEC2017-F1,ARPSO-EIS,550,5343286950.596132
CEC2017-F1,ARPSO-EIS,551,5319673410.07034
CEC2017-F1,ARPSO-EIS,552,5319673410.07034
CEC2017-F1,ARPSO-EIS,553,5319673410.07034
CEC2017-F1,ARPSO-EIS,554,5319673410.07034
CEC2017-F1,ARPSO-EIS,555,5319656769.858211
CEC2017-F1,ARPSO-EIS,556,5308797427.939384
CEC2017-F1,ARPSO-EIS,557,5293425390.243876
CEC2017-F1,ARPSO-EIS,558,5293170907.168426
CEC2017-F1,ARPSO-EIS,559,5293170907.168426
CEC2017-F1,ARPSO-EIS,560,5292214093.215693
CEC2017-F1,ARPSO-EIS,561,5292214093.215693
CEC2017-F1,ARPSO-EIS,562,5290965829.8863735
CEC2017-F1,ARPSO-EIS,563,5258522134.517566
CEC2017-F1,ARPSO-EIS,564,5258522134.517566
CEC2017-F1,ARPSO-EIS,565,5251320979.540949
CEC2017-F1,ARPSO-EIS,566,5251320979.540949
CEC2017-F1,ARPSO-EIS,567,5249643726.104234
CEC2017-F1,ARPSO-EIS,568,5245583749.346787
CEC2017-F1,ARPSO-EIS,569,5233373765.376413
CEC2017-F1,ARPSO-EIS,570,5233373765.376413
CEC2017-F1,ARPSO-EIS,571,5233373765.376413
CEC2017-F1,ARPSO-EIS,572,5229800327.498047
CEC2017-F1,ARPSO-EIS,573,5229800327.498047
CEC2017-F1,ARPSO-EIS,574,5229800327.498047
CEC2017-F1,ARPSO-EIS,575,5223687928.529561
CEC2017-F1,ARPSO-EIS,576,5223687928.529561
CEC2017-F1,ARPSO-EIS,577,5223687928.529561
CEC2017-F1,ARPSO-EIS,578,5223687928.529561
CEC2017-F1,ARPSO-EIS,579,5219705949.443637
CEC2017-F1,ARPSO-EIS,580,5215515937.478123
CEC2017-F1,ARPSO-EIS,581,5215515937.478123
CEC2017-F1,ARPSO-EIS,582,5210713513.474921
CEC2017-F1,ARPSO-EIS,583,5206783943.485847
CEC2017-F1,ARPSO-EIS,584,5192716428.879853
CEC2017-F1,ARPSO-EIS,585,5192716428.879853
CEC2017-F1,ARPSO-EIS,586,5192716428.879853
CEC2017-F1,ARPSO-EIS,587,5186426461.134063
CEC2017-F1,ARPSO-EIS,588,5135031616.340482
CEC2017-F1,ARPSO-EIS,589,5123754149.747438
CEC2017-F1,ARPSO-EIS,590,5095378347.819873
CEC2017-F1,ARPSO-EIS,591,5095378347.819873
CEC2017-F1,ARPSO-EIS,592,5095378347.819873
CEC2017-F1,ARPSO-EIS,593,5095357460.529523
CEC2017-F1,ARPSO-EIS,594,5095357460.529523
CEC2017-F1,ARPSO-EIS,595,5081532142.625757
CEC2017-F1,ARPSO-EIS,596,5069475075.439072
CEC2017-F1,ARPSO-EIS,597,5069350052.437461
CEC2017-F1,ARPSO-EIS,598,5069350052.437461
CEC2017-F1,ARPSO-EIS,599,5059906076.347912
CEC2017-F1,ARPSO-EIS,600,5059906076.347912
CEC2017-F1,ARPSO-EIS,601,5058254720.053875
CEC2017-F1,ARPSO-EIS,602,5058254720.053875
CEC2017-F1,ARPSO-EIS,603,5052994893.793604
CEC2017-F1,ARPSO-EIS,604,5052994893.793604
CEC2017-F1,ARPSO-EIS,605,5048641504.326711
CEC2017-F1,ARPSO-EIS,606,5048641504.326711
CEC2017-F1,ARPSO-EIS,607,5038862985.505631
CEC2017-F1,ARPSO-EIS,608,5038750952.810294
CEC2017-F1,ARPSO-EIS,609,5038750952.810294
CEC2017-F1,ARPSO-EIS,610,5036878017.277147
CEC2017-F1,ARPSO-EIS,611,5032296148.835011
CEC2017-F1,ARPSO-EIS,612,5032296148.835011
CEC2017-F1,ARPSO-EIS,613,5030969076.22897
CEC2017-F1,ARPSO-EIS,614,5025229099.032891
CEC2017-F1,ARPSO-EIS,615,5018774440.320041
CEC2017-F1,ARPSO-EIS,616,4994016150.379144
CEC2017-F1,ARPSO-EIS,617,4987423907.677689
CEC2017-F1,ARPSO-EIS,618,4977424677.07639
CEC2017-F1,ARPSO-EIS,619,4974238455.67446
CEC2017-F1,ARPSO-EIS,620,4974238455.67446
CEC2017-F1,ARPSO-EIS,621,4974238455.67446
CEC2017-F1,ARPSO-EIS,622,4974238455.67446
CEC2017-F1,ARPSO-EIS,623,4974238455.67446
CEC2017-F1,ARPSO-EIS,624,4974238455.67446
CEC2017-F1,ARPSO-EIS,625,4965808029.744843
CEC2017-F1,ARPSO-EIS,626,4965808029.744843
CEC2017-F1,ARPSO-EIS,627,4962012290.398975
CEC2017-F1,ARPSO-EIS,628,4958147347.178672
CEC2017-F1,ARPSO-EIS,629,4958147347.178672
CEC2017-F1,ARPSO-EIS,630,4958147347.178672
CEC2017-F1,ARPSO-EIS,631,4953513812.046933
CEC2017-F1,ARPSO-EIS,632,4953513812.046933
CEC2017-F1,ARPSO-EIS,633,4946555906.762009
CEC2017-F1,ARPSO-EIS,634,4946555906.762009
CEC2017-F1,ARPSO-EIS,635,4913427314.879786
CEC2017-F1,ARPSO-EIS,636,4911029358.58754
CEC2017-F1,ARPSO-EIS,637,4911029358.58754
CEC2017-F1,ARPSO-EIS,638,4899567360.43419
CEC2017-F1,ARPSO-EIS,639,4897820758.611762
CEC2017-F1,ARPSO-EIS,640,4897820758.611762
CEC2017-F1,ARPSO-EIS,641,4897820758.611762
CEC2017-F1,ARPSO-EIS,642,4880321070.810593
CEC2017-F1,ARPSO-EIS,643,4874043763.04407
CEC2017-F1,ARPSO-EIS,644,4874043763.04407
CEC2017-F1,ARPSO-EIS,645,4874043763.04407
CEC2017-F1,ARPSO-EIS,646,4855476606.9052105
CEC2017-F1,ARPSO-EIS,647,4855476606.9052105
CEC2017-F1,ARPSO-EIS,648,4846697403.293744
CEC2017-F1,ARPSO-EIS,649,4846697403.293744
CEC2017-F1,ARPSO-EIS,650,4841856957.888562
CEC2017-F1,ARPSO-EIS,651,4828058924.443753
CEC2017-F1,ARPSO-EIS,652,4822910277.663073
CEC2017-F1,ARPSO-EIS,653,4813003012.247548
CEC2017-F1,ARPSO-EIS,654,4812723789.232224
CEC2017-F1,ARPSO-EIS,655,4812723789.232224
CEC2017-F1,ARPSO-EIS,656,4808891746.851923
CEC2017-F1,ARPSO-EIS,657,4808028656.844747
CEC2017-F1,ARPSO-EIS,658,4797050848.943593
CEC2017-F1,ARPSO-EIS,659,4784420016.876506
CEC2017-F1,ARPSO-EIS,660,4780327116.197915
CEC2017-F1,ARPSO-EIS,661,4780327116.197915
CEC2017-F1,ARPSO-EIS,662,4774387953.091262
CEC2017-F1,ARPSO-EIS,663,4771129088.536159
CEC2017-F1,ARPSO-EIS,664,4753123224.53826
CEC2017-F1,ARPSO-EIS,665,4751791748.507674
CEC2017-F1,ARPSO-EIS,666,4751791748.507674
CEC2017-F1,ARPSO-EIS,667,4749317919.772768
CEC2017-F1,ARPSO-EIS,668,4737869670.039709
CEC2017-F1,ARPSO-EIS,669,4737869670.039709
CEC2017-F1,ARPSO-EIS,670,4737869670.039709
CEC2017-F1,ARPSO-EIS,671,4736778825.762057
CEC2017-F1,ARPSO-EIS,672,4724262803.181917
CEC2017-F1,ARPSO-EIS,673,4718667581.587329
CEC2017-F1,ARPSO-EIS,674,4718083401.498984
CEC2017-F1,ARPSO-EIS,675,4714767836.990047
CEC2017-F1,ARPSO-EIS,676,4714207740.160197
CEC2017-F1,ARPSO-EIS,677,4714207740.160197
CEC2017-F1,ARPSO-EIS,678,4683147612.688174
CEC2017-F1,ARPSO-EIS,679,4682515314.188383
CEC2017-F1,ARPSO-EIS,680,4680463611.456497
CEC2017-F1,ARPSO-EIS,681,4679982668.90045
CEC2017-F1,ARPSO-EIS,682,4675660129.124019
CEC2017-F1,ARPSO-EIS,683,4671470656.551209
CEC2017-F1,ARPSO-EIS,684,4671248595.556223
CEC2017-F1,ARPSO-EIS,685,4666839491.923575
CEC2017-F1,ARPSO-EIS,686,4660903931.134401
CEC2017-F1,ARPSO-EIS,687,4660903931.134401
CEC2017-F1,ARPSO-EIS,688,4645458049.8329735
CEC2017-F1,ARPSO-EIS,689,4645196078.418681
CEC2017-F1,ARPSO-EIS,690,4645021909.537903
CEC2017-F1,ARPSO-EIS,691,4644906195.405337
CEC2017-F1,ARPSO-EIS,692,4644829377.857884
CEC2017-F1,ARPSO-EIS,693,4644778428.137738
CEC2017-F1,ARPSO-EIS,694,4644744670.872255
CEC2017-F1,ARPSO-EIS,695,4644722332.170002
CEC2017-F1,ARPSO-EIS,696,4636740996.407915
CEC2017-F1,ARPSO-EIS,697,4636731259.639958
CEC2017-F1,ARPSO-EIS,698,4635141249.59811
CEC2017-F1,ARPSO-EIS,699,4634056325.332215
CEC2017-F1,ARPSO-EIS,700,4630063737.390964
CEC2017-F1,ARPSO-EIS,701,4629341710.223751
CEC2017-F1,ARPSO-EIS,702,4612144303.422724
CEC2017-F1,ARPSO-EIS,703,4608184602.21236
CEC2017-F1,ARPSO-EIS,704,4604942532.570138
CEC2017-F1,ARPSO-EIS,705,4604942228.679643
CEC2017-F1,ARPSO-EIS,706,4600874981.960986
CEC2017-F1,ARPSO-EIS,707,4594544918.563999
CEC2017-F1,ARPSO-EIS,708,4594137828.817659
CEC2017-F1,ARPSO-EIS,709,4594137789.572477
CEC2017-F1,ARPSO-EIS,710,4593115979.307327
CEC2017-F1,ARPSO-EIS,711,4593115969.831503
CEC2017-F1,ARPSO-EIS,712,4593115967.031705
CEC2017-F1,ARPSO-EIS,713,4561223702.532343
CEC2017-F1,ARPSO-EIS,714,4545378367.5900135
CEC2017-F1,ARPSO-EIS,715,4545378367.5900135
CEC2017-F1,ARPSO-EIS,716,4543354283.177878
CEC2017-F1,ARPSO-EIS,717,4532315046.311574
CEC2017-F1,ARPSO-EIS,718,4525149247.989975
CEC2017-F1,ARPSO-EIS,719,4524300747.216189
CEC2017-F1,ARPSO-EIS,720,4524300598.14971
CEC2017-F1,ARPSO-EIS,721,4518788103.049783
CEC2017-F1,ARPSO-EIS,722,4518788004.852637
CEC2017-F1,ARPSO-EIS,723,4518530506.813327
CEC2017-F1,ARPSO-EIS,724,4518530442.106899
CEC2017-F1,ARPSO-EIS,725,4518292088.897411
CEC2017-F1,ARPSO-EIS,726,4518164594.404729
CEC2017-F1,ARPSO-EIS,727,4515023776.951497
CEC2017-F1,ARPSO-EIS,728,4514683638.913277
CEC2017-F1,ARPSO-EIS,729,4514377745.434404
CEC2017-F1,ARPSO-EIS,730,4513977919.846928
CEC2017-F1,ARPSO-EIS,731,4508484024.389244
CEC2017-F1,ARPSO-EIS,732,4503864216.855
CEC2017-F1,ARPSO-EIS,733,4503864206.974284
CEC2017-F1,ARPSO-EIS,734,4498872459.106898
CEC2017-F1,ARPSO-EIS,735,4498872452.606704
CEC2017-F1,ARPSO-EIS,736,4490442706.043925
CEC2017-F1,ARPSO-EIS,737,4488483653.608364
CEC2017-F1,ARPSO-EIS,738,4488386993.728296
CEC2017-F1,ARPSO-EIS,739,4484890466.26973
CEC2017-F1,ARPSO-EIS,740,4472929309.974959
CEC2017-F1,ARPSO-EIS,741,4470439207.406073
CEC2017-F1,ARPSO-EIS,742,4470439205.911263
CEC2017-F1,ARPSO-EIS,743,4469507145.4557085
CEC2017-F1,ARPSO-EIS,744,4469507144.4747305
CEC2017-F1,ARPSO-EIS,745,4468893560.478519
CEC2017-F1,ARPSO-EIS,746,4468537190.610971
CEC2017-F1,ARPSO-EIS,747,4455202511.7492
CEC2017-F1,ARPSO-EIS,748,4455202511.327442
CEC2017-F1,ARPSO-EIS,749,4455202510.986048
CEC2017-F1,ARPSO-EIS,750,4455202510.709742
CEC2017-F1,ARPSO-EIS,751,4455005155.343227
CEC2017-F1,ARPSO-EIS,752,4454451583.45065
CEC2017-F1,ARPSO-EIS,753,4454160427.877404
CEC2017-F1,ARPSO-EIS,754,4454032294.8310375
CEC2017-F1,ARPSO-EIS,755,4450661455.167354
CEC2017-F1,ARPSO-EIS,756,4450383719.0963335
CEC2017-F1,ARPSO-EIS,757,4449415454.280711
CEC2017-F1,ARPSO-EIS,758,4449019979.227664
CEC2017-F1,ARPSO-EIS,759,4447882849.1912365
CEC2017-F1,ARPSO-EIS,760,4447592351.826377
CEC2017-F1,ARPSO-EIS,761,4447592351.799664
CEC2017-F1,ARPSO-EIS,762,4431932926.7300005
CEC2017-F1,ARPSO-EIS,763,4431932926.712566
CEC2017-F1,ARPSO-EIS,764,4431510228.95482
CEC2017-F1,ARPSO-EIS,765,4431167668.568059
CEC2017-F1,ARPSO-EIS,766,4430848264.392139
CEC2017-F1,ARPSO-EIS,767,4430015385.908895
CEC2017-F1,ARPSO-EIS,768,4426994555.301412
CEC2017-F1,ARPSO-EIS,769,4426738373.737667
CEC2017-F1,ARPSO-EIS,770,4424599762.994378
CEC2017-F1,ARPSO-EIS,771,4391694782.547706
CEC2017-F1,ARPSO-EIS,772,4390363694.926788
CEC2017-F1,ARPSO-EIS,773,4389199600.277409
CEC2017-F1,ARPSO-EIS,774,4388551401.409021
CEC2017-F1,ARPSO-EIS,775,4386829670.311051
CEC2017-F1,ARPSO-EIS,776,4385901618.027813
CEC2017-F1,ARPSO-EIS,777,4372797421.809597
CEC2017-F1,ARPSO-EIS,778,4360686891.111142
CEC2017-F1,ARPSO-EIS,779,4356277633.068951
CEC2017-F1,ARPSO-EIS,780,4354874459.825024
CEC2017-F1,ARPSO-EIS,781,4352006116.217173
CEC2017-F1,ARPSO-EIS,782,4351582002.265042
CEC2017-F1,ARPSO-EIS,783,4351435459.712487
CEC2017-F1,ARPSO-EIS,784,4341851402.080449
CEC2017-F1,ARPSO-EIS,785,4339834007.330847
CEC2017-F1,ARPSO-EIS,786,4339821197.512994
CEC2017-F1,ARPSO-EIS,787,4339516228.017955
CEC2017-F1,ARPSO-EIS,788,4339349531.401113
CEC2017-F1,ARPSO-EIS,789,4338953233.328007
CEC2017-F1,ARPSO-EIS,790,4318917309.957465
CEC2017-F1,ARPSO-EIS,791,4310523258.828221
CEC2017-F1,ARPSO-EIS,792,4310430974.032978
CEC2017-F1,ARPSO-EIS,793,4303346551.1724825
CEC2017-F1,ARPSO-EIS,794,4303315138.672002
CEC2017-F1,ARPSO-EIS,795,4303295224.884742
CEC2017-F1,ARPSO-EIS,796,4292680312.089595
CEC2017-F1,ARPSO-EIS,797,4292668401.2273855
CEC2017-F1,ARPSO-EIS,798,4292659104.089413
CEC2017-F1,ARPSO-EIS,799,4292606297.2930856
CEC2017-F1,ARPSO-EIS,800,4292550467.910947
CEC2017-F1,ARPSO-EIS,801,4268336150.654455
CEC2017-F1,ARPSO-EIS,802,4268306753.0585456
CEC2017-F1,ARPSO-EIS,803,4268283849.234052
CEC2017-F1,ARPSO-EIS,804,4264360272.888979
CEC2017-F1,ARPSO-EIS,805,4259155048.877681
CEC2017-F1,ARPSO-EIS,806,4258841294.929764
CEC2017-F1,ARPSO-EIS,807,4258446874.529105
CEC2017-F1,ARPSO-EIS,808,4254080767.479678
CEC2017-F1,ARPSO-EIS,809,4235656314.501386
CEC2017-F1,ARPSO-EIS,810,4234874499.59677
CEC2017-F1,ARPSO-EIS,811,4234870964.908019
CEC2017-F1,ARPSO-EIS,812,4228920780.493363
CEC2017-F1,ARPSO-EIS,813,4225501775.162819
CEC2017-F1,ARPSO-EIS,814,4222172772.073884
CEC2017-F1,ARPSO-EIS,815,4222171330.7848263
CEC2017-F1,ARPSO-EIS,816,4222170177.6827617
CEC2017-F1,ARPSO-EIS,817,4216813118.628586
CEC2017-F1,ARPSO-EIS,818,4216812380.0577993
CEC2017-F1,ARPSO-EIS,819,4216811788.8509855
CEC2017-F1,ARPSO-EIS,820,4216811315.5768976
CEC2017-F1,ARPSO-EIS,821,4205222533.825879
CEC2017-F1,ARPSO-EIS,822,4205215924.0741463
CEC2017-F1,ARPSO-EIS,823,4203734347.420267
CEC2017-F1,ARPSO-EIS,824,4203734153.079961
CEC2017-F1,ARPSO-EIS,825,4196173562.378879
CEC2017-F1,ARPSO-EIS,826,4196137006.765093
CEC2017-F1,ARPSO-EIS,827,4196136907.1467214
CEC2017-F1,ARPSO-EIS,828,4196136827.437587
CEC2017-F1,ARPSO-EIS,829,4196136763.666184
CEC2017-F1,ARPSO-EIS,830,4190236256.602297
CEC2017-F1,ARPSO-EIS,831,4190236215.798549
CEC2017-F1,ARPSO-EIS,832,4190217230.21727
CEC2017-F1,ARPSO-EIS,833,4189372443.36989
CEC2017-F1,ARPSO-EIS,834,4189372422.506583
CEC2017-F1,ARPSO-EIS,835,4186850258.681921
CEC2017-F1,ARPSO-EIS,836,4185074755.784978
CEC2017-F1,ARPSO-EIS,837,4185074745.130578
CEC2017-F1,ARPSO-EIS,838,4178916534.9798174
CEC2017-F1,ARPSO-EIS,839,4178916528.1775546
CEC2017-F1,ARPSO-EIS,840,4178400009.459043
CEC2017-F1,ARPSO-EIS,841,4176529221.600252
CEC2017-F1,ARPSO-EIS,842,4176464731.0511928
CEC2017-F1,ARPSO-EIS,843,4176336775.9867983
CEC2017-F1,ARPSO-EIS,844,4174969570.4780126
CEC2017-F1,ARPSO-EIS,845,4174868458.106902
CEC2017-F1,ARPSO-EIS,846,4174730023.132594
CEC2017-F1,ARPSO-EIS,847,4168286058.609534
CEC2017-F1,ARPSO-EIS,848,4168103697.813645
CEC2017-F1,ARPSO-EIS,849,4168103697.0982695
CEC2017-F1,ARPSO-EIS,850,4154205833.3429217
CEC2017-F1,ARPSO-EIS,851,4132811514.1551423
CEC2017-F1,ARPSO-EIS,852,4128918669.003769
CEC2017-F1,ARPSO-EIS,853,4128201956.192413
CEC2017-F1,ARPSO-EIS,854,4126683253.2328568
CEC2017-F1,ARPSO-EIS,855,4111011682.260221
CEC2017-F1,ARPSO-EIS,856,4100272951.205122
CEC2017-F1,ARPSO-EIS,857,4094486468.713435
CEC2017-F1,ARPSO-EIS,858,4092652803.271342
CEC2017-F1,ARPSO-EIS,859,4092405521.9841433
CEC2017-F1,ARPSO-EIS,860,4084043134.271225
CEC2017-F1,ARPSO-EIS,861,4084043134.224183
CEC2017-F1,ARPSO-EIS,862,4083978072.73944
CEC2017-F1,ARPSO-EIS,863,4082733794.860584
CEC2017-F1,ARPSO-EIS,864,4068003232.205487
CEC2017-F1,ARPSO-EIS,865,4065670276.225243
CEC2017-F1,ARPSO-EIS,866,4065670276.2102017
CEC2017-F1,ARPSO-EIS,867,4059912268.32672
CEC2017-F1,ARPSO-EIS,868,4059757176.888458
CEC2017-F1,ARPSO-EIS,869,4059709694.533248
CEC2017-F1,ARPSO-EIS,870,4053257464.741693
CEC2017-F1,ARPSO-EIS,871,4053211340.6622496
CEC2017-F1,ARPSO-EIS,872,4053211340.658439
CEC2017-F1,ARPSO-EIS,873,4045789762.740201
CEC2017-F1,ARPSO-EIS,874,4029712950.714616
CEC2017-F1,ARPSO-EIS,875,4029695316.24879
CEC2017-F1,ARPSO-EIS,876,4029695316.247269
CEC2017-F1,ARPSO-EIS,877,4028724554.673228
CEC2017-F1,ARPSO-EIS,878,4027918333.010436
CEC2017-F1,ARPSO-EIS,879,4022102864.1505656
CEC2017-F1,ARPSO-EIS,880,4021028976.984725
CEC2017-F1,ARPSO-EIS,881,4020954508.963263
CEC2017-F1,ARPSO-EIS,882,4020392031.316024
CEC2017-F1,ARPSO-EIS,883,4020392031.315721
CEC2017-F1,ARPSO-EIS,884,4020064388.094329
CEC2017-F1,ARPSO-EIS,885,4012938081.837533
CEC2017-F1,ARPSO-EIS,886,4008411371.9559546
CEC2017-F1,ARPSO-EIS,887,4008411371.9558334
CEC2017-F1,ARPSO-EIS,888,4001867167.006708
CEC2017-F1,ARPSO-EIS,889,3986985433.610806
CEC2017-F1,ARPSO-EIS,890,3986704210.106647
CEC2017-F1,ARPSO-EIS,891,3981632041.855884
CEC2017-F1,ARPSO-EIS,892,3973646657.4826193
CEC2017-F1,ARPSO-EIS,893,3973646657.482589
CEC2017-F1,ARPSO-EIS,894,3971338147.601584
CEC2017-F1,ARPSO-EIS,895,3971338147.601566
CEC2017-F1,ARPSO-EIS,896,3970669651.5474977
CEC2017-F1,ARPSO-EIS,897,3970376986.805036
CEC2017-F1,ARPSO-EIS,898,3968765287.547246
CEC2017-F1,ARPSO-EIS,899,3961181856.500223
CEC2017-F1,ARPSO-EIS,900,3960134594.743743
CEC2017-F1,ARPSO-EIS,901,3959885639.062673
CEC2017-F1,ARPSO-EIS,902,3959458371.251906
CEC2017-F1,ARPSO-EIS,903,3957316661.188618
CEC2017-F1,ARPSO-EIS,904,3957039303.7935615
CEC2017-F1,ARPSO-EIS,905,3949001583.889846
CEC2017-F1,ARPSO-EIS,906,3946174172.320125
CEC2017-F1,ARPSO-EIS,907,3944333150.491729
CEC2017-F1,ARPSO-EIS,908,3928592593.7095222
CEC2017-F1,ARPSO-EIS,909,3928592593.709521
CEC2017-F1,ARPSO-EIS,910,3923158466.965242
CEC2017-F1,ARPSO-EIS,911,3922219726.812532
CEC2017-F1,ARPSO-EIS,912,3921275178.213016
CEC2017-F1,ARPSO-EIS,913,3921117824.534269
CEC2017-F1,ARPSO-EIS,914,3920510610.725202
CEC2017-F1,ARPSO-EIS,915,3913462661.179976
CEC2017-F1,ARPSO-EIS,916,3913462661.179975
CEC2017-F1,ARPSO-EIS,917,3913453797.018952
CEC2017-F1,ARPSO-EIS,918,3913448662.4760303
CEC2017-F1,ARPSO-EIS,919,3912552788.389868
CEC2017-F1,ARPSO-EIS,920,3903726113.104426
CEC2017-F1,ARPSO-EIS,921,3900687515.045888
CEC2017-F1,ARPSO-EIS,922,3900687515.045888
CEC2017-F1,ARPSO-EIS,923,3900687515.045888
CEC2017-F1,ARPSO-EIS,924,3900085142.321398
CEC2017-F1,ARPSO-EIS,925,3894115438.1320257
CEC2017-F1,ARPSO-EIS,926,3889229854.9534025
CEC2017-F1,ARPSO-EIS,927,3888074129.9914193
CEC2017-F1,ARPSO-EIS,928,3885651992.173352
CEC2017-F1,ARPSO-EIS,929,3881208230.231975
CEC2017-F1,ARPSO-EIS,930,3877894109.650189
CEC2017-F1,ARPSO-EIS,931,3876653009.387309
CEC2017-F1,ARPSO-EIS,932,3876653009.387309
CEC2017-F1,ARPSO-EIS,933,3870241697.432591
CEC2017-F1,ARPSO-EIS,934,3867182184.204915
CEC2017-F1,ARPSO-EIS,935,3864204371.920606
CEC2017-F1,ARPSO-EIS,936,3858926027.5422654
CEC2017-F1,ARPSO-EIS,937,3856637622.164706
CEC2017-F1,ARPSO-EIS,938,3852294002.9263816
CEC2017-F1,ARPSO-EIS,939,3843892819.834862
CEC2017-F1,ARPSO-EIS,940,3843887761.501869
CEC2017-F1,ARPSO-EIS,941,3838993214.1589937
CEC2017-F1,ARPSO-EIS,942,3834349326.776571
CEC2017-F1,ARPSO-EIS,943,3834082602.13738
CEC2017-F1,ARPSO-EIS,944,3833906540.931287
CEC2017-F1,ARPSO-EIS,945,3828297948.148988
CEC2017-F1,ARPSO-EIS,946,3821284281.6199584
CEC2017-F1,ARPSO-EIS,947,3818844955.4337993
CEC2017-F1,ARPSO-EIS,948,3818186360.194176
CEC2017-F1,ARPSO-EIS,949,3817559514.570054
CEC2017-F1,ARPSO-EIS,950,3817559514.570054
CEC2017-F1,ARPSO-EIS,951,3816779324.682657
CEC2017-F1,ARPSO-EIS,952,3810227874.450245
CEC2017-F1,ARPSO-EIS,953,3809443692.269488
CEC2017-F1,ARPSO-EIS,954,3807903971.260133
CEC2017-F1,ARPSO-EIS,955,3799507392.954852
CEC2017-F1,ARPSO-EIS,956,3796483322.560873
CEC2017-F1,ARPSO-EIS,957,3794426870.652975
CEC2017-F1,ARPSO-EIS,958,3793627951.4843946
CEC2017-F1,ARPSO-EIS,959,3791776640.912589
CEC2017-F1,ARPSO-EIS,960,3788726133.830543
CEC2017-F1,ARPSO-EIS,961,3787716876.136872
