Function,FunctionID,Algorithm,Run,Seed,BestFitness,Fopt,BestError,RestartCount,RestartedParticlesTotal,Runtime,FEs
F7,7,ARPSO-EIS,23,20965452,848.0,700.0,148.0,2008,13742,39.24112796783447,300000
F7,7,ARPSO-EIS,24,20965453,974.0,700.0,274.0,1877,13322,40.946876525878906,300000
F7,7,ARPSO-EIS,25,20965454,860.5,700.0,160.5,2184,14704,41.215938329696655,300000
F7,7,ARPSO-EIS,26,20965455,858.0,700.0,158.0,1797,12873,38.9513578414917,300000
F8,8,PSO-RS,1,21060430,800.6336183141784,800.0,0.6336183141784204,1585,9806,18.42672109603882,300000
F8,8,PSO-RS,2,21060431,801.2138920606449,800.0,1.2138920606448664,1586,9739,18.12472891807556,300000
F7,7,ARPSO-EIS,27,20965456,898.0,700.0,198.0,2285,15595,37.60780334472656,300000
F7,7,ARPSO-EIS,28,20965457,834.0,700.0,134.0,2260,15596,38.30979657173157,300000
F8,8,PSO-RS,3,21060432,804.5428196228739,800.0,4.542819622873935,1507,9011,18.192602157592773,300000
F7,7,ARPSO-EIS,29,20965458,874.0,700.0,174.0,1900,13990,37.71808409690857,300000
F8,8,PSO-RS,4,21060433,801.3773220387708,800.0,1.3773220387707852,1620,10047,19.345284461975098,300000
F7,7,ARPSO-EIS,30,20965459,888.0,700.0,188.0,2235,14770,39.06307649612427,300000
F8,8,PSO-RS,5,21060434,809.6023498379556,800.0,9.602349837955558,1273,8012,19.026239156723022,300000
F8,8,PSO-RS,6,21060435,805.4185746595772,800.0,5.418574659577189,1454,9012,18.767610788345337,300000
F8,8,PSO-RS,7,21060436,803.233746493859,800.0,3.23374649385903,1506,9103,18.85563373565674,300000
F8,8,PSO-RS,8,21060437,807.6525301678333,800.0,7.6525301678333335,1389,9111,18.651981592178345,300000
F8,8,PSO-RS,9,21060438,801.5546288408391,800.0,1.5546288408390865,1581,9841,19.17784285545349,300000
F8,8,PSO-RS,10,21060439,800.9086711830242,800.0,0.9086711830242393,1615,9966,18.502159118652344,300000
F8,8,PSO-RS,11,21060440,800.8523952254955,800.0,0.8523952254954565,1612,9985,19.08665680885315,300000
F8,8,PSO-RS,12,21060441,800.7540223119146,800.0,0.7540223119145821,1599,9880,18.324002027511597,300000
F8,8,PSO-RS,13,21060442,800.4361778671375,800.0,0.4361778671375305,1613,9939,19.512248992919922,300000
F8,8,PSO-RS,14,21060443,801.9490636149197,800.0,1.9490636149197371,1633,10097,19.86612606048584,300000
F8,8,PSO-RS,15,21060444,800.9725930636254,800.0,0.9725930636253679,1610,9952,19.31436324119568,300000
F8,8,PSO-RS,18,21060447,802.90498065376,800.0,2.904980653760049,1540,9371,18.238701581954956,300000
F8,8,PSO-RS,16,21060445,801.9576041487705,800.0,1.9576041487705425,1523,9500,20.25863766670227,300000
F8,8,PSO-RS,17,21060446,800.9848430772577,800.0,0.9848430772576648,1608,9849,20.48938798904419,300000
F8,8,PSO-RS,19,21060448,800.85237782818,800.0,0.8523778281800105,1581,9867,17.68050456047058,300000
F8,8,PSO-RS,20,21060449,801.4269438612106,800.0,1.4269438612105887,1569,9828,18.73866605758667,300000
F8,8,PSO-RS,21,21060450,803.5408226829562,800.0,3.540822682956218,1532,9301,18.65207529067993,300000
F8,8,PSO-RS,22,21060451,800.1790583858412,800.0,0.17905838584124467,1622,10063,18.85287618637085,300000
F8,8,PSO-RS,23,21060452,800.4681292944024,800.0,0.46812929440238804,1655,10231,18.368807315826416,300000
F8,8,PSO-RS,24,21060453,800.0000042343073,800.0,4.2343073118900065e-06,1644,10200,18.341212034225464,300000
F8,8,PSO-RS,25,21060454,800.971202798869,800.0,0.9712027988689442,1551,9525,20.17255210876465,300000
F8,8,PSO-RS,27,21060456,804.7863116495097,800.0,4.786311649509685,1432,9045,18.065803050994873,300000
F8,8,PSO-RS,26,21060455,800.647729584239,800.0,0.6477295842389594,1626,10067,20.0711190700531,300000
F8,8,PSO-RS,28,21060457,803.6032949240944,800.0,3.603294924094371,1544,9420,22.919055461883545,300000
F8,8,PSO-RS,29,21060458,806.4545104927294,800.0,6.454510492729355,1377,9161,22.887858152389526,300000
F8,8,PSO-RS,30,21060459,807.1741694061034,800.0,7.174169406103374,1444,8610,19.46772336959839,300000
F8,8,ARPSO-Fixed,2,21061431,803.7198888284732,800.0,3.7198888284732448,1693,16930,19.611457347869873,300000
F8,8,ARPSO-Fixed,1,21061430,805.8124524560029,800.0,5.812452456002916,1746,17460,23.331563711166382,300000
F8,8,ARPSO-Fixed,3,21061432,802.1754525593165,800.0,2.1754525593164544,1730,17300,19.755497217178345,300000
F8,8,ARPSO-Fixed,5,21061434,804.4004414971554,800.0,4.400441497155384,1671,16710,19.610360622406006,300000
F8,8,ARPSO-Fixed,4,21061433,800.5372241492391,800.0,0.5372241492391368,1710,17100,22.940184354782104,300000
F8,8,ARPSO-Fixed,6,21061435,804.0852625463309,800.0,4.08526254633091,1694,16940,19.810502767562866,300000
F8,8,ARPSO-Fixed,7,21061436,800.358471572842,800.0,0.35847157284194964,1714,17140,20.448094129562378,300000
F8,8,ARPSO-Fixed,8,21061437,802.607826323989,800.0,2.607826323989002,1713,17130,20.44140934944153,300000
F8,8,ARPSO-Fixed,9,21061438,801.0877045525904,800.0,1.0877045525903668,1756,17560,20.435604333877563,300000
F8,8,ARPSO-Fixed,11,21061440,800.2189960808109,800.0,0.21899608081093902,1741,17410,20.433033227920532,300000
F8,8,ARPSO-Fixed,10,21061439,800.9915866211334,800.0,0.991586621133365,1726,17260,21.527663230895996,300000
F8,8,ARPSO-Fixed,12,21061441,807.5065513871469,800.0,7.506551387146942,1677,16770,20.544784784317017,300000
F8,8,ARPSO-Fixed,13,21061442,801.1772822074,800.0,1.177282207400026,1744,17440,20.212857007980347,300000
F8,8,ARPSO-Fixed,14,21061443,802.3863825984603,800.0,2.3863825984602727,1698,16980,20.89156484603882,300000
F8,8,ARPSO-Fixed,15,21061444,801.3598621107458,800.0,1.3598621107457802,1679,16790,19.683286905288696,300000
F8,8,ARPSO-Fixed,16,21061445,800.633380528228,800.0,0.6333805282280309,1771,17710,19.60041046142578,300000
F8,8,ARPSO-Fixed,17,21061446,800.4016115189488,800.0,0.40161151894881186,1754,17540,18.837682247161865,300000
F8,8,ARPSO-Fixed,18,21061447,801.7219898113772,800.0,1.7219898113771706,1702,17020,18.253217935562134,300000
F8,8,ARPSO-Fixed,19,21061448,802.9878568099934,800.0,2.9878568099934455,1660,16600,18.407535314559937,300000
F8,8,ARPSO-Fixed,20,21061449,800.8159964418317,800.0,0.8159964418316576,1745,17450,18.530182123184204,300000
F8,8,ARPSO-Fixed,21,21061450,804.3250527901611,800.0,4.325052790161067,1711,17110,18.24783492088318,300000
F8,8,ARPSO-Fixed,22,21061451,800.2159446012652,800.0,0.21594460126516424,1718,17180,18.963984966278076,300000
F8,8,ARPSO-Fixed,23,21061452,801.0349924620574,800.0,1.034992462057403,1741,17410,19.17785096168518,300000
F8,8,ARPSO-Fixed,24,21061453,801.087704706591,800.0,1.087704706591012,1715,17150,19.392747163772583,300000
F8,8,ARPSO-Fixed,25,21061454,805.9905183096469,800.0,5.990518309646859,1686,16860,18.88905906677246,300000
F8,8,ARPSO-Fixed,26,21061455,801.2601227778049,800.0,1.2601227778048951,1734,17340,19.44234824180603,300000
F8,8,ARPSO-Fixed,27,21061456,800.5438705122998,800.0,0.5438705122998044,1750,17500,19.35102105140686,300000
F8,8,ARPSO-Fixed,28,21061457,800.0000000016382,800.0,1.638227331568487e-09,1745,17450,18.97450041770935,300000
F8,8,ARPSO-Fixed,29,21061458,800.7229269204857,800.0,0.7229269204857474,1743,17430,19.015806913375854,300000
F8,8,ARPSO-Fixed,30,21061459,803.6314771775982,800.0,3.6314771775981853,1712,17120,17.730749368667603,300000
F8,8,ARPSO-Global,1,21062430,800.7857634942392,800.0,0.7857634942391769,1885,12610,17.596511125564575,300000
F8,8,ARPSO-Global,2,21062431,801.4871132087887,800.0,1.4871132087887418,1814,12004,17.49786877632141,300000
F8,8,ARPSO-Global,3,21062432,803.5415741668714,800.0,3.5415741668714418,1776,11838,17.786633014678955,300000
F8,8,ARPSO-Global,4,21062433,800.3886096646183,800.0,0.38860966461834323,1871,12550,18.05106496810913,300000
F8,8,ARPSO-Global,6,21062435,805.2293609223057,800.0,5.229360922305659,1809,12069,18.300121307373047,300000
F8,8,ARPSO-Global,5,21062434,801.4525003068283,800.0,1.4525003068282558,1859,12536,18.377402305603027,300000
F8,8,ARPSO-Global,7,21062436,800.9014121890511,800.0,0.9014121890511433,1831,12352,18.293415069580078,300000
F8,8,ARPSO-Global,8,21062437,800.218996209161,800.0,0.21899620916099138,1862,12489,18.25641417503357,300000
F8,8,ARPSO-Global,9,21062438,805.2690469608498,800.0,5.269046960849778,1822,12413,18.223220109939575,300000
F8,8,ARPSO-Global,10,21062439,801.5183129962697,800.0,1.5183129962697421,1877,12447,19.20767831802368,300000
F8,8,ARPSO-Global,11,21062440,800.8160141079811,800.0,0.8160141079811183,1850,12469,19.63086175918579,300000
F8,8,ARPSO-Global,12,21062441,803.2960495034755,800.0,3.2960495034755013,1814,12251,18.858428478240967,300000
F8,8,ARPSO-Global,14,21062443,800.8832377314957,800.0,0.883237731495683,1858,12379,18.53073287010193,300000
F8,8,ARPSO-Global,13,21062442,800.322766468595,800.0,0.3227664685949776,1858,12458,20.459298849105835,300000
F8,8,ARPSO-Global,15,21062444,802.9049795345588,800.0,2.9049795345588336,1824,12151,18.750734567642212,300000
F8,8,ARPSO-Global,17,21062446,800.27214368862,800.0,0.27214368861996263,1859,12603,19.16680073738098,300000
F8,8,ARPSO-Global,16,21062445,800.0000001188849,800.0,1.1888494100276148e-07,1812,12509,21.62834620475769,300000
F8,8,ARPSO-Global,20,21062449,801.2163738811134,800.0,1.2163738811134408,1852,12200,18.212056636810303,300000
F8,8,ARPSO-Global,19,21062448,800.9915253143256,800.0,0.9915253143255995,1826,12212,20.049947023391724,300000
F8,8,ARPSO-Global,21,21062450,801.6309463881586,800.0,1.630946388158577,1818,11953,17.963168621063232,300000
F8,8,ARPSO-Global,18,21062447,802.5568474561152,800.0,2.556847456115179,1848,12300,22.899960041046143,300000
F8,8,ARPSO-Global,22,21062451,804.3538574933538,800.0,4.3538574933537575,1760,11631,20.18281054496765,300000
F8,8,ARPSO-Global,23,21062452,801.7602261849768,800.0,1.7602261849767729,1782,11905,21.137932538986206,300000
F8,8,ARPSO-Global,25,21062454,805.6731338373404,800.0,5.673133837340401,1720,11421,17.646186113357544,300000
F8,8,ARPSO-Global,24,21062453,800.2332370695434,800.0,0.2332370695434065,1863,12600,20.73912215232849,300000
F8,8,ARPSO-Global,26,21062455,800.3886096646132,800.0,0.3886096646132273,1863,12638,17.60690665245056,300000
F8,8,ARPSO-Global,27,21062456,803.7811712096502,800.0,3.7811712096502106,1804,11942,20.382317304611206,300000
F8,8,ARPSO-Global,28,21062457,802.1877601918717,800.0,2.187760191871689,1895,12849,21.241952419281006,300000
F8,8,ARPSO-Global,30,21062459,802.704418617523,800.0,2.704418617522947,1871,12467,17.794495582580566,300000
F8,8,ARPSO-Global,29,21062458,800.2740822703926,800.0,0.2740822703925687,1883,12760,21.800519943237305,300000
F8,8,ARPSO-Local,1,21063430,801.1807917256884,800.0,1.1807917256884366,3499,29920,18.879198789596558,300000
F8,8,ARPSO-Local,2,21063431,801.0877226879536,800.0,1.087722687953601,3492,32075,21.958818197250366,300000
F8,8,ARPSO-Local,3,21063432,803.122988183797,800.0,3.1229881837970197,3388,27683,20.753206253051758,300000
F8,8,ARPSO-Local,4,21063433,803.7144404842105,800.0,3.714440484210513,3408,28020,21.337059020996094,300000
F8,8,ARPSO-Local,6,21063435,802.9772393506105,800.0,2.977239350610489,3509,29950,19.22095799446106,300000
F8,8,ARPSO-Local,5,21063434,801.9002531403149,800.0,1.9002531403149305,3555,29460,21.011823654174805,300000
F8,8,ARPSO-Local,8,21063437,800.9915253196488,800.0,0.9915253196487583,3491,29690,19.46818470954895,300000
F8,8,ARPSO-Local,7,21063436,800.6333805203967,800.0,0.6333805203967131,3435,30200,19.879743576049805,300000
F8,8,ARPSO-Local,9,21063438,800.9055242081881,800.0,0.9055242081881261,3553,32062,19.593797206878662,300000
F8,8,ARPSO-Local,10,21063439,802.9126867902975,800.0,2.912686790297471,3470,29679,20.58869743347168,300000
F8,8,ARPSO-Local,11,21063440,802.0878605576701,800.0,2.0878605576700693,3442,27802,20.360634088516235,300000
F8,8,ARPSO-Local,12,21063441,800.0895282504255,800.0,0.08952825042547374,3438,32276,20.305440187454224,300000
F8,8,ARPSO-Local,13,21063442,804.6909708972289,800.0,4.690970897228908,3475,30321,19.862208604812622,300000
F8,8,ARPSO-Local,14,21063443,801.0877226884344,800.0,1.0877226884343827,3448,29139,19.78022336959839,300000
F8,8,ARPSO-Local,15,21063444,804.1302975907442,800.0,4.130297590744249,3543,29859,19.933000087738037,300000
F8,8,ARPSO-Local,16,21063445,802.0889703706335,800.0,2.0889703706335467,3513,30150,20.715029001235962,300000
F8,8,ARPSO-Local,17,21063446,806.5520395188738,800.0,6.552039518873812,3581,31064,20.245349645614624,300000
F8,8,ARPSO-Local,18,21063447,804.7184951824992,800.0,4.7184951824991685,3491,29863,18.20940589904785,300000
F8,8,ARPSO-Local,19,21063448,800.7229088405952,800.0,0.7229088405952098,3542,31351,18.231085777282715,300000
F8,8,ARPSO-Local,20,21063449,800.7229269197887,800.0,0.7229269197887334,3452,29891,17.930776119232178,300000
F8,8,ARPSO-Local,21,21063450,801.8369005036093,800.0,1.8369005036092858,3474,29358,17.90796184539795,300000
F8,8,ARPSO-Local,22,21063451,803.4548509957671,800.0,3.4548509957670603,3358,26441,18.105306386947632,300000
F8,8,ARPSO-Local,23,21063452,801.9068032438371,800.0,1.9068032438370892,3408,27405,17.827271699905396,300000
F8,8,ARPSO-Local,24,21063453,800.6364042821308,800.0,0.6364042821307976,3472,27250,18.299039840698242,300000
F8,8,ARPSO-Local,25,21063454,803.022209237096,800.0,3.0222092370960354,3497,28700,17.866461753845215,300000
F8,8,ARPSO-Local,26,21063455,800.3581163192574,800.0,0.3581163192574195,3479,31320,18.0400550365448,300000
F8,8,ARPSO-Local,27,21063456,801.9068352255446,800.0,1.9068352255445689,3592,31734,17.779337882995605,300000
F8,8,ARPSO-Local,28,21063457,803.8103781693551,800.0,3.81037816935509,3685,32691,18.636152744293213,300000
F8,8,ARPSO-Local,29,21063458,801.1705818144009,800.0,1.1705818144008617,3521,29712,18.966416358947754,300000
F8,8,ARPSO-Local,30,21063459,802.2698930689492,800.0,2.269893068949159,3590,31737,18.390666723251343,300000
F8,8,ARPSO-SRR,1,21064430,800.722908771512,800.0,0.7229087715120386,2689,17373,18.943977117538452,300000
F8,8,ARPSO-SRR,2,21064431,800.0895282510189,800.0,0.08952825101891904,2585,16850,19.26923894882202,300000
F8,8,ARPSO-SRR,3,21064432,803.1802651254511,800.0,3.1802651254511147,2523,16550,19.734327793121338,300000
F8,8,ARPSO-SRR,4,21064433,804.0139663318383,800.0,4.013966331838333,2423,16054,18.75694489479065,300000
F8,8,ARPSO-SRR,5,21064434,805.9278949249733,800.0,5.927894924973316,2431,15922,18.690877199172974,300000
F8,8,ARPSO-SRR,6,21064435,801.2667657082623,800.0,1.2667657082622554,2479,16392,20.35498595237732,300000
F8,8,ARPSO-SRR,7,21064436,804.4514252887845,800.0,4.451425288784549,2519,16505,23.110409021377563,300000
F8,8,ARPSO-SRR,8,21064437,801.1937435209786,800.0,1.1937435209786145,2547,16684,23.403441429138184,300000
F8,8,ARPSO-SRR,10,21064439,800.9998539502407,800.0,0.9998539502406629,2618,17149,22.423574209213257,300000
F8,8,ARPSO-SRR,9,21064438,802.9955973235834,800.0,2.995597323583411,2543,16950,24.885504484176636,300000
F8,8,ARPSO-SRR,11,21064440,802.1754095749268,800.0,2.175409574926789,2471,16449,23.950157165527344,300000
F8,8,ARPSO-SRR,12,21064441,802.08589387315,800.0,2.0858938731499848,2619,17054,21.337119102478027,300000
F8,8,ARPSO-SRR,13,21064442,802.3611271883667,800.0,2.3611271883667087,2583,16746,20.845630407333374,300000
F8,8,ARPSO-SRR,14,21064443,801.3562893270279,800.0,1.3562893270278664,2551,16816,19.02505135536194,300000
F8,8,ARPSO-SRR,16,21064445,803.9933537588648,800.0,3.993353758864828,2560,16732,18.357553958892822,300000
F8,8,ARPSO-SRR,17,21064446,801.8043073908134,800.0,1.804307390813392,2552,16747,19.58209800720215,300000
F8,8,ARPSO-SRR,18,21064447,803.6345891463272,800.0,3.6345891463272437,2449,16203,19.17349410057068,300000
F8,8,ARPSO-SRR,15,21064444,800.4016115188862,800.0,0.4016115188861704,2590,17029,22.92736792564392,300000
F8,8,ARPSO-SRR,20,21064449,800.7280589649872,800.0,0.7280589649872127,2505,16673,18.79020094871521,300000
F8,8,ARPSO-SRR,19,21064448,805.9418871247083,800.0,5.941887124708273,2526,16759,22.31873846054077,300000
F8,8,ARPSO-SRR,21,21064450,803.4489194201956,800.0,3.4489194201955797,2649,17250,21.596569538116455,300000
F8,8,ARPSO-SRR,22,21064451,804.7186172398382,800.0,4.718617239838181,2581,16850,20.190736055374146,300000
F8,8,ARPSO-SRR,23,21064452,800.1790565011922,800.0,0.17905650119223537,2535,16662,20.031936407089233,300000
F8,8,ARPSO-SRR,25,21064454,801.0321252217683,800.0,1.0321252217682968,2487,16555,19.850066423416138,300000
F8,8,ARPSO-SRR,24,21064453,802.361472237082,800.0,2.361472237082012,2502,16250,20.592464208602905,300000
F8,8,ARPSO-SRR,26,21064455,801.5476409545915,800.0,1.547640954591543,2582,16669,22.070514678955078,300000
F8,8,ARPSO-SRR,27,21064456,806.100287224757,800.0,6.100287224757039,2379,15823,19.169538259506226,300000
F8,8,ARPSO-SRR,29,21064458,800.3980525816339,800.0,0.39805258163391954,2569,16794,21.65981364250183,300000
F8,8,ARPSO-SRR,28,21064457,802.9924705766122,800.0,2.9924705766121633,2437,16067,24.11500334739685,300000
F8,8,ARPSO-SRR,30,21064459,804.3952806051451,800.0,4.395280605145103,2501,16688,23.73265504837036,300000
F8,8,ARPSO-EIS,1,21065430,800.4016115306282,800.0,0.40161153062820176,2393,15171,24.321802616119385,300000
F8,8,ARPSO-EIS,3,21065432,800.474326492805,800.0,0.47432649280494843,2406,15476,24.00405526161194,300000
F8,8,ARPSO-EIS,2,21065431,804.9185034208579,800.0,4.91850342085786,2270,14768,25.76333713531494,300000
F8,8,ARPSO-EIS,4,21065433,802.4955986546652,800.0,2.495598654665173,2274,15018,24.80527639389038,300000
F8,8,ARPSO-EIS,5,21065434,807.0057738778597,800.0,7.005773877859724,2291,15555,25.46231460571289,300000
F8,8,ARPSO-EIS,6,21065435,802.815490594218,800.0,2.8154905942179766,2490,16633,22.863999128341675,300000
F8,8,ARPSO-EIS,7,21065436,803.2266632139743,800.0,3.226663213974348,2387,15449,22.901808977127075,300000
F8,8,ARPSO-EIS,8,21065437,802.5418889575941,800.0,2.5418889575940966,2319,15179,21.724857091903687,300000
F8,8,ARPSO-EIS,9,21065438,800.7628483528032,800.0,0.7628483528031893,2337,15202,21.533997774124146,300000
F8,8,ARPSO-EIS,10,21065439,800.8148627006443,800.0,0.8148627006443121,2414,15398,22.948758363723755,300000
F8,8,ARPSO-EIS,11,21065440,800.1792084024084,800.0,0.17920840240844882,2360,15284,22.217352867126465,300000
F8,8,ARPSO-EIS,12,21065441,803.9559125041408,800.0,3.9559125041407697,2463,16091,22.17587661743164,300000
F8,8,ARPSO-EIS,13,21065442,815.4793563433602,800.0,15.479356343360223,2401,15590,23.81517481803894,300000
F8,8,ARPSO-EIS,14,21065443,804.3544798585351,800.0,4.3544798585351145,2215,14854,22.177096605300903,300000
F8,8,ARPSO-EIS,15,21065444,800.9981764440142,800.0,0.9981764440142342,2298,14750,23.003504037857056,300000
F8,8,ARPSO-EIS,16,21065445,800.8124371787521,800.0,0.8124371787521341,2294,14819,24.256239652633667,300000
F8,8,ARPSO-EIS,17,21065446,802.9995366170505,800.0,2.9995366170504667,2361,15313,24.546933889389038,300000
F8,8,ARPSO-EIS,18,21065447,802.5402231965362,800.0,2.5402231965362034,2508,16374,23.844712734222412,300000
F8,8,ARPSO-EIS,19,21065448,801.1706331427814,800.0,1.170633142781412,2350,15360,24.824098587036133,300000
F8,8,ARPSO-EIS,20,21065449,802.0143942652348,800.0,2.0143942652348414,2357,15261,25.222907066345215,300000
F8,8,ARPSO-EIS,21,21065450,803.352759734366,800.0,3.352759734366032,2269,14972,25.649763822555542,300000
F8,8,ARPSO-EIS,22,21065451,806.0989537259723,800.0,6.098953725972251,2162,14400,28.51062798500061,300000
F8,8,ARPSO-EIS,23,21065452,801.6336813686875,800.0,1.633681368687462,2439,15606,31.4423770904541,300000
F8,8,ARPSO-EIS,24,21065453,807.3856485876786,800.0,7.385648587678588,2318,15202,28.955585479736328,300000
F8,8,ARPSO-EIS,25,21065454,806.088377703594,800.0,6.088377703594006,2636,17484,28.211626768112183,300000
F8,8,ARPSO-EIS,26,21065455,802.0878407526344,800.0,2.0878407526344063,2303,15376,27.834083318710327,300000
F8,8,ARPSO-EIS,27,21065456,800.9023320797389,800.0,0.902332079738926,2386,15471,28.45641016960144,300000
F8,8,ARPSO-EIS,28,21065457,801.1707972523259,800.0,1.1707972523258832,2315,15188,29.63260316848755,300000
F8,8,ARPSO-EIS,30,21065459,802.2157905926678,800.0,2.2157905926677586,2290,15040,23.83556079864502,300000
F8,8,ARPSO-EIS,29,21065458,802.9969129485643,800.0,2.9969129485642725,2236,14733,28.882487535476685,300000
F9,9,PSO-RS,2,21160431,-1808.1430032515837,900.0,0.0,329,1867,43.42823624610901,300000
F9,9,PSO-RS,1,21160430,-5494.56316033686,900.0,0.0,354,2042,47.72914266586304,300000
F9,9,PSO-RS,3,21160432,-3881.226584652839,900.0,0.0,399,2259,43.98131561279297,300000
F9,9,PSO-RS,4,21160433,-1988.91706001284,900.0,0.0,199,1184,40.99167823791504,300000
F9,9,PSO-RS,6,21160435,-1178.6323431669953,900.0,0.0,333,1912,42.1343412399292,300000
F9,9,PSO-RS,5,21160434,-1924.413370054148,900.0,0.0,304,1754,47.40572190284729,300000
F9,9,PSO-RS,8,21160437,-4213.312101425992,900.0,0.0,327,1902,43.90649461746216,300000
F9,9,PSO-RS,7,21160436,-1571.1060676922698,900.0,0.0,220,1363,45.96306085586548,300000
F9,9,PSO-RS,9,21160438,-3198.1747990354197,900.0,0.0,303,1769,42.7740957736969,300000
F9,9,PSO-RS,10,21160439,-3971.3993441427665,900.0,0.0,302,1782,42.014331340789795,300000
F9,9,PSO-RS,11,21160440,-2931.6064132496103,900.0,0.0,314,1788,41.24462151527405,300000
F9,9,PSO-RS,12,21160441,-1454.684678914955,900.0,0.0,318,1821,41.906174182891846,300000
F9,9,PSO-RS,13,21160442,-1411.0830215762362,900.0,0.0,235,1470,39.112640380859375,300000
F9,9,PSO-RS,14,21160443,-2896.846000006988,900.0,0.0,336,1945,39.79622220993042,300000
F9,9,PSO-RS,15,21160444,-1411.826467328976,900.0,0.0,198,1202,42.24749183654785,300000
F9,9,PSO-RS,16,21160445,-3435.103971425895,900.0,0.0,350,1988,44.402348279953,300000
F9,9,PSO-RS,17,21160446,-3627.9176993112524,900.0,0.0,319,1847,43.468631982803345,300000
F9,9,PSO-RS,19,21160448,-2112.9211072087564,900.0,0.0,299,1758,42.28242826461792,300000
F9,9,PSO-RS,18,21160447,-3153.861591160694,900.0,0.0,333,1940,44.753976345062256,300000
F9,9,PSO-RS,21,21160450,-4436.933559221474,900.0,0.0,334,1887,41.99954342842102,300000
F9,9,PSO-RS,22,21160451,-1995.4458072798934,900.0,0.0,236,1427,41.657466888427734,300000
F9,9,PSO-RS,20,21160449,-2719.1410807978136,900.0,0.0,315,1851,49.59160923957825,300000
F9,9,PSO-RS,23,21160452,-2300.081490854829,900.0,0.0,309,1812,40.197526693344116,300000
F9,9,PSO-RS,24,21160453,-2986.370390752123,900.0,0.0,306,1775,44.52722430229187,300000
F9,9,PSO-RS,25,21160454,-3022.763148276128,900.0,0.0,312,1790,38.536680698394775,300000
F9,9,PSO-RS,26,21160455,-3062.247084543833,900.0,0.0,372,2107,37.75446820259094,300000
F9,9,PSO-RS,27,21160456,-2800.208396268683,900.0,0.0,298,1758,40.40831470489502,300000
F9,9,PSO-RS,28,21160457,-2525.626970672758,900.0,0.0,317,1845,40.184701681137085,300000
F9,9,PSO-RS,29,21160458,-3894.353254298341,900.0,0.0,313,1795,37.9505820274353,300000
F9,9,PSO-RS,30,21160459,-5170.9471019298,900.0,0.0,378,2163,38.49682331085205,300000
F9,9,ARPSO-Fixed,1,21161430,-2183.6336428964514,900.0,0.0,1492,14920,41.342777967453,300000
F9,9,ARPSO-Fixed,2,21161431,-2462.5491072485893,900.0,0.0,1705,17050,40.936179876327515,300000
F9,9,ARPSO-Fixed,3,21161432,-4418.320759019673,900.0,0.0,1654,16540,38.577797412872314,300000
F9,9,ARPSO-Fixed,4,21161433,-2144.2224372678684,900.0,0.0,1602,16020,39.56235933303833,300000
F9,9,ARPSO-Fixed,5,21161434,-2779.17417180998,900.0,0.0,1700,17000,38.67177700996399,300000
F9,9,ARPSO-Fixed,6,21161435,-999.7426388386612,900.0,0.0,1851,18510,37.90803837776184,300000
F9,9,ARPSO-Fixed,7,21161436,-2651.2728632447124,900.0,0.0,1791,17910,38.29912328720093,300000
F9,9,ARPSO-Fixed,8,21161437,-4862.014999769566,900.0,0.0,1773,17730,38.9986937046051,300000
F9,9,ARPSO-Fixed,9,21161438,-1154.247358443532,900.0,0.0,1430,14300,37.516316175460815,300000
F9,9,ARPSO-Fixed,10,21161439,-2482.4384995949076,900.0,0.0,2005,20050,37.911932706832886,300000
F9,9,ARPSO-Fixed,11,21161440,-2679.8171206243023,900.0,0.0,1940,19400,42.799394845962524,300000
F9,9,ARPSO-Fixed,12,21161441,-2700.016160098461,900.0,0.0,1739,17390,43.707932472229004,300000
F9,9,ARPSO-Fixed,13,21161442,-1207.9789305960367,900.0,0.0,1915,19150,43.68672776222229,300000
F9,9,ARPSO-Fixed,15,21161444,-5391.626111602844,900.0,0.0,1905,19050,40.92762494087219,300000
F9,9,ARPSO-Fixed,14,21161443,-1274.1591905153546,900.0,0.0,1660,16600,41.9183144569397,300000
F9,9,ARPSO-Fixed,17,21161446,-3994.8465642677183,900.0,0.0,1561,15610,39.76673698425293,300000
F9,9,ARPSO-Fixed,16,21161445,-3281.4586328197875,900.0,0.0,1730,17300,46.40749955177307,300000
F9,9,ARPSO-Fixed,18,21161447,-2362.100829687095,900.0,0.0,1541,15410,42.324871301651,300000
F9,9,ARPSO-Fixed,20,21161449,-2497.533751116762,900.0,0.0,1487,14870,37.939244508743286,300000
F9,9,ARPSO-Fixed,21,21161450,-1193.8071061939809,900.0,0.0,2097,20970,36.9263174533844,300000
F9,9,ARPSO-Fixed,22,21161451,-2365.6349061326073,900.0,0.0,1591,15910,40.07431101799011,300000
F9,9,ARPSO-Fixed,19,21161448,-1960.817872171534,900.0,0.0,1603,16030,48.099157094955444,300000
F9,9,ARPSO-Fixed,23,21161452,-3680.8620579128437,900.0,0.0,1532,15320,41.724029541015625,300000
F9,9,ARPSO-Fixed,24,21161453,-1712.036770318513,900.0,0.0,1657,16570,39.220181703567505,300000
F9,9,ARPSO-Fixed,25,21161454,-3594.216223731186,900.0,0.0,1721,17210,45.97822570800781,300000
F9,9,ARPSO-Fixed,26,21161455,-3155.0533506373285,900.0,0.0,1667,16670,43.29758405685425,300000
F9,9,ARPSO-Fixed,27,21161456,-2504.393583211344,900.0,0.0,1540,15400,39.01542067527771,300000
