FunctionID,Function,Algorithm,FE,MeanBestError,StdBestError
9,F9,PSO-RS,15000,3339.732167155526,811.5965014523989
9,F9,PSO-RS,20000,3306.84525677268,794.784557685949
9,F9,PSO-RS,25000,3180.5060278195383,767.212102048173
9,F9,PSO-RS,30000,3032.9728542504376,815.3473504851488
9,F9,PSO-RS,35000,2991.118455793031,794.9258204955817
9,F9,PSO-RS,40000,2770.1494865137724,727.2312744020631
9,F9,PSO-RS,45000,2582.899709563187,788.3505088020347
9,F9,PSO-RS,50000,2316.5432792351303,911.1782450582534
9,F9,PSO-RS,55000,2080.647070545425,1072.8920088585185
9,F9,PSO-RS,60000,1749.8127027495098,1147.3342204367193
9,F9,PSO-RS,65000,1522.4552937714536,1070.614662824393
9,F9,PSO-RS,70000,1381.8426718561445,1013.1549582285253
9,F9,PSO-RS,75000,1216.2248554242606,978.6915487253084
9,F9,PSO-RS,80000,1116.611296014507,937.9876984563075
9,F9,PSO-RS,85000,1076.489601128761,937.9442842093815
9,F9,PSO-RS,90000,1074.4820795747462,938.3828883507233
9,F9,PSO-RS,95000,1030.0577687742593,965.5771270717024
9,F9,PSO-RS,100000,1030.0577687742411,965.5771270717042
9,F9,PSO-RS,105000,1030.0577687742411,965.5771270717042
9,F9,PSO-RS,110000,987.4186302692287,991.7412253628625
9,F9,PSO-RS,115000,943.7222232528278,1001.4916900312154
9,F9,PSO-RS,120000,893.9143453696054,1014.6791025826035
9,F9,PSO-RS,125000,714.7050887269016,958.40189459761
9,F9,PSO-RS,130000,644.5008827162096,969.7242566653084
9,F9,PSO-RS,135000,463.57244299003764,844.8723791625952
9,F9,PSO-RS,140000,335.21053572368174,739.9287602372868
9,F9,PSO-RS,145000,227.17160969737336,657.7346564623512
9,F9,PSO-RS,150000,193.72977411752447,613.0521227249702
9,F9,PSO-RS,155000,165.14032948182455,582.1378323499196
9,F9,PSO-RS,160000,154.16741064631532,581.142585198716
9,F9,PSO-RS,165000,141.21525959047577,539.6353485871731
9,F9,PSO-RS,170000,113.2136439960818,467.9129377320985
9,F9,PSO-RS,175000,42.759757423351886,223.7805257327183
9,F9,PSO-RS,180000,5.21093745888035,28.54147991977417
9,F9,PSO-RS,185000,0.0,0.0
9,F9,PSO-RS,190000,0.0,0.0
9,F9,PSO-RS,195000,0.0,0.0
9,F9,PSO-RS,200000,0.0,0.0
9,F9,PSO-RS,205000,0.0,0.0
9,F9,PSO-RS,210000,0.0,0.0
9,F9,PSO-RS,215000,0.0,0.0
9,F9,PSO-RS,220000,0.0,0.0
9,F9,PSO-RS,225000,0.0,0.0
9,F9,PSO-RS,230000,0.0,0.0
9,F9,PSO-RS,235000,0.0,0.0
9,F9,PSO-RS,240000,0.0,0.0
9,F9,PSO-RS,245000,0.0,0.0
9,F9,PSO-RS,250000,0.0,0.0
9,F9,PSO-RS,255000,0.0,0.0
9,F9,PSO-RS,260000,0.0,0.0
9,F9,PSO-RS,265000,0.0,0.0
9,F9,PSO-RS,270000,0.0,0.0
9,F9,PSO-RS,275000,0.0,0.0
9,F9,PSO-RS,280000,0.0,0.0
9,F9,PSO-RS,285000,0.0,0.0
9,F9,PSO-RS,290000,0.0,0.0
9,F9,PSO-RS,295000,0.0,0.0
9,F9,PSO-RS,300000,0.0,0.0
10,F10,ARPSO-EIS,5000,426673.236599905,139595.44686289236
10,F10,ARPSO-EIS,10000,325264.03268685885,100249.74189894184
10,F10,ARPSO-EIS,15000,278068.58232929034,58703.25689599904
10,F10,ARPSO-EIS,20000,263661.5585765464,53433.30028001427
10,F10,ARPSO-EIS,25000,251853.1980375302,57977.37521396574
10,F10,ARPSO-EIS,30000,240658.2778419533,50850.30491385882
10,F10,ARPSO-EIS,35000,234229.0796843691,52026.97210674138
10,F10,ARPSO-EIS,40000,227965.1601662172,52835.90842868904
10,F10,ARPSO-EIS,45000,217972.6132088105,49599.58529522861
10,F10,ARPSO-EIS,50000,206786.26833995574,47797.820580380365
10,F10,ARPSO-EIS,55000,198418.30489632583,47927.870188915374
10,F10,ARPSO-EIS,60000,189570.14771118137,45518.25334896398
10,F10,ARPSO-EIS,65000,181227.10228185254,45838.24527105177
10,F10,ARPSO-EIS,70000,171886.6662254264,45851.7970142263
10,F10,ARPSO-EIS,75000,159776.10171330394,45569.87515189153
10,F10,ARPSO-EIS,80000,152581.2172357589,46345.224786150364
10,F10,ARPSO-EIS,85000,144351.40973126536,48107.30542753047
10,F10,ARPSO-EIS,90000,135267.8322430552,45873.508280640075
10,F10,ARPSO-EIS,95000,126068.81160772426,46834.599991427014
10,F10,ARPSO-EIS,100000,119280.58621412756,46296.87158642159
10,F10,ARPSO-EIS,105000,115840.81656819489,46702.282137005044
10,F10,ARPSO-EIS,110000,113330.19553602231,46317.56467341021
10,F10,ARPSO-EIS,115000,111794.16953194849,46938.240711700775
10,F10,ARPSO-EIS,120000,109556.00171558885,46507.35276859546
10,F10,ARPSO-EIS,125000,105573.24678436983,41813.65155190626
10,F10,ARPSO-EIS,130000,103665.40421933243,40783.37159751996
10,F10,ARPSO-EIS,135000,102346.29463189986,40341.83893918494
10,F10,ARPSO-EIS,140000,101777.89069621205,40165.163316336315
10,F10,ARPSO-EIS,145000,101022.22406511339,39635.34049135617
10,F10,ARPSO-EIS,150000,99996.69292531775,39397.36972259166
10,F10,ARPSO-EIS,155000,97876.593380017,38970.718020648936
10,F10,ARPSO-EIS,160000,93650.33815281023,38252.15004296766
10,F10,ARPSO-EIS,165000,89832.86267691413,39530.83426067094
10,F10,ARPSO-EIS,170000,86841.5470836488,38697.64845978918
10,F10,ARPSO-EIS,175000,85271.30252001736,37604.77439141812
10,F10,ARPSO-EIS,180000,81280.38343663943,37032.85603201624
10,F10,ARPSO-EIS,185000,79171.35887914634,38212.82355366414
10,F10,ARPSO-EIS,190000,76668.59939151886,38368.33003172438
10,F10,ARPSO-EIS,195000,75463.73726614317,39367.384425131306
10,F10,ARPSO-EIS,200000,70564.5650856803,38607.24366240297
10,F10,ARPSO-EIS,205000,67682.84286481616,38913.70854666926
10,F10,ARPSO-EIS,210000,63836.26806580298,39493.682401100225
10,F10,ARPSO-EIS,215000,59872.37576697411,37797.90936084881
10,F10,ARPSO-EIS,220000,58452.625455968046,37677.99962598125
10,F10,ARPSO-EIS,225000,54781.33766061876,35297.116443855215
10,F10,ARPSO-EIS,230000,52293.343252975465,35609.814610274785
10,F10,ARPSO-EIS,235000,50151.20542903675,35300.20617541974
10,F10,ARPSO-EIS,240000,48390.73611390856,35243.830606034615
10,F10,ARPSO-EIS,245000,45000.63775838822,31856.537016862676
10,F10,ARPSO-EIS,250000,42553.0705638387,32110.75283289351
10,F10,ARPSO-EIS,255000,41097.62143021016,32376.686713745134
10,F10,ARPSO-EIS,260000,38647.36461414071,32507.71128113191
10,F10,ARPSO-EIS,265000,37266.40695012273,32287.00131033248
10,F10,ARPSO-EIS,270000,35293.26585825366,32825.24897099653
10,F10,ARPSO-EIS,275000,32108.306000584256,31416.67569444116
10,F10,ARPSO-EIS,280000,30380.257173325852,31436.176957720116
10,F10,ARPSO-EIS,285000,29386.10266913552,31057.246358089265
10,F10,ARPSO-EIS,290000,28367.037599063067,31050.07947553854
10,F10,ARPSO-EIS,295000,26841.954699313148,30574.138143904318
10,F10,ARPSO-EIS,300000,25081.561279703048,30746.442607457113
10,F10,ARPSO-Fixed,5000,480361.7934034768,403968.8214905008
10,F10,ARPSO-Fixed,10000,389293.74337617506,327458.73577804764
10,F10,ARPSO-Fixed,15000,368342.6266096002,306698.97991663363
10,F10,ARPSO-Fixed,20000,309437.46845801186,207591.66247532857
10,F10,ARPSO-Fixed,25000,266143.44626816676,62508.72574147933
10,F10,ARPSO-Fixed,30000,252261.25689862247,56598.44824820021
10,F10,ARPSO-Fixed,35000,235879.6440678998,55259.459763408246
10,F10,ARPSO-Fixed,40000,226695.69617404527,54963.41512327532
10,F10,ARPSO-Fixed,45000,218514.19726216377,54539.35881050072
10,F10,ARPSO-Fixed,50000,206076.2332492503,51384.344127597025
10,F10,ARPSO-Fixed,55000,196584.08372857416,49643.2920129664
10,F10,ARPSO-Fixed,60000,188206.75034798085,48195.1184403808
10,F10,ARPSO-Fixed,65000,179142.67030428376,48607.18875300734
10,F10,ARPSO-Fixed,70000,169745.31909670672,51851.08790156469
10,F10,ARPSO-Fixed,75000,160922.88293381626,50028.706449176236
10,F10,ARPSO-Fixed,80000,153199.23605041663,47863.935640191
10,F10,ARPSO-Fixed,85000,147823.30794610383,48791.69810223497
10,F10,ARPSO-Fixed,90000,141425.86212788153,48849.521179919226
10,F10,ARPSO-Fixed,95000,134413.0571626466,46873.501214431104
10,F10,ARPSO-Fixed,100000,126410.62184205787,47093.71907588555
10,F10,ARPSO-Fixed,105000,123208.97241487146,47788.623309497874
10,F10,ARPSO-Fixed,110000,118727.3162420126,48253.62451860001
10,F10,ARPSO-Fixed,115000,114960.69958697447,49236.85727650297
10,F10,ARPSO-Fixed,120000,110242.0541316966,47488.228199892066
10,F10,ARPSO-Fixed,125000,107204.7528380279,47404.69930726091
10,F10,ARPSO-Fixed,130000,103284.41262391134,48140.0650852076
10,F10,ARPSO-Fixed,135000,100881.51301730693,48625.68503762339
10,F10,ARPSO-Fixed,140000,99161.89174756469,49639.13385621129
10,F10,ARPSO-Fixed,145000,95826.21019046436,49493.37663514833
10,F10,ARPSO-Fixed,150000,93142.66074395656,48774.27882642263
10,F10,ARPSO-Fixed,155000,91549.82834705048,49092.68758403973
10,F10,ARPSO-Fixed,160000,90687.67534667328,49654.44836502871
10,F10,ARPSO-Fixed,165000,88485.57164425885,50957.01545338712
10,F10,ARPSO-Fixed,170000,87302.62637113252,50924.06558281344
10,F10,ARPSO-Fixed,175000,83789.56788945335,50647.11845383091
10,F10,ARPSO-Fixed,180000,81476.28332158341,50051.128222649975
10,F10,ARPSO-Fixed,185000,80154.43376024738,49961.2451881124
10,F10,ARPSO-Fixed,190000,77462.15659409825,49004.09671285629
10,F10,ARPSO-Fixed,195000,75774.82991534137,49378.582510114364
10,F10,ARPSO-Fixed,200000,73177.57553851801,49188.042506504615
10,F10,ARPSO-Fixed,205000,71110.73113090622,49114.91130013005
10,F10,ARPSO-Fixed,210000,69147.90105945406,49036.3858993872
10,F10,ARPSO-Fixed,215000,67000.93117253129,48728.94048006277
10,F10,ARPSO-Fixed,220000,64800.26213728436,49936.03796580101
10,F10,ARPSO-Fixed,225000,61289.02685434867,46207.59995504102
10,F10,ARPSO-Fixed,230000,56879.56448113401,43591.208036675795
10,F10,ARPSO-Fixed,235000,53838.26069826003,43644.45542117739
10,F10,ARPSO-Fixed,240000,50172.004157562966,42425.34306232089
10,F10,ARPSO-Fixed,245000,47937.13891377633,41902.193842338595
10,F10,ARPSO-Fixed,250000,46039.072914145305,40620.27415228878
10,F10,ARPSO-Fixed,255000,43931.35744746028,38971.816074051254
10,F10,ARPSO-Fixed,260000,41332.55162162703,38001.91234274268
10,F10,ARPSO-Fixed,265000,39049.02832576652,37227.21045594523
10,F10,ARPSO-Fixed,270000,37237.15102720846,36055.62421090176
10,F10,ARPSO-Fixed,275000,34993.46549826858,32570.124799384415
10,F10,ARPSO-Fixed,280000,32712.976904278537,31654.81547901902
10,F10,ARPSO-Fixed,285000,30218.007435172975,29154.667638923383
10,F10,ARPSO-Fixed,290000,29020.35711464495,28303.0113052904
10,F10,ARPSO-Fixed,295000,26845.091745826885,25380.668505131347
10,F10,ARPSO-Fixed,300000,26347.56738809098,23791.73562619798
10,F10,ARPSO-Global,5000,416030.1167316352,205357.24706590755
10,F10,ARPSO-Global,10000,337227.0857821025,126779.16805464777
10,F10,ARPSO-Global,15000,305179.58228063607,90315.46649945217
10,F10,ARPSO-Global,20000,278726.2558710129,67993.40509348092
10,F10,ARPSO-Global,25000,267570.27699088294,65313.241690128976
10,F10,ARPSO-Global,30000,252322.1073601878,63755.33795167823
10,F10,ARPSO-Global,35000,243756.75302569795,59048.4814287079
10,F10,ARPSO-Global,40000,229227.91975127594,57789.9107386364
10,F10,ARPSO-Global,45000,222376.58499282217,58771.70626690548
10,F10,ARPSO-Global,50000,210686.10363650514,55182.798070065866
10,F10,ARPSO-Global,55000,201813.83201258883,58200.378546247746
10,F10,ARPSO-Global,60000,189703.14206086815,55815.923597956855
10,F10,ARPSO-Global,65000,183820.45498140465,55425.907174771404
10,F10,ARPSO-Global,70000,176116.47720613985,54714.007979527705
10,F10,ARPSO-Global,75000,168363.48713914483,54794.64119994367
10,F10,ARPSO-Global,80000,156603.90451270243,52216.23392392656
10,F10,ARPSO-Global,85000,148474.58265180615,52778.957500194214
10,F10,ARPSO-Global,90000,141863.18854815935,53745.930003181806
10,F10,ARPSO-Global,95000,134883.7933646185,51625.33677123539
10,F10,ARPSO-Global,100000,129644.26309731502,52576.481860128115
10,F10,ARPSO-Global,105000,125696.92633932758,53106.993007610436
10,F10,ARPSO-Global,110000,122240.14758708522,54752.5313323297
10,F10,ARPSO-Global,115000,119184.78093985585,56427.32126533252
10,F10,ARPSO-Global,120000,117374.56768883156,57148.594289888206
10,F10,ARPSO-Global,125000,115010.42206878614,56249.84065055226
10,F10,ARPSO-Global,130000,112144.10111553992,52094.57032850155
10,F10,ARPSO-Global,135000,107254.02309715499,50297.399688131976
10,F10,ARPSO-Global,140000,104871.97933106027,51312.90185149701
10,F10,ARPSO-Global,145000,104384.14496142339,51478.87619231643
10,F10,ARPSO-Global,150000,99538.6812295161,44975.51178175906
10,F10,ARPSO-Global,155000,97028.17115351949,43626.162840609875
10,F10,ARPSO-Global,160000,95764.46240717325,44458.74355257966
10,F10,ARPSO-Global,165000,93933.16755985988,44909.06326654912
10,F10,ARPSO-Global,170000,92300.65568697866,45399.5774017575
10,F10,ARPSO-Global,175000,89189.11066331845,46070.25573782217
10,F10,ARPSO-Global,180000,86404.33270272605,45985.54591218527
10,F10,ARPSO-Global,185000,80664.24877730507,42760.07758206813
10,F10,ARPSO-Global,190000,76726.40006340483,38496.976453764684
10,F10,ARPSO-Global,195000,73872.9178090452,35684.64445646019
10,F10,ARPSO-Global,200000,68414.18075868384,34364.07340502366
10,F10,ARPSO-Global,205000,67006.46793775319,34698.525166336614
10,F10,ARPSO-Global,210000,62676.25316018666,34277.488296239244
10,F10,ARPSO-Global,215000,60574.18136642351,35122.10956527543
10,F10,ARPSO-Global,220000,59640.581405795405,35143.059636305385
10,F10,ARPSO-Global,225000,59102.618572358115,35184.28195153611
10,F10,ARPSO-Global,230000,56425.31654240527,35888.787122061396
10,F10,ARPSO-Global,235000,54843.79292713485,34418.52442340583
10,F10,ARPSO-Global,240000,52572.23949820823,34183.49507216187
10,F10,ARPSO-Global,245000,52004.01990861598,34158.31021958808
10,F10,ARPSO-Global,250000,51331.18559327074,34253.576145602965
10,F10,ARPSO-Global,255000,48612.28334270328,33116.690140470186
10,F10,ARPSO-Global,260000,47359.96153180733,32763.59428974467
10,F10,ARPSO-Global,265000,45782.485680204845,32770.515645865504
10,F10,ARPSO-Global,270000,44490.15324328178,32943.065325011004
10,F10,ARPSO-Global,275000,43885.45369105426,33050.790629561416
10,F10,ARPSO-Global,280000,41892.768017731876,31130.258221036824
10,F10,ARPSO-Global,285000,41226.85604705005,31025.247277372924
10,F10,ARPSO-Global,290000,40639.762087783805,30105.738765687838
10,F10,ARPSO-Global,295000,40398.558390232596,29865.85865505323
10,F10,ARPSO-Global,300000,40653.783569195904,28487.59180714852
10,F10,ARPSO-Local,5000,437633.94719558867,167076.01462412378
10,F10,ARPSO-Local,10000,357256.1218889645,126651.5119316107
10,F10,ARPSO-Local,15000,308106.62123020564,96295.16767691898
10,F10,ARPSO-Local,20000,288461.69994718453,73079.19700735324
10,F10,ARPSO-Local,25000,265574.6856456935,73371.86455883285
10,F10,ARPSO-Local,30000,258773.7955099232,72984.57508610409
10,F10,ARPSO-Local,35000,247433.58500596244,72051.13061954561
10,F10,ARPSO-Local,40000,238363.4037040633,75569.79034982243
10,F10,ARPSO-Local,45000,229051.40646285505,71094.17419411181
10,F10,ARPSO-Local,50000,219474.89730114673,69134.58416807771
10,F10,ARPSO-Local,55000,210899.22782488985,67526.85769465793
10,F10,ARPSO-Local,60000,199406.02188940786,68302.21254673354
10,F10,ARPSO-Local,65000,189809.69269159887,64828.45258229925
10,F10,ARPSO-Local,70000,183458.59272152212,64795.428393590155
10,F10,ARPSO-Local,75000,175750.263434945,63868.752479781695
10,F10,ARPSO-Local,80000,164641.8311699627,63973.06086982851
10,F10,ARPSO-Local,85000,155610.10600107224,61918.3840957206
10,F10,ARPSO-Local,90000,147413.40012544132,59367.7057246665
10,F10,ARPSO-Local,95000,139516.34707135533,57209.56170165758
10,F10,ARPSO-Local,100000,134927.62165631872,57704.543405277596
10,F10,ARPSO-Local,105000,130615.99137643447,57625.56297398822
10,F10,ARPSO-Local,110000,127767.23708679783,57938.79978499519
10,F10,ARPSO-Local,115000,124369.87065868969,57048.21111987454
10,F10,ARPSO-Local,120000,120496.339626407,55753.92576516149
10,F10,ARPSO-Local,125000,116393.73545500005,56427.40069146034
10,F10,ARPSO-Local,130000,114266.12909376256,56333.372376866006
10,F10,ARPSO-Local,135000,111908.82756335146,55915.04363399275
10,F10,ARPSO-Local,140000,107664.540393701,54825.025098657294
10,F10,ARPSO-Local,145000,104287.21584745903,52113.11273966117
10,F10,ARPSO-Local,150000,100476.03827814625,49856.27999567698
10,F10,ARPSO-Local,155000,98345.37648051526,49412.97125889663
10,F10,ARPSO-Local,160000,97068.39803374428,49533.57493690222
10,F10,ARPSO-Local,165000,94516.51423614174,48761.35042450751
10,F10,ARPSO-Local,170000,90812.97029975236,46922.74334503994
10,F10,ARPSO-Local,175000,86390.74327753695,47931.5239188781
10,F10,ARPSO-Local,180000,83573.49020112837,46980.69768197199
10,F10,ARPSO-Local,185000,80541.59237596011,46181.39250068458
10,F10,ARPSO-Local,190000,74496.39490379851,42862.91557832534
10,F10,ARPSO-Local,195000,70892.92262213939,42410.77319748812
10,F10,ARPSO-Local,200000,66041.60230835149,40885.659098082695
10,F10,ARPSO-Local,205000,60825.161282272544,41204.3294263951
10,F10,ARPSO-Local,210000,57709.66465635176,41463.626058806134
10,F10,ARPSO-Local,215000,55500.656593796186,41338.52306704097
10,F10,ARPSO-Local,220000,51509.46041352629,31768.603366859963
10,F10,ARPSO-Local,225000,48103.88163650745,28846.775221465497
10,F10,ARPSO-Local,230000,44429.490632349814,28791.410167777758
10,F10,ARPSO-Local,235000,42108.23334197788,28798.34529139231
10,F10,ARPSO-Local,240000,39010.20936335636,29066.075672741532
10,F10,ARPSO-Local,245000,37199.352806572504,29432.736384243166
10,F10,ARPSO-Local,250000,35767.94845014806,29462.190225678787
10,F10,ARPSO-Local,255000,34641.6537389013,29373.099951026757
10,F10,ARPSO-Local,260000,32634.415266362466,28033.939865548025
10,F10,ARPSO-Local,265000,29979.450251531995,26641.023968907153
10,F10,ARPSO-Local,270000,27524.305896091806,25877.17648851772
10,F10,ARPSO-Local,275000,25994.661342735475,26173.029085946033
10,F10,ARPSO-Local,280000,24972.72168042982,26035.436845717864
10,F10,ARPSO-Local,285000,23813.711452031414,25361.826336878767
10,F10,ARPSO-Local,290000,22397.62497345616,24555.49105810617
10,F10,ARPSO-Local,295000,20470.86824168679,23302.320787072364
10,F10,ARPSO-Local,300000,16830.997109006727,21976.675604517008
10,F10,ARPSO-SRR,5000,532637.2825583455,416617.408991273
10,F10,ARPSO-SRR,10000,441963.22845667123,280517.11207226
10,F10,ARPSO-SRR,15000,341482.71184566704,213339.58047096158
10,F10,ARPSO-SRR,20000,279571.8431351048,75511.36888006663
10,F10,ARPSO-SRR,25000,260401.30819394454,75050.16186764886
10,F10,ARPSO-SRR,30000,251957.7498259488,71293.34534316602
10,F10,ARPSO-SRR,35000,245123.85769288614,72755.30880360577
10,F10,ARPSO-SRR,40000,231971.10516209304,68528.39717990416
10,F10,ARPSO-SRR,45000,223348.0825018044,70214.30830214103
10,F10,ARPSO-SRR,50000,213789.4187443419,66931.49624169122
10,F10,ARPSO-SRR,55000,202707.95040343283,64932.49740033683
10,F10,ARPSO-SRR,60000,192979.5483348962,63212.29935918113
10,F10,ARPSO-SRR,65000,185099.64790447775,63586.60730276066
10,F10,ARPSO-SRR,70000,178162.91359043066,61870.06732606876
10,F10,ARPSO-SRR,75000,167861.02585784844,60869.5367496555
10,F10,ARPSO-SRR,80000,160747.74103078514,57789.42026983715
10,F10,ARPSO-SRR,85000,150729.4661810654,55232.313249932886
10,F10,ARPSO-SRR,90000,144482.0284614601,53430.08835327035
10,F10,ARPSO-SRR,95000,137791.55073792912,53153.49960512865
10,F10,ARPSO-SRR,100000,132549.96088560065,53289.81713168217
10,F10,ARPSO-SRR,105000,128491.19076300648,53800.80595007219
10,F10,ARPSO-SRR,110000,123586.46134952774,54467.272030511165
10,F10,ARPSO-SRR,115000,120978.88965730091,55291.59290110545
10,F10,ARPSO-SRR,120000,117968.04470630884,52882.73004613927
10,F10,ARPSO-SRR,125000,115622.4211162759,53054.042770594424
10,F10,ARPSO-SRR,130000,113797.51157042429,53081.808056717
10,F10,ARPSO-SRR,135000,110874.54416882459,52665.90447041413
10,F10,ARPSO-SRR,140000,108378.03487519379,52008.403116119465
10,F10,ARPSO-SRR,145000,104958.71925884891,49799.451899669846
10,F10,ARPSO-SRR,150000,103083.85184767703,49809.774155022504
10,F10,ARPSO-SRR,155000,102004.91232923517,49871.7124898052
10,F10,ARPSO-SRR,160000,96928.12674377442,44564.46122940848
10,F10,ARPSO-SRR,165000,92480.67896055916,42845.92822303608
10,F10,ARPSO-SRR,170000,86345.97042255467,43229.007201331886
10,F10,ARPSO-SRR,175000,83012.69941398875,42475.330640821645
10,F10,ARPSO-SRR,180000,79241.66327438816,43092.95732195045
10,F10,ARPSO-SRR,185000,77069.27456601021,43110.49725660853
10,F10,ARPSO-SRR,190000,75572.99067619185,43114.21812944151
10,F10,ARPSO-SRR,195000,72490.73597511703,43051.41540803473
10,F10,ARPSO-SRR,200000,70048.75519504763,43640.348405190045
10,F10,ARPSO-SRR,205000,67241.15782948643,43621.22882200307
10,F10,ARPSO-SRR,210000,63577.61737003628,44439.59115921025
10,F10,ARPSO-SRR,215000,60728.11736173926,45141.477406520884
10,F10,ARPSO-SRR,220000,57478.11796371629,43139.508615133214
10,F10,ARPSO-SRR,225000,55473.16584248563,43224.669159634104
10,F10,ARPSO-SRR,230000,52287.12150119646,40678.59054054335
10,F10,ARPSO-SRR,235000,50642.052656996326,39058.454249893264
10,F10,ARPSO-SRR,240000,48907.95060965045,38679.07710106835
10,F10,ARPSO-SRR,245000,47986.70351499409,38362.23726549633
10,F10,ARPSO-SRR,250000,44409.87558604231,35441.8577507799
10,F10,ARPSO-SRR,255000,43202.12697397258,34922.396708322165
10,F10,ARPSO-SRR,260000,40604.131307205054,32492.455144156418
10,F10,ARPSO-SRR,265000,39344.279054349376,30848.613168727385
10,F10,ARPSO-SRR,270000,37294.86678444655,27540.78921682795
10,F10,ARPSO-SRR,275000,35660.46644387817,26346.09509863284
10,F10,ARPSO-SRR,280000,32727.47911540948,25402.87454906877
10,F10,ARPSO-SRR,285000,31071.666755880924,24535.466063296055
10,F10,ARPSO-SRR,290000,28790.648401366427,23600.79730381765
10,F10,ARPSO-SRR,295000,26690.304270259552,22396.432922151416
10,F10,ARPSO-SRR,300000,23615.71184822962,20880.00795625685
10,F10,PSO-RS,5000,518054.32371657935,645912.107836131
10,F10,PSO-RS,10000,427100.3246074536,651376.5479487942
10,F10,PSO-RS,15000,401473.33653178293,655984.9274086118
10,F10,PSO-RS,20000,285041.26282476395,131866.43359469954
10,F10,PSO-RS,25000,257914.43559829207,75969.90380271355
10,F10,PSO-RS,30000,242141.9099365463,70982.79043269076
10,F10,PSO-RS,35000,232797.84998428833,72620.28164686845
10,F10,PSO-RS,40000,225200.710945308,71817.9702033067
10,F10,PSO-RS,45000,215099.78972729898,71247.50454970796
10,F10,PSO-RS,50000,205605.48971951296,72025.90597062858
10,F10,PSO-RS,55000,196789.53828992302,69507.99486290377
10,F10,PSO-RS,60000,186879.85175826447,71395.94781605927
10,F10,PSO-RS,65000,182455.98549807706,72560.47801512602
10,F10,PSO-RS,70000,173024.0422429664,71808.2846086241
10,F10,PSO-RS,75000,165490.52453479212,71087.90590627589
10,F10,PSO-RS,80000,157923.87069837787,70383.8388862551
10,F10,PSO-RS,85000,151129.79886403354,67441.46252539923
10,F10,PSO-RS,90000,144701.85652592586,65826.01692585059
10,F10,PSO-RS,95000,138527.8697619029,60282.6730519736
10,F10,PSO-RS,100000,133608.2962635576,61297.46648124929
10,F10,PSO-RS,105000,127027.97899093073,60419.07419055241
10,F10,PSO-RS,110000,124738.35078725482,60692.57827888947
10,F10,PSO-RS,115000,120627.7092574046,61434.16408911007
10,F10,PSO-RS,120000,118058.19243735024,58323.47000681161
10,F10,PSO-RS,125000,116435.86485589562,58372.10247675658
10,F10,PSO-RS,130000,113081.94867565109,55914.88144078559
10,F10,PSO-RS,135000,109843.39316217662,52542.52179968521
10,F10,PSO-RS,140000,107380.49349166136,51808.48654128468
10,F10,PSO-RS,145000,104033.21210782655,50694.019402750004
10,F10,PSO-RS,150000,100649.53106771974,49173.60318470708
10,F10,PSO-RS,155000,95828.44202015936,47748.903224358044
10,F10,PSO-RS,160000,93660.57091655573,47591.74755908352
10,F10,PSO-RS,165000,91028.78689228215,47730.93626374795
10,F10,PSO-RS,170000,88426.05055776772,47925.94839250822
10,F10,PSO-RS,175000,85494.8468915388,46351.600925722596
10,F10,PSO-RS,180000,83177.63927503412,45441.958615694224
10,F10,PSO-RS,185000,77337.98303289895,45107.7011418771
10,F10,PSO-RS,190000,73252.51240314866,44974.49332661273
10,F10,PSO-RS,195000,72542.16169038642,45254.28934807044
10,F10,PSO-RS,200000,71120.03005140794,44903.48820180921
10,F10,PSO-RS,205000,68042.56829466649,42023.81716709725
10,F10,PSO-RS,210000,66141.69873215302,41776.30135755496
10,F10,PSO-RS,215000,63345.565039586625,42279.255448886994
10,F10,PSO-RS,220000,60685.48596980081,40710.19177359791
10,F10,PSO-RS,225000,55765.24195028903,36164.045521043714
10,F10,PSO-RS,230000,54573.93083084226,35903.02475563839
10,F10,PSO-RS,235000,52033.987167236184,35552.13238123889
10,F10,PSO-RS,240000,49384.40355066015,35396.52413484341
10,F10,PSO-RS,245000,47239.22201752256,36005.93353868404
10,F10,PSO-RS,250000,44026.43986121616,29451.960292594165
10,F10,PSO-RS,255000,41011.509549882845,28588.226394638117
10,F10,PSO-RS,260000,40609.46776372125,28628.118630992765
10,F10,PSO-RS,265000,39887.84146097534,28122.539160189983
10,F10,PSO-RS,270000,39253.95877033282,28650.51057658036
10,F10,PSO-RS,275000,37140.81582320179,28453.695401577836
10,F10,PSO-RS,280000,36096.073788923655,28903.563724578067
10,F10,PSO-RS,285000,35627.00541117993,29212.20126426854
10,F10,PSO-RS,290000,35175.85415825545,29488.594098569843
10,F10,PSO-RS,295000,34813.44141797758,29719.24755434145
10,F10,PSO-RS,300000,34428.967911459564,29903.35515527052
11,F11,ARPSO-EIS,5000,597599372.3488138,248341020.86049223
11,F11,ARPSO-EIS,10000,501998457.11799407,208591883.99030048
11,F11,ARPSO-EIS,15000,415899953.7043667,187756636.47951466
11,F11,ARPSO-EIS,20000,369106536.36875534,179810604.4750413
11,F11,ARPSO-EIS,25000,320250430.49216723,183980337.244134
11,F11,ARPSO-EIS,30000,276515400.60974604,181116589.01339003
11,F11,ARPSO-EIS,35000,223464014.966383,78277563.77553102
11,F11,ARPSO-EIS,40000,184716092.27558842,57443961.340764925
11,F11,ARPSO-EIS,45000,162088161.85068646,55513579.278904215
11,F11,ARPSO-EIS,50000,143645382.76695842,56288602.838257276
