source_file,Algorithm,__rows,GroupAverageRank__sum,GroupAverageRank__count,GroupAverageRank__min,GroupAverageRank__max,GroupAverageRank__mean
results\cec2017_ablation6\ablation6_group_average_rank.csv,ARPSO-EIS,4,14.792063492063491,4,2.8,4.5,3.6980158730158728
results\cec2017_ablation6\ablation6_group_average_rank.csv,ARPSO-Fixed,4,13.461904761904762,4,3.0,3.7,3.3654761904761905
results\cec2017_ablation6\ablation6_group_average_rank.csv,ARPSO-Global,4,17.469841269841268,4,3.7142857142857135,5.0,4.367460317460317
results\cec2017_ablation6\ablation6_group_average_rank.csv,ARPSO-Local,4,9.761904761904761,4,1.5,3.5,2.4404761904761902
results\cec2017_ablation6\ablation6_group_average_rank.csv,ARPSO-SRR,4,10.041269841269841,4,1.5,3.2857142857142856,2.5103174603174603
results\cec2017_ablation6\ablation6_group_average_rank.csv,PSO-RS,4,18.473015873015875,4,4.1,5.5,4.618253968253969
