source_file,Algorithm,Function,CurveBin,__rows,MeanBest__min,MeanBest__max
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,10,2,3892873909.510003,4898006701.777638
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,11,1,3106853645.766005,3106853645.766005
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,12,3,1924978566.697715,2688657883.892012
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,13,2,1317137522.745716,1611185761.8455062
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,14,3,790463019.7052948,1089526767.13086
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,15,4,441045959.3295924,681162625.7369157
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,16,5,243298400.7123496,382861801.9744437
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,17,5,157238910.4462646,220674419.0116515
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,18,7,91088695.9145348,144313571.48517233
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,19,8,61246592.63077758,85225954.08278935
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,20,10,43130848.41097665,58094011.14788876
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,21,12,33350704.392094307,42390971.93583367
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,22,14,24429075.27608874,31681754.927983224
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,23,17,20460355.261935543,24232289.4231006
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,24,22,16386493.916367352,20261691.40429752
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,25,25,13173124.605842607,16386493.916367352
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,26,31,11530936.024597254,13152462.96073008
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,27,38,9666286.004013598,11075192.886019137
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,28,46,8065289.567911679,9643141.784980152
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,29,55,7000649.859202433,8054045.741223234
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,30,67,5684695.256992557,7000649.859202433
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,31,81,5182683.713077244,5684695.256992557
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,32,98,4679156.346450948,5182683.713077244
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,33,119,4233499.693849264,4679156.346450948
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,34,144,3539502.244506836,4225860.464756193
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,35,174,3142952.329539712,3539502.244506836
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,36,212,2824915.9056866043,3142952.329539712
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,37,256,2514071.812004648,2816358.095398088
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,38,311,2335140.9782189024,2514071.812004648
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,39,376,2012961.806253192,2335140.9782189024
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,40,456,1878181.8961813357,2012961.806253192
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,41,552,1664589.54724247,1878181.8961813357
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,42,669,1456662.867186485,1664589.54724247
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,43,810,1317377.207081471,1456662.867186485
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,44,982,1141300.68409014,1317377.207081471
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F12,45,377,1082651.046346459,1141300.68409014
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,3,1,20070133061.98794,20070133061.98794
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,5,1,13161422513.889277,13161422513.889277
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,7,1,9807650749.638205,9807650749.638205
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,8,1,7068479201.241882,7068479201.241882
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,9,1,5783512836.067398,5783512836.067398
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,10,2,3663715260.4974985,4515043472.252789
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,11,1,3007557366.6060467,3007557366.6060467
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,12,3,1677442639.5560825,2514043209.347983
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,13,2,1130752178.907776,1353711506.1478426
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,14,3,607813043.7872106,930931924.1569816
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,15,4,271771360.48471934,478433915.7293927
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,16,5,108929231.21625808,224540709.9787108
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,17,5,57661927.315237164,95570097.91930293
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,18,7,24158679.3859622,49830643.57159307
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,19,8,11483393.646768626,21294092.180343904
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,20,10,6792881.216274038,11085842.858652752
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,21,12,4085591.054067734,6563457.752397388
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,22,14,2362030.249837012,3912504.157188288
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,23,17,1617741.980507641,2252137.658351944
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,24,22,1018339.7837453987,1597590.5697215649
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,25,25,832870.117096873,1007561.1632324948
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,26,31,699185.808894804,832870.117096873
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,27,38,577506.0845780952,696395.3685484893
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,28,46,481201.1467797108,570430.0566655895
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,29,55,392301.118196651,478200.9637207499
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,30,67,310600.31062750606,392249.0791860916
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,31,81,266920.2847251493,306766.72929519264
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,32,98,244967.1402686649,266920.2847251493
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,33,119,210170.1098390417,243612.9513374809
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,34,144,177752.32406464245,209312.0650295889
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,35,174,140149.61222945197,177667.31386533473
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,36,212,111996.7374423768,140149.61222945197
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,37,256,97917.00283796358,111996.7374423768
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,38,311,82601.63861847935,97843.2096177362
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,39,376,70805.34804045055,82601.63861847935
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,40,456,58518.64867952873,70805.34804045055
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,41,552,53153.90752235746,58454.14687757134
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,42,669,45925.14972771545,53078.51307039929
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,43,810,40161.3495609559,45922.937731811806
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,44,982,34439.777266496945,40146.970540587325
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F13,45,377,32522.40517548696,34439.777266496945
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,3,1,60215598.11985931,60215598.11985931
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,5,1,39561990.07640159,39561990.07640159
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,7,1,22441683.55163681,22441683.55163681
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,8,1,18531595.385991607,18531595.385991607
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,9,1,16065858.67890448,16065858.67890448
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,10,2,10848753.463963231,12972659.605188897
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,11,1,9441800.80756629,9441800.80756629
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,12,3,7097930.289497792,8619588.701246208
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,13,2,5998947.133898187,6462195.168122227
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,14,3,5136867.45035382,5834819.675028576
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,15,4,4133628.0166855576,5007000.923806868
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,16,5,3546075.3294053064,3921281.949385488
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,17,5,2897724.811861413,3425155.22263932
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,18,7,2485081.471007344,2767947.809623301
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,19,8,2263593.516822247,2451607.867287219
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,20,10,1965533.9675977293,2237259.89658928
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,21,12,1809495.0434608909,1958610.174010401
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,22,14,1637092.399163812,1798253.8006401905
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,23,17,1497297.0851778162,1616949.6960888854
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,24,22,1360864.1160652149,1494004.773055324
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,25,25,1216000.0586562108,1354632.693677639
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,26,31,1042271.0575708144,1209547.8466534123
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,27,38,896072.4513320635,1030488.1934918312
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,28,46,792390.5653191055,895689.5757941764
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,29,55,670124.0684330795,791391.6089776327
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,30,67,567566.6481560004,661489.8870091061
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,31,81,471043.6269943505,566504.6038921293
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,32,98,402115.8668424605,470844.0792942848
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,33,119,343532.9658796351,401947.0138374267
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,34,144,299581.14323658694,343519.1645590547
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,35,174,251030.2031169953,299540.6077242262
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,36,212,193325.44937519255,251030.2031169953
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,37,256,157029.0520919846,193301.6779009986
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,38,311,134835.33685580708,157029.0520919846
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,39,376,117292.00402060468,134763.55029255195
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,40,456,97368.73535678996,117289.52135266336
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,41,552,88319.161638662,97331.20833860998
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,42,669,84519.98120459792,88319.161638662
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,43,810,81520.35622609804,84513.97069055727
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,44,982,77023.12388989094,81520.35622609804
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F14,45,377,76121.20583788319,77023.12388989094
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,3,1,11896544393.676905,11896544393.676905
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,5,1,5674824180.320077,5674824180.320077
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,7,1,3974452086.873298,3974452086.873298
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,8,1,2584386698.060768,2584386698.060768
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,9,1,2070210881.374852,2070210881.374852
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,10,2,1119195940.9231296,1552270869.071137
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,11,1,919058928.6599586,919058928.6599586
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,12,3,403827353.31982046,696646667.1221772
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,13,2,252269937.9145135,306567306.3373432
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,14,3,124777304.73377912,201296245.2221081
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,15,4,44298535.684748255,102138771.87205654
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,16,5,18906156.845554445,37946181.263181135
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,17,5,10410102.484449102,16769721.885761976
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,18,7,4685614.4445349695,8806732.91970311
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,19,8,2713578.3707209057,4201884.971792867
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,20,10,1370318.692808132,2524675.470071486
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,21,12,738920.9662582807,1233961.3389871395
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,22,14,519902.6028736911,724149.1222554586
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,23,17,361899.0283848796,508730.701193322
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,24,22,313104.4239966565,356407.1169320533
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,25,25,246717.1489128174,306473.14008848456
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,26,31,202749.26182064583,243864.4294042106
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,27,38,166776.42668651944,201915.10633787492
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,28,46,135409.8884522648,166433.95900489652
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,29,55,115317.36225790136,134449.82181204046
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,30,67,101719.64106331316,114967.22193943842
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,31,81,87878.68614443856,101641.22182005156
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,32,98,72845.34602747235,87724.2394862078
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,33,119,59921.99014585189,72823.56761449463
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,34,144,52493.980819210905,59867.50219480172
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,35,174,44035.565745684034,52493.980819210905
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,36,212,38190.57568968212,44013.00603702678
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,37,256,33127.20798924358,38190.57568968212
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,38,311,29551.105785566797,33127.20798924358
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,39,376,26083.413954801777,29545.791855321306
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,40,456,24540.34606042282,26083.413954801777
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,41,552,22812.26417618817,24540.34606042282
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,42,669,20934.74373476772,22808.43089412935
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,43,810,20047.90214714902,20922.44439857704
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,44,982,19152.504144442224,20047.880750666365
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F15,45,377,18824.98129094982,19152.504144442224
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,3,1,5796833741.53529,5796833741.53529
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,5,1,1962502392.655663,1962502392.655663
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,7,1,781116517.6277099,781116517.6277099
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,8,1,342875413.8701105,342875413.8701105
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,9,1,171173448.32071105,171173448.32071105
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,10,2,60424774.743284,102066587.12439293
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,11,1,36945655.29580356,36945655.29580356
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,12,3,9477812.175770609,25369146.300105084
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,13,2,5810525.484645093,8173401.376247183
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,14,3,3268224.291954263,4534421.534932342
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,15,4,1935790.263488756,2718768.891751864
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,16,5,1500646.6507077687,1769915.758488815
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,17,5,1328190.283058969,1445417.754877203
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,18,7,1233624.5585070597,1317630.063145476
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,19,8,1152171.709777894,1225905.747208377
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,20,10,1075371.6494096543,1143506.1256112882
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,21,12,985614.9124609138,1068930.6099571178
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,22,14,908214.361372168,977628.9710050396
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,23,17,813288.7269206613,899869.1872716679
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,24,22,712162.5792435346,807635.8124416884
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,25,25,622599.3973780666,709000.7234401206
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,26,31,513260.9024071157,617584.9259684891
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,27,38,395791.6845809698,510551.0068050034
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,28,46,302765.6461221322,394734.3898200664
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,29,55,214209.9889984133,300864.58458069334
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,30,67,134236.46165289544,212031.74857870705
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,31,81,72935.0559188628,133840.0629530247
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,32,98,28798.12382339687,72606.06914157243
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,33,119,7746.60208984341,28657.385821951368
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,34,144,1486.38428760555,7718.254986239805
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,35,174,78.01032767895983,1410.1700163222874
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,36,212,-108.15918783110992,77.51310289121875
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,37,256,-172.5097812487878,-108.2957763072296
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,38,311,-209.83582456208785,-172.53784349778348
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,39,376,-231.7018429833232,-209.83582456208785
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,40,456,-246.96549655387497,-231.70744950253516
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,41,552,-261.6498292867372,-246.9656765161268
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,42,669,-272.78010322026586,-261.6511588142209
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,43,810,-280.1748329991379,-272.78010322026586
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,44,982,-287.6539645312624,-280.1964816153967
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F16,45,377,-289.2211548250401,-287.6539645312624
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,3,1,1466245141014611.2,1466245141014611.2
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,5,1,647515178993915.8,647515178993915.8
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,7,1,160278305118228.06,160278305118228.06
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,8,1,47971158592094.61,47971158592094.61
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,9,1,8355475148959.746,8355475148959.746
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,10,2,738615785267.1383,7206198674912.981
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,11,1,584084357364.2993,584084357364.2993
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,12,3,5824095068.542694,155797612445.73517
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,13,2,3524951934.8999896,5210631585.228098
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,14,3,158137181.15820897,2343751293.634724
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,15,4,9770524.761312973,37470969.15381013
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,16,5,143953.62880055542,260334.95358615287
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,17,5,73387.91568362847,88141.15535736248
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,18,7,59878.38661964228,70190.75145900872
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,19,8,50159.61850421021,58022.92109354388
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,20,10,41736.60563344492,49039.84093945533
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,21,12,34006.28997041436,40996.40653528495
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,22,14,26225.21661142887,33479.100731793544
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,23,17,19848.863057918024,26079.0766587091
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,24,22,13671.89831043934,19644.88661162009
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,25,25,8837.244304172695,13310.373424148438
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,26,31,5790.783129281654,8711.808327312852
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,27,38,3857.1468662509783,5789.0376538188575
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,28,46,2849.592889152872,3797.636756406821
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,29,55,2384.7389558324835,2841.4526609795994
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,30,67,2066.281435104882,2384.1784974465104
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,31,81,1939.7659144443649,2065.7711828584684
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,32,98,1801.0170079020563,1939.6543979767384
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,33,119,1710.0998983374004,1800.1517563661505
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,34,144,1667.9313694864184,1710.0998983374004
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,35,174,1606.9189234544249,1667.5564062817623
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,36,212,1556.2754858687513,1606.9189234544249
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,37,256,1519.349352820935,1556.0597616529265
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,38,311,1488.600686203691,1519.349352820935
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,39,376,1461.419979391862,1488.600686203691
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,40,456,1433.9044291466569,1461.419979391862
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,41,552,1382.9597343996609,1433.9044291466569
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,42,669,1295.64798170666,1382.662909160323
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,43,810,1214.0277203074306,1295.64798170666
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,44,982,1147.826447222172,1214.0277203074306
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F17,45,377,1134.4910086135203,1147.2992547129602
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,3,1,64956473.24508408,64956473.24508408
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,5,1,29165341.66368573,29165341.66368573
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,7,1,17360442.536602695,17360442.536602695
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,8,1,12022824.979479428,12022824.979479428
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,9,1,9338835.92287801,9338835.92287801
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,10,2,7036291.186589318,7766489.099267536
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,11,1,5933489.970793595,5933489.970793595
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,12,3,5040658.726398129,5731830.123306616
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,13,2,4870230.440061727,4971628.487808841
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,14,3,4435704.72623595,4719565.494740816
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,15,4,4196337.204249883,4401417.034428014
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,16,5,3840007.0826768624,4161567.0649869936
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,17,5,3636921.971259042,3776038.031765655
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,18,7,3457423.37913216,3603820.4963754416
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,19,8,3094412.395226152,3425309.508691473
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,20,10,2642040.5394403925,3091701.44903591
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,21,12,2291453.0307166786,2635707.1093409928
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,22,14,1976035.2192855112,2270854.5772339595
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,23,17,1477314.2278020768,1959617.0623893407
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,24,22,1055403.2675765564,1467754.9264400702
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,25,25,719591.7662702247,1052093.7032697175
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,26,31,567092.1170908456,716913.8544499107
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,27,38,489553.8698439635,566874.0705405548
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,28,46,445699.49011332064,488300.4612659096
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,29,55,420350.13675101165,445403.0719822573
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,30,67,388510.8471568301,420104.6433724679
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,31,81,355834.92872473603,388510.8471568301
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,32,98,312376.8093120642,355384.08866790787
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,33,119,290522.2371371313,312182.0960742476
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,34,144,244167.68451390072,290392.65572927863
results\cec\cec2017_mean_curves.csv,GA,CEC2017-F18,35,174,218690.29484543577,244166.70574085895
