source_file,Algorithm,Function,CurveBin,__rows,MeanBest__min,MeanBest__max
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,24,22,1013.7653600084262,1013.7907917439812
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,25,25,1013.6255355817508,1013.7653600084262
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,26,31,1013.2561135593302,1013.6255355817508
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,27,38,1013.0378819572762,1013.2561135593302
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,28,46,1012.9345887334432,1012.9718975831688
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,29,55,1012.7425031843824,1012.9345877815886
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,30,67,1012.5267790105688,1012.7425031843824
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,31,81,1012.2274226740932,1012.5267790105688
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,32,98,1012.070083464528,1012.2274226740932
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,33,119,1011.7949170987848,1012.070083464528
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,34,144,1011.7019293609214,1011.7949170987848
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,35,174,1011.619007525858,1011.7018802161192
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,36,212,1011.5827518932842,1011.618998680078
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,37,256,1011.4789295971652,1011.5827502165912
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,38,311,1011.3027989520612,1011.478927793916
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,39,376,1011.2922101498256,1011.3027989520318
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,40,456,1011.291170317112,1011.292191987896
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,41,552,883.4217442072163,1011.2911703166532
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,42,669,869.0485242327852,882.8785411759687
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,43,810,861.1678628971396,869.0352880977405
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,44,982,847.1110385955228,861.1185000412593
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F26,45,377,843.0179820689993,847.1002865054323
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,3,1,2778.8297088774475,2778.8297088774475
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,5,1,2260.941851011402,2260.941851011402
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,7,1,1757.0096797273952,1757.0096797273952
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,8,1,1378.557772458212,1378.557772458212
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,9,1,1138.0459706705055,1138.0459706705055
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,10,2,933.3189397311726,1009.5429245241852
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,11,1,880.3885334845945,880.3885334845945
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,12,3,772.4993893137531,832.325572458802
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,13,2,741.1978535696139,753.5920891200408
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,14,3,705.7966413866567,728.6803213604784
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,15,4,682.721027242103,699.4321437933797
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,16,5,668.6641780328592,677.777594167103
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,17,5,658.7664251811225,667.9560427146442
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,18,7,647.5713202435156,656.2518677822522
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,19,8,636.4003562085649,646.1205621412028
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,20,10,626.4066409841396,633.1690226544822
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,21,12,620.9790624027456,626.4066409841396
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,22,14,615.8985450076136,620.8113528674636
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,23,17,610.0764267353412,615.561407095442
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,24,22,606.1689191135641,609.5659075692159
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,25,25,602.0283114286665,606.1689191135641
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,26,31,597.3875291645475,602.0215836694252
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,27,38,595.3606205861746,597.3875291645475
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,28,46,591.9907409548417,595.3422041348327
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,29,55,587.6172985676109,591.9907409548417
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,30,67,583.8823866040049,587.6172985676109
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,31,81,580.5879041731808,583.8818939620677
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,32,98,577.978034808089,580.5879041731808
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,33,119,574.3728315150727,577.978034808089
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,34,144,571.8933509463913,574.3725331641178
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,35,174,569.4166880520753,571.7712974744221
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,36,212,565.5936475411125,569.4096278586978
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,37,256,561.206606331502,565.5936365544476
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,38,311,558.6046346126146,561.1757874156743
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,39,376,557.2453828243785,558.4257693837521
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,40,456,557.2259076450159,557.2451882541802
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,41,552,548.7313217063172,557.2259073987345
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,42,669,546.457849750514,548.7307215555142
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,43,810,542.5836147994354,546.4535373732052
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,44,982,540.3499156428944,542.5832955406593
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F27,45,377,538.7897042017318,540.3327621426138
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,3,1,6590.745585376431,6590.745585376431
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,5,1,4695.498680356073,4695.498680356073
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,7,1,3267.680421630816,3267.680421630816
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,8,1,2601.823702779962,2601.823702779962
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,9,1,2159.9796350638303,2159.9796350638303
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,10,2,1683.2032726237628,1913.398104686882
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,11,1,1463.014429551036,1463.014429551036
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,12,3,1153.410399943651,1306.3513148175873
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,13,2,1033.6467327758633,1076.9174274851384
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,14,3,944.9273182197531,998.8542334905148
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,15,4,869.2762601263555,917.9936734062107
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,16,5,803.2587065996674,859.5982986786568
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,17,5,778.8565224801442,800.9440081665675
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,18,7,749.0924001303549,775.4972017659258
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,19,8,729.5874497177003,744.1985308444641
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,20,10,710.2827192924558,727.2837262645181
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,21,12,700.9423139093785,710.1702195864382
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,22,14,693.8718654020072,699.022417271223
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,23,17,684.8185028830329,693.0996178780184
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,24,22,676.5283256993001,683.064933019344
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,25,25,670.3505268150467,676.2183197268226
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,26,31,663.369825309181,670.3505268150467
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,27,38,657.4513221539493,663.3167088767999
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,28,46,652.6032896621587,657.4513221539493
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,29,55,648.8040544070458,652.5220584688757
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,30,67,642.6908469159135,648.8040544070458
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,31,81,634.4998081798008,642.6908469159135
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,32,98,626.9743437184629,634.4782046603319
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,33,119,621.6779011823056,626.9535130514189
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,34,144,616.926986559606,621.6779011823007
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,35,174,612.6780545389241,616.9249961737557
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,36,212,607.6703812439669,612.6746298864734
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,37,256,603.1903675680005,607.5718559966213
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,38,311,598.2589551142955,602.9926286856842
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,39,376,596.3319305004941,598.258670160373
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,40,456,595.9534395598513,596.3307452940428
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,41,552,472.0673340932048,595.953410753499
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,42,669,407.7089054669421,472.0119769258521
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,43,810,306.4843100410349,407.6909181582874
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,44,982,222.17712586616568,306.40436072941907
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F28,45,377,132.45161731026377,222.10398189839435
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,3,1,39594127888281.82,39594127888281.82
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,5,1,4781740557201.73,4781740557201.73
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,7,1,827714132361.8495,827714132361.8495
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,8,1,233862253519.0539,233862253519.0539
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,9,1,76728245121.06001,76728245121.06001
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,10,2,30189458220.583145,49068256743.83858
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,11,1,20300520021.605053,20300520021.605053
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,12,3,9785037367.561272,13752721387.889711
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,13,2,7721580585.236338,8891316303.636778
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,14,3,6417353645.616413,7167394100.676694
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,15,4,5174292457.534237,6033543913.520841
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,16,5,4484775644.185473,5048829318.46649
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,17,5,3856392704.204831,4443285198.068452
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,18,7,3372201418.7640524,3847046816.969789
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,19,8,2921473023.761202,3349357046.7395425
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,20,10,2435283310.974296,2921473023.761202
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,21,12,1947868941.3973887,2379705692.4346533
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,22,14,1648352322.1781769,1942582579.8537035
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,23,17,1220990077.8081295,1607731999.7718842
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,24,22,879346288.5494334,1190400162.678722
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,25,25,696293723.9856262,877811699.9744875
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,26,31,525955873.6879482,689047997.6220646
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,27,38,328510653.8373813,520425928.43077976
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,28,46,225790523.1254964,327261512.697588
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,29,55,143305062.11405745,225790523.1254964
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,30,67,107158133.9037602,140026121.6742853
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,31,81,65883737.456472665,106254746.09246305
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,32,98,54295511.24554563,65723496.160464905
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,33,119,41248969.5831404,54163830.72410317
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,34,144,32965836.188814737,41231767.40564861
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,35,174,25938817.77369097,32965815.87792905
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,36,212,20760729.21933574,25937391.002637114
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,37,256,18864838.42042258,20756265.23464023
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,38,311,17352037.01375068,18862312.546001684
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,39,376,16568128.854315186,17336202.837859467
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,40,456,16397349.2241242,16567991.363853328
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,41,552,3605458.589545491,16396457.94655024
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,42,669,200078.2515309303,3605222.984320337
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,43,810,151542.95020969462,200064.21179287307
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,44,982,20368.65851927216,151386.71948439593
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F29,45,377,19097.56058911277,20353.320826326984
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,3,1,173692.38542504414,173692.38542504414
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,5,1,139323.11301146398,139323.11301146398
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,7,1,127096.7705394313,127096.7705394313
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,8,1,115179.99506879652,115179.99506879652
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,9,1,108035.42632961692,108035.42632961692
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,10,2,97811.3441226776,103622.66202238407
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,11,1,96842.07610575072,96842.07610575072
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,12,3,88050.20390324277,93909.53622233424
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,13,2,80388.11526217338,84141.67502703921
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,14,3,68086.7029571885,76707.40505071792
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,15,4,60056.71872131873,65709.16965179659
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,16,5,51944.817829960026,58264.70052121059
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,17,5,47874.70987566384,50283.10820655526
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,18,7,40705.288246921344,47442.73133648001
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,19,8,34258.472646790644,39717.19150121474
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,20,10,27744.555567638527,33518.15434595449
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,21,12,23514.64185298456,26683.50514357041
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,22,14,19724.794684620112,23327.568768889083
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,23,17,17091.87610059429,19465.671507687133
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,24,22,14921.86156605581,17091.87610059429
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,25,25,13712.628211153957,14849.343758864365
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,26,31,12416.213873572093,13581.773250944503
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,27,38,11137.234855793016,12416.213873572093
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,28,46,10288.8030846806,11130.128799180062
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,29,55,9537.836826374643,10288.8030846806
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,30,67,8729.949805221351,9514.008381833472
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,31,81,8079.1384235117375,8729.949805221351
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,32,98,7416.008889768916,8079.1384235117375
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,33,119,6679.320482743952,7416.008889768916
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,34,144,5799.575152179266,6679.320482743952
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,35,174,4770.500042183702,5786.2464195229295
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,36,212,3771.053206320204,4767.713286956079
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,37,256,3005.510116445242,3770.6669585487152
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,38,311,2260.223104441789,3004.083430872665
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,39,376,1791.2905403694333,2260.073149485865
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,40,456,1608.353816150754,1791.13275513073
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,41,552,342.370990447093,1608.31308117475
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,42,669,38.36207139827435,339.5668717754492
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,43,810,5.7957966722218175e-09,38.362069803863776
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,44,982,7.958078640513123e-14,5.593724002513531e-09
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F3,45,377,7.579122514774403e-14,7.958078640513123e-14
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,3,1,25341389199454.12,25341389199454.12
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,5,1,2044072678160.7612,2044072678160.7612
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,7,1,194181461602.34335,194181461602.34335
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,8,1,60952970879.79819,60952970879.79819
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,9,1,35305255435.506615,35305255435.506615
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,10,2,22110689124.170326,27260275070.09678
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,11,1,18817181059.64897,18817181059.64897
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,12,3,15739635418.351152,17396400041.11121
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,13,2,14124178470.95359,15007651669.439075
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,14,3,11855062825.696268,13335241743.223394
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,15,4,9176120046.781343,11308382025.08563
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,16,5,7546718156.666218,8771745209.7476
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,17,5,6510237353.059362,7343901281.433179
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,18,7,5179264098.301705,6327913462.145879
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,19,8,4392731805.5495615,5081760736.91932
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,20,10,3675176072.5667896,4188973563.262027
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,21,12,3137061159.360296,3668905498.948889
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,22,14,2686799290.0411563,3137061159.360296
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,23,17,2217728025.802923,2676592455.538375
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,24,22,1387230158.5462973,2202024822.206672
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,25,25,1206870841.6244004,1383746943.3792832
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,26,31,1108706072.9622126,1206029283.9238064
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,27,38,972348275.5069448,1108706072.9622126
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,28,46,915423302.8102064,971518050.5819702
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,29,55,861351815.0015908,914929738.2102056
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,30,67,765772844.6867824,861351815.0015908
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,31,81,680325431.634644,765135896.2590832
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,32,98,607866351.5422829,680247958.7839783
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,33,119,543621239.7097477,607866174.2288696
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,34,144,475499903.6800624,543621067.7284653
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,35,174,438682280.94953054,475349651.2756668
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,36,212,419239856.69316745,438227462.1033304
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,37,256,411378847.6123228,419239593.417342
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,38,311,408649066.8653615,411370866.2766859
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,39,376,307706555.1012887,408647299.704899
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,40,456,306981453.2390998,307705968.66006935
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,41,552,2134398.996921643,306981271.6698881
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,42,669,1816872.8789083185,2134029.696819404
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,43,810,814020.2456963718,1816709.5130977368
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,44,982,433595.19779946544,813989.1281420386
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F30,45,377,283181.1214728996,432464.6078086383
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F4,3,1,25343.92397224513,25343.92397224513
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F4,5,1,14872.722496925828,14872.722496925828
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F4,7,1,11491.257162967067,11491.257162967067
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F4,8,1,8915.945088039509,8915.945088039509
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F4,9,1,7677.121484576641,7677.121484576641
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F4,10,2,5606.066112797927,6694.5880321849145
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F4,11,1,5049.234237213987,5049.234237213987
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F4,12,3,3630.420722670396,4583.663024258095
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F4,13,2,2879.052297449807,3090.5896981297487
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F4,14,3,2227.949837042105,2609.1956918787314
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F4,15,4,1809.9327206014957,2154.7452371280547
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F4,16,5,1375.9235844897262,1646.5979164573048
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F4,17,5,1226.4140493277291,1345.2697226820453
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F4,18,7,1118.3402425655522,1220.522191497167
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F4,19,8,968.2418810314464,1106.6746237897853
results\cec\cec2017_mean_curves.csv,ARPSO-v4,CEC2017-F4,20,10,887.2723034033755,962.5809309693182
