source_file,Algorithm,FunctionID,Function,CurveBin,__rows,FE__mean,MeanBestError__mean,MeanBestError__min,MeanBestError__max,StdBestError__mean,StdBestError__min,StdBestError__max
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,16,F16,50,1,15000.0,975328.506445976,975328.506445976,975328.506445976,1684723.3135179826,1684723.3135179826,1684723.3135179826
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,16,F16,51,1,20000.0,451537.3179889668,451537.3179889668,451537.3179889668,844146.371758638,844146.371758638,844146.371758638
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,16,F16,52,1,25000.0,219937.47627054944,219937.47627054944,219937.47627054944,116586.2413126614,116586.2413126614,116586.2413126614
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,16,F16,53,1,30000.0,183738.89435066128,183738.89435066128,183738.89435066128,102298.66132632144,102298.66132632144,102298.66132632144
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,16,F16,54,1,35000.0,168256.598810844,168256.598810844,168256.598810844,93040.66829888643,93040.66829888643,93040.66829888643
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,16,F16,55,2,42500.0,135986.45880538347,124869.26357466789,147103.6540360991,70333.63930854526,56239.70729389378,84427.57132319674
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,16,F16,56,2,52500.0,109314.4316692024,104497.674965615,114131.1883727898,50904.893294599686,49951.67533583962,51858.11125335975
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,16,F16,57,2,62500.0,95779.43520160714,92698.87711570405,98859.99328751022,46539.60041030559,45499.84788419269,47579.35293641848
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,16,F16,58,3,75000.0,77291.06255068781,71592.17506759916,82720.34653352285,36554.06098540962,35125.725934916016,37832.4991266873
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,16,F16,59,3,90000.0,60954.457470395755,56330.55091982359,66080.32376497939,32801.26926684799,31623.25460846245,34187.69740801316
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,16,F16,60,5,110000.0,49599.707958567786,46033.915517964975,53868.09242946145,32033.897087296682,31811.64394577568,32377.20865908411
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,16,F16,61,5,135000.0,40377.82769097599,37219.9709099061,44186.01572780906,31992.37756359712,31439.06024076166,32959.167085715504
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,16,F16,62,6,162500.0,29600.988340079875,23007.14729006084,36332.58702394658,30165.69167773116,27844.918135511645,32187.599764162715
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,16,F16,63,8,197500.0,13084.008868756831,7310.718834441813,21400.95274201837,20590.187408156562,17109.988104676602,27977.6159013792
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,16,F16,64,9,240000.0,4191.4186525876175,1450.956974697045,7029.135244715048,9905.339863517405,652.0504636145845,17163.826447004456
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,16,F16,65,8,282500.0,1312.5455090205007,1195.4565372722452,1402.1777429302758,602.0162846797527,514.8239363897441,637.1393072382901
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,17,F17,44,1,5000.0,909055.521143298,909055.521143298,909055.521143298,732477.1875429777,732477.1875429777,732477.1875429777
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,17,F17,48,1,10000.0,359816.0492708703,359816.0492708703,359816.0492708703,251052.10509882952,251052.10509882952,251052.10509882952
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,17,F17,50,1,15000.0,275347.5082387271,275347.5082387271,275347.5082387271,138086.1838014413,138086.1838014413,138086.1838014413
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,17,F17,51,1,20000.0,220124.64268998016,220124.64268998016,220124.64268998016,84362.8437607756,84362.8437607756,84362.8437607756
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,17,F17,52,1,25000.0,184458.74459967128,184458.74459967128,184458.74459967128,49094.5994396496,49094.5994396496,49094.5994396496
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,17,F17,53,1,30000.0,170698.91783261564,170698.91783261564,170698.91783261564,48128.55813045169,48128.55813045169,48128.55813045169
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,17,F17,54,1,35000.0,158564.81404912012,158564.81404912012,158564.81404912012,38911.71882996392,38911.71882996392,38911.71882996392
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,17,F17,55,2,42500.0,149225.81219365844,144655.39907027443,153796.22531704247,35704.52820828596,32135.03538602561,39274.02103054631
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,17,F17,56,2,52500.0,140766.4040238137,139103.87834683034,142428.92970079705,30800.66990443936,30230.189310022903,31371.150498855823
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,17,F17,57,2,62500.0,132683.03209617984,131089.05970311555,134277.00448924414,31541.27030237863,31535.322243019706,31547.218361737552
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,17,F17,58,3,75000.0,125211.75112928801,122678.7038556278,127745.85100622586,29755.071508426587,29189.554057523503,30357.91987172992
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,17,F17,59,3,90000.0,114621.48978228703,111829.40831390854,117389.783266412,30236.43878330222,29559.357492676318,30958.937690635947
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,17,F17,60,5,110000.0,101895.10027038962,95128.23480064551,109185.77814586047,29274.616600310575,28985.91103054934,29811.33859735492
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,17,F17,61,5,135000.0,84930.59220100284,78791.74668253143,91685.89329669984,28146.555977184973,26798.088611923344,29226.672903568346
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,17,F17,62,6,162500.0,72985.31528878062,69202.7209993801,77066.79297910134,27974.87650749977,27153.65594670593,28424.55423554185
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,17,F17,63,8,197500.0,65102.76455516379,62006.48049264178,68096.84619122633,28337.902054410628,27992.1093687014,28532.43715769279
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,17,F17,64,9,240000.0,58223.85455233486,54822.7816053716,61644.2183325483,27182.992500298755,26230.919219133484,27834.86780099581
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,17,F17,65,8,282500.0,51223.181795666125,47842.89649261792,54345.21838619136,25111.631050324013,23414.78142499265,26606.485205762023
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,18,F18,44,1,5000.0,14420549336.734894,14420549336.734894,14420549336.734894,19750195328.06747,19750195328.06747,19750195328.06747
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,18,F18,48,1,10000.0,8462427172.67387,8462427172.67387,8462427172.67387,17833173926.797295,17833173926.797295,17833173926.797295
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,18,F18,50,1,15000.0,7114214181.194017,7114214181.194017,7114214181.194017,17846912176.537357,17846912176.537357,17846912176.537357
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,18,F18,51,1,20000.0,3931644084.427572,3931644084.427572,3931644084.427572,9560092298.372725,9560092298.372725,9560092298.372725
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,18,F18,52,1,25000.0,3487615410.677937,3487615410.677937,3487615410.677937,9540703993.106577,9540703993.106577,9540703993.106577
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,18,F18,53,1,30000.0,3336256920.264516,3336256920.264516,3336256920.264516,9584815479.8902,9584815479.8902,9584815479.8902
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,18,F18,54,1,35000.0,2561807825.552504,2561807825.552504,2561807825.552504,8645991136.413584,8645991136.413584,8645991136.413584
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,18,F18,55,2,42500.0,571092221.2329017,323540330.32727045,818644112.138533,1214664487.003942,511001291.4320356,1918327682.5758483
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,18,F18,56,2,52500.0,225269872.8279149,213742674.03852636,236797071.61730343,450195486.72037053,448780779.0354832,451610194.40525794
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,18,F18,57,2,62500.0,162936031.83337483,158110620.27724943,167761443.38950023,433523020.77993,432550990.0742122,434495051.4856478
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,18,F18,58,3,75000.0,132320588.70914598,93116455.5228118,153705223.66248947,379356695.4198293,265988663.18984613,436439753.5818045
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,18,F18,59,3,90000.0,29534330.02669615,6179747.324290378,42133066.537141256,119682928.3527606,21350406.1671462,169030144.87075204
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,18,F18,60,5,110000.0,1672715.105320494,461076.0875127401,5411109.373981128,5362123.4744128715,552157.9422833701,21274587.705710944
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,18,F18,61,5,135000.0,250370.26384447544,185097.79342985645,331522.69750553445,317867.4460784297,256288.9403624504,385833.9156304195
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,18,F18,62,6,162500.0,144348.34661426282,114039.04751132004,169885.6212467789,160842.7351457982,58788.98528663315,254835.76068462705
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,18,F18,63,8,197500.0,111236.80530085987,108624.15229890808,113595.12124145674,57576.55871100489,55543.491737765406,59042.974198683136
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,18,F18,64,9,240000.0,99225.70190078752,93746.3090530544,108208.93595609472,48508.18947634522,44866.98504353302,55588.97468323912
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,18,F18,65,8,282500.0,90172.57163839819,88095.88700665357,93394.75198772777,45461.56744736376,44754.81385157334,46982.26049401754
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,19,F19,44,1,5000.0,2435.3456533840986,2435.3456533840986,2435.3456533840986,819.1601708339782,819.1601708339782,819.1601708339782
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,19,F19,48,1,10000.0,1855.0989447503632,1855.0989447503632,1855.0989447503632,569.967184978335,569.967184978335,569.967184978335
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,19,F19,50,1,15000.0,1620.494016481278,1620.494016481278,1620.494016481278,562.4588954999858,562.4588954999858,562.4588954999858
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,19,F19,51,1,20000.0,1425.3870428844668,1425.3870428844668,1425.3870428844668,453.2695377291258,453.2695377291258,453.2695377291258
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,19,F19,52,1,25000.0,1220.344155562385,1220.344155562385,1220.344155562385,436.2926029188928,436.2926029188928,436.2926029188928
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,19,F19,53,1,30000.0,1109.0265190779562,1109.0265190779562,1109.0265190779562,366.6265214417532,366.6265214417532,366.6265214417532
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,19,F19,54,1,35000.0,1019.6600106604176,1019.6600106604176,1019.6600106604176,327.965116811874,327.965116811874,327.965116811874
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,19,F19,55,2,42500.0,909.2832731030629,877.6470694937515,940.9194767123744,330.1180883389339,323.5121422591337,336.72403441873405
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,19,F19,56,2,52500.0,744.0118917794055,702.5277020360821,785.4960815227289,344.01095930973275,341.5378158933748,346.4841027260907
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,19,F19,57,2,62500.0,566.2187526947133,523.8456824770662,608.5918229123604,282.8551140995321,269.4304633873315,296.2797648117327
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,19,F19,58,3,75000.0,425.63968228140715,386.6176820147105,470.2837757803456,253.96247104033043,246.55443880768323,262.1959874177909
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,19,F19,59,3,90000.0,332.1323240393942,309.90496716967573,356.98594218820176,243.4562769958214,241.46003275453597,247.08241153905624
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,19,F19,60,5,110000.0,265.5884088315097,229.3360005174409,300.87415848021226,238.03019873519276,234.6001847320376,242.3051797104167
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,19,F19,61,5,135000.0,181.8966626099418,156.11975216574734,204.876296731114,205.54861959534514,202.67284800320908,210.19889152451495
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,19,F19,62,6,162500.0,122.8944909319764,105.26443631042824,145.44985840571886,178.90008658048237,150.98816357320078,202.80541357117488
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,19,F19,63,8,197500.0,90.70806615617622,79.96835241019107,102.37353984755508,127.54321491509386,113.3290217250338,144.8240423069081
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,19,F19,64,9,240000.0,71.81416471896962,70.28802803616284,77.49838988062878,108.35791364707896,107.84545343340348,110.34170411402444
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,19,F19,65,8,282500.0,67.28710662508335,66.46824444604086,68.75079466840324,108.28703738922667,107.32668353994109,108.5003100608094
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,20,F20,44,1,5000.0,5498.255690777275,5498.255690777275,5498.255690777275,2358.8621076219224,2358.8621076219224,2358.8621076219224
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,20,F20,48,1,10000.0,4961.770963447275,4961.770963447275,4961.770963447275,1977.549722340615,1977.549722340615,1977.549722340615
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,20,F20,50,1,15000.0,4369.966405005161,4369.966405005161,4369.966405005161,1607.5405526243028,1607.5405526243028,1607.5405526243028
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,20,F20,51,1,20000.0,3942.236340604038,3942.236340604038,3942.236340604038,1394.7861798707263,1394.7861798707263,1394.7861798707263
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,20,F20,52,1,25000.0,3622.8604999757154,3622.8604999757154,3622.8604999757154,1222.520191239408,1222.520191239408,1222.520191239408
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,20,F20,53,1,30000.0,3390.8365037156223,3390.8365037156223,3390.8365037156223,1089.2004957990864,1089.2004957990864,1089.2004957990864
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,20,F20,54,1,35000.0,3173.6914595939998,3173.6914595939998,3173.6914595939998,1029.57884204144,1029.57884204144,1029.57884204144
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,20,F20,55,2,42500.0,2930.6002963968313,2841.4763739547943,3019.724218838868,940.5752519697811,929.9136030345738,951.2369009049884
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,20,F20,56,2,52500.0,2502.9948548626758,2408.814941090748,2597.1747686346034,733.1495644858189,719.1146992752892,747.1844296963485
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,20,F20,57,2,62500.0,2176.183967312535,2107.048397099878,2245.319537525192,590.3224432555946,581.0809240154967,599.5639624956925
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,20,F20,58,3,75000.0,1840.408366464578,1694.4629664830356,1971.867708494366,600.8688210427662,550.9534084854253,629.8556087108499
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,20,F20,59,3,90000.0,1383.2821296278153,1269.1213867018848,1518.8409438125066,379.0031988686506,370.0223782437319,395.29687554265536
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,20,F20,60,5,110000.0,967.3001623812031,844.5734699367421,1139.8957913152633,331.3376433190022,319.79756842904027,343.74151718744776
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,20,F20,61,5,135000.0,718.5789754028514,656.7895544090245,813.2104571781507,270.47437159742867,251.62461452911816,312.3358688893707
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,20,F20,62,6,162500.0,568.4752708672036,514.563745715054,624.4702718859576,262.40532892002034,247.4493379836836,276.46959131047805
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,20,F20,63,8,197500.0,395.6502033991626,357.85294526161425,469.1244803357867,235.075794533668,229.4727611382564,237.8315667887706
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,20,F20,64,9,240000.0,337.5575242263532,329.8667920916656,350.86478023010045,226.41843596387739,224.3069365704201,231.2871194514773
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,20,F20,65,8,282500.0,324.0128663921678,302.3382807094104,329.4528392484482,210.35266645156153,159.26242574183252,224.4016942438507
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,21,F21,44,1,5000.0,393.8438192943928,393.8438192943928,393.8438192943928,601.5680315556382,601.5680315556382,601.5680315556382
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,21,F21,48,1,10000.0,272.67616060071265,272.67616060071265,272.67616060071265,45.471332700274864,45.471332700274864,45.471332700274864
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,21,F21,50,1,15000.0,260.28701074652696,260.28701074652696,260.28701074652696,33.7166407381593,33.7166407381593,33.7166407381593
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,21,F21,51,1,20000.0,251.4701879396872,251.4701879396872,251.4701879396872,25.64702563938921,25.64702563938921,25.64702563938921
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,21,F21,52,1,25000.0,245.58467880764528,245.58467880764528,245.58467880764528,25.68253922642237,25.68253922642237,25.68253922642237
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,21,F21,53,1,30000.0,239.1843402189926,239.1843402189926,239.1843402189926,20.896995476452005,20.896995476452005,20.896995476452005
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,21,F21,54,1,35000.0,235.018395787626,235.018395787626,235.018395787626,22.79449527352661,22.79449527352661,22.79449527352661
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,21,F21,55,2,42500.0,229.44633421779375,226.2493835655528,232.6432848700347,24.713419829357782,23.37575862870313,26.051081030012437
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,21,F21,56,2,52500.0,215.7622819443561,211.5547490668513,219.9698148218609,24.090615842285416,23.381546916120733,24.799684768450096
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,21,F21,57,2,62500.0,202.29107419037229,199.2654599601698,205.31668842057476,23.362607408288437,23.120739356391173,23.6044754601857
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,21,F21,58,3,75000.0,190.50909283775596,185.84112510506117,195.48189819126915,23.170574516302903,22.353568759687786,24.092833220826755
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,21,F21,59,3,90000.0,169.8382831058865,159.9906988846832,179.13957218788735,24.458207916001168,23.8410244836247,25.3518154595103
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,21,F21,60,5,110000.0,125.36911950432577,103.6306453112742,150.1725154888773,45.399759806769424,31.31322614480751,49.590569066716384
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,21,F21,61,5,135000.0,50.78084981067497,22.41335753953137,86.33901892285091,47.021342333428954,39.53429307017391,51.105942721208166
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,21,F21,62,6,162500.0,6.381616961968472,0.4896050261677374,12.352080083166978,17.748702605744302,2.681677170999769,29.4379478065347
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,21,F21,63,8,197500.0,0.0,0.0,0.0,0.0,0.0,0.0
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,21,F21,64,9,240000.0,0.0,0.0,0.0,0.0,0.0,0.0
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,21,F21,65,8,282500.0,0.0,0.0,0.0,0.0,0.0,0.0
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,22,F22,44,1,5000.0,12534.957972566965,12534.957972566965,12534.957972566965,3170.566289390677,3170.566289390677,3170.566289390677
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,22,F22,48,1,10000.0,11437.135924740576,11437.135924740576,11437.135924740576,3027.8512292422115,3027.8512292422115,3027.8512292422115
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,22,F22,50,1,15000.0,10100.346702891244,10100.346702891244,10100.346702891244,2892.249223228085,2892.249223228085,2892.249223228085
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,22,F22,51,1,20000.0,9539.502272737893,9539.502272737893,9539.502272737893,2687.737347059923,2687.737347059923,2687.737347059923
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,22,F22,52,1,25000.0,8985.447203576716,8985.447203576716,8985.447203576716,2589.6820650154286,2589.6820650154286,2589.6820650154286
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,22,F22,53,1,30000.0,8513.900209095815,8513.900209095815,8513.900209095815,2648.3305391432787,2648.3305391432787,2648.3305391432787
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,22,F22,54,1,35000.0,7958.731077892382,7958.731077892382,7958.731077892382,2688.3997659239644,2688.3997659239644,2688.3997659239644
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,22,F22,55,2,42500.0,7559.478871059451,7386.807061661584,7732.150680457317,2606.418473513203,2560.5759753062266,2652.26097172018
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,22,F22,56,2,52500.0,6793.633249724278,6660.534523297856,6926.731976150701,2481.541602205547,2478.405775541342,2484.677428869752
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,22,F22,57,2,62500.0,6231.9946743192295,6071.443505713552,6392.5458429249065,2337.5640660373006,2313.830991743384,2361.297140331217
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,22,F22,58,3,75000.0,5430.998878116783,5139.650794970602,5711.603695068716,2135.5598624135096,2098.1014677277853,2180.261015555414
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,22,F22,59,3,90000.0,4453.14127170425,4096.691507222542,4771.527152415901,1829.809572631714,1705.3265244591814,1946.383427218846
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,22,F22,60,5,110000.0,2858.555477720026,2007.3340201958104,3735.026738138945,1388.7728485361247,1096.783919138939,1645.676400768239
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,22,F22,61,5,135000.0,1195.1826126021253,834.8734517708035,1637.9066530959235,777.4370983022676,636.0684838188728,899.9213747223531
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,22,F22,62,6,162500.0,525.1159627298172,411.8069265534427,694.0677438558045,313.84085923014965,263.4445527448477,452.7860427880241
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,22,F22,63,8,197500.0,370.92998591767315,358.2243906954562,395.6900786265116,276.56069222310873,272.3873485594571,277.8337081347761
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,22,F22,64,9,240000.0,346.0641153537743,337.8430253260205,354.1847991964749,262.21762249083247,247.4660901453069,274.6802945879889
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,22,F22,65,8,282500.0,337.5425241883888,337.45602059701844,337.72248769122,247.4541389222914,247.41526420377812,247.4869069534421
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,23,F23,44,1,5000.0,7672.786964189063,7672.786964189063,7672.786964189063,1679.142479742487,1679.142479742487,1679.142479742487
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,23,F23,48,1,10000.0,6950.834293072215,6950.834293072215,6950.834293072215,1325.650781446377,1325.650781446377,1325.650781446377
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,23,F23,50,1,15000.0,6411.992375916384,6411.992375916384,6411.992375916384,1309.902627129435,1309.902627129435,1309.902627129435
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,23,F23,51,1,20000.0,6000.874475301918,6000.874475301918,6000.874475301918,1307.3409090221155,1307.3409090221155,1307.3409090221155
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,23,F23,52,1,25000.0,5576.7694715154,5576.7694715154,5576.7694715154,1337.0199881056708,1337.0199881056708,1337.0199881056708
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,23,F23,53,1,30000.0,5167.4774433579305,5167.4774433579305,5167.4774433579305,1447.3740766890053,1447.3740766890053,1447.3740766890053
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,23,F23,54,1,35000.0,4866.992640886385,4866.992640886385,4866.992640886385,1399.0814260721104,1399.0814260721104,1399.0814260721104
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,23,F23,55,2,42500.0,4372.638488996685,4203.431927779147,4541.845050214222,1304.9681517932067,1260.286985386647,1349.6493181997662
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,23,F23,56,2,52500.0,3805.6146437400375,3680.980065129598,3930.249222350477,1167.1140200409777,1163.8582384959946,1170.369801585961
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,23,F23,57,2,62500.0,3299.059888947877,3204.8926422269114,3393.227135668842,1080.2270672132072,1034.2548875711034,1126.199246855311
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,23,F23,58,3,75000.0,2854.387598058944,2628.3937474956097,3064.3360724966706,1038.3672773173494,996.0714021885634,1080.83481742839
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,23,F23,59,3,90000.0,2217.700395374494,2039.9617284617968,2408.3083037779043,869.1868301965318,827.6490815764553,914.9221559739668
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,23,F23,60,5,110000.0,1433.4787410767476,1041.79139408267,1858.242896041904,608.3456152616675,405.8174038129428,757.1046021234465
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,23,F23,61,5,135000.0,726.7300382963087,532.8818974551288,926.1014058347204,298.7997813734593,177.67248270894768,381.0429760367784
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,23,F23,62,6,162500.0,401.16878908265215,350.5111685407694,478.69213896822,180.79847646755547,173.71149066309363,188.451638342588
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,23,F23,63,8,197500.0,329.7695689220758,321.1039521878534,342.9136565747394,189.76573687811884,188.3894757098477,191.0459388854392
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-EIS,23,F23,64,9,240000.0,310.0736855073162,303.40839891039855,318.5106099839155,176.6584652940472,168.11111163895183,185.8909612114512
