source_file,Algorithm,FunctionID,Function,CurveBin,__rows,FE__mean,MeanBestError__mean,MeanBestError__min,MeanBestError__max,StdBestError__mean,StdBestError__min,StdBestError__max
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,14,F14,52,1,25000.0,22533212.96957827,22533212.96957827,22533212.96957827,14117769.573614318,14117769.573614318,14117769.573614318
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,14,F14,53,1,30000.0,17375875.64461278,17375875.64461278,17375875.64461278,12375244.26356113,12375244.26356113,12375244.26356113
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,14,F14,54,1,35000.0,12720267.4201717,12720267.4201717,12720267.4201717,6823578.987956917,6823578.987956917,6823578.987956917
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,14,F14,55,2,42500.0,8233096.240331916,7257818.22405951,9208374.256604323,4291308.082646299,3939955.070506875,4642661.094785723
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,14,F14,56,2,52500.0,4767309.535078746,4274928.06265914,5259691.007498353,2924159.3645399725,2884199.419431081,2964119.3096488644
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,14,F14,57,2,62500.0,2625000.5620169486,2164919.7719189622,3085081.352114935,1732241.9767306787,1534428.682729589,1930055.270731768
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,14,F14,58,3,75000.0,1187734.1680971999,910052.3705619766,1557384.588469617,806897.0851901643,606301.1987461993,1076660.5005370942
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,14,F14,59,3,90000.0,575714.00099899,464368.9425945208,689968.8960970511,348838.22091187723,327546.4848285493,373141.2093559755
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,14,F14,60,5,110000.0,359038.8131609416,319295.26663098665,415935.2639065742,301416.9433307684,299797.9311490021,302940.0453430147
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,14,F14,61,5,135000.0,290698.02697911137,274563.04580801184,308635.65485521004,296940.3681383403,291344.994550054,303165.3189054482
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,14,F14,62,6,162500.0,259110.5385498038,250366.2722705777,268905.3320987607,284044.95845928596,278647.0169481072,288933.6043311832
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,14,F14,63,8,197500.0,239331.0606923118,232460.8325504714,247350.8677977471,270657.6939834602,265998.1784397661,275530.2857597627
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,14,F14,64,9,240000.0,223031.3991099903,217734.9204499721,229951.1465068176,263030.8086512948,261296.14098922105,264959.58863345534
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,14,F14,65,8,282500.0,197214.36046665278,176675.97145609368,216659.3986641854,218620.29270701896,184339.35477508232,260850.4839637193
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,15,F15,44,1,5000.0,6586065.1305125225,6586065.1305125225,6586065.1305125225,13173158.171054175,13173158.171054175,13173158.171054175
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,15,F15,48,1,10000.0,3737830.0493479487,3737830.0493479487,3737830.0493479487,3732075.856545191,3732075.856545191,3732075.856545191
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,15,F15,50,1,15000.0,2878889.5939451004,2878889.5939451004,2878889.5939451004,2724834.3233001484,2724834.3233001484,2724834.3233001484
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,15,F15,51,1,20000.0,2564587.772188759,2564587.772188759,2564587.772188759,2715705.4160642265,2715705.4160642265,2715705.4160642265
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,15,F15,52,1,25000.0,2307457.634652961,2307457.634652961,2307457.634652961,2647386.9798433227,2647386.9798433227,2647386.9798433227
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,15,F15,53,1,30000.0,2143416.3294350905,2143416.3294350905,2143416.3294350905,2570344.553224,2570344.553224,2570344.553224
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,15,F15,54,1,35000.0,1950491.9468272568,1950491.9468272568,1950491.9468272568,2483511.0334580955,2483511.0334580955,2483511.0334580955
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,15,F15,55,2,42500.0,1757951.0661944402,1705482.171963022,1810419.9604258584,2357571.05722108,2333781.384377881,2381360.73006428
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,15,F15,56,2,52500.0,1441188.260714051,1348985.256561608,1533391.264866494,2146736.284074074,2081409.976123064,2212062.592025084
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,15,F15,57,2,62500.0,1141194.68114663,1071970.2008989786,1210419.1613942815,1993407.3938030635,1958379.904982991,2028434.882623136
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,15,F15,58,3,75000.0,885543.5628460031,811549.6923191254,974252.715560055,1904559.6330018407,1890321.790065136,1932467.1590798057
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,15,F15,59,3,90000.0,678018.7548034345,568180.1982038576,782868.2352548667,1692054.6260514425,1473885.3038761471,1893705.546013715
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,15,F15,60,5,110000.0,286954.58852241095,127179.62214334054,429156.459886668,942272.4605062958,356056.7761172228,1222357.9245692482
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,15,F15,61,5,135000.0,61616.08811215127,57428.49279815956,69545.57422340731,59128.78687803457,52462.65502274936,73577.37507272421
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,15,F15,62,6,162500.0,55785.65246061021,52952.21849254023,57368.05839932657,50603.42662592803,48735.74893344115,52496.3276819438
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,15,F15,63,8,197500.0,46323.544895080304,42179.437346529245,52410.840700009125,45668.97094563856,43444.69304498308,49921.154252207714
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,15,F15,64,9,240000.0,30763.064739868874,22259.27888378187,39641.059590092416,34835.701161427045,28159.905854476696,41641.67994170227
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,15,F15,65,8,282500.0,9400.221774656991,2552.7836668042114,18609.57342680814,14330.498578290038,2967.21931073204,24547.68014477328
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,16,F16,44,1,5000.0,8099639.195350562,8099639.195350562,8099639.195350562,14795917.758213587,14795917.758213587,14795917.758213587
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,16,F16,48,1,10000.0,1433057.9322257391,1433057.9322257391,1433057.9322257391,3245949.9233481707,3245949.9233481707,3245949.9233481707
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,16,F16,50,1,15000.0,642513.947258359,642513.947258359,642513.947258359,1475720.278456483,1475720.278456483,1475720.278456483
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,16,F16,51,1,20000.0,296937.0291878934,296937.0291878934,296937.0291878934,273612.72893378924,273612.72893378924,273612.72893378924
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,16,F16,52,1,25000.0,220900.8899586773,220900.8899586773,220900.8899586773,119886.0151970149,119886.0151970149,119886.0151970149
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,16,F16,53,1,30000.0,193209.44843401515,193209.44843401515,193209.44843401515,93501.20797632,93501.20797632,93501.20797632
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,16,F16,54,1,35000.0,165799.9203723533,165799.9203723533,165799.9203723533,76849.30998050283,76849.30998050283,76849.30998050283
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,16,F16,55,2,42500.0,134908.27583113595,131651.76583998062,138164.78582229128,66371.3698349738,66182.18408482021,66560.55558512738
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,16,F16,56,2,52500.0,118324.02786549654,115694.63292099952,120953.42280999356,64883.628568043496,64577.08658125463,65190.170554832366
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,16,F16,57,2,62500.0,101437.09198255278,96932.69532101766,105941.48864408792,61806.48172908835,61570.759987309626,62042.20347086707
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,16,F16,58,3,75000.0,82781.34143631993,76223.18283650413,89328.2326622971,55746.53229893158,53735.4173344996,58310.04582036335
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,16,F16,59,3,90000.0,64930.343969118454,59510.55429593103,71051.9619291406,49488.12118294887,45478.52533956456,51563.053858085164
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,16,F16,60,5,110000.0,51240.435361874974,47860.767490963066,54591.01957451199,42484.40326328062,40809.91935980728,43965.699698993216
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,16,F16,61,5,135000.0,40431.65442583796,32315.05271312671,45985.03639156709,33207.98888932014,24785.484281474903,39357.82600695993
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,16,F16,62,6,162500.0,24189.118066551706,16650.14782974404,29812.56684653937,20554.889481204515,17497.13646326091,23043.501235215925
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,16,F16,63,8,197500.0,6148.934676339874,2585.645033341208,12215.12461439148,7334.003211670486,2813.8429488423653,12455.614665013663
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,16,F16,64,9,240000.0,1940.3729586716524,1352.9352031646329,2415.0665139561625,2117.758071004313,614.4182744595238,2846.331012857278
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,16,F16,65,8,282500.0,1195.040055728337,1124.0202999411165,1311.450227923758,579.6408492935793,568.0584156471389,591.601705571242
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,17,F17,44,1,5000.0,632146.4373789633,632146.4373789633,632146.4373789633,500106.5768986116,500106.5768986116,500106.5768986116
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,17,F17,48,1,10000.0,447653.0692851012,447653.0692851012,447653.0692851012,423645.4040011882,423645.4040011882,423645.4040011882
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,17,F17,50,1,15000.0,284789.8451338991,284789.8451338991,284789.8451338991,235959.70278241427,235959.70278241427,235959.70278241427
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,17,F17,51,1,20000.0,234266.94192872723,234266.94192872723,234266.94192872723,229236.78136152905,229236.78136152905,229236.78136152905
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,17,F17,52,1,25000.0,174859.91176308223,174859.91176308223,174859.91176308223,59474.017982281526,59474.017982281526,59474.017982281526
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,17,F17,53,1,30000.0,163847.7540734161,163847.7540734161,163847.7540734161,48058.39286405916,48058.39286405916,48058.39286405916
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,17,F17,54,1,35000.0,154194.92426176224,154194.92426176224,154194.92426176224,43618.06531301307,43618.06531301307,43618.06531301307
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,17,F17,55,2,42500.0,146433.33584804856,143978.12262812254,148888.5490679746,36208.33579538576,35473.19096861024,36943.48062216128
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,17,F17,56,2,52500.0,131362.83957708738,129262.1737467316,133463.50540744315,29624.257883968952,29569.52844557317,29678.987322364734
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,17,F17,57,2,62500.0,125547.66319823994,123953.81406797405,127141.51232850584,29655.603863432665,29491.19792813963,29820.0097987257
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,17,F17,58,3,75000.0,117847.14556144692,115980.43543931104,120122.87957519588,30356.44851635199,29651.195953508777,30841.260506095507
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,17,F17,59,3,90000.0,113108.44547639384,111707.4941201045,114446.23275983606,29718.62837284575,29563.633517129307,29824.638306198583
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,17,F17,60,5,110000.0,106105.63695818167,102067.40665912016,110627.41121147298,29196.542146409553,28906.67588359024,29644.64232940262
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,17,F17,61,5,135000.0,96199.5764572199,92954.11133003928,99715.00416120632,27223.19475720429,25806.17530112562,28928.780379604646
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,17,F17,62,6,162500.0,88953.19781599093,86693.27487894744,91915.70492537406,26333.229464416945,25981.025067470346,26730.625159131858
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,17,F17,63,8,197500.0,81467.11737110557,77144.2238239898,85795.44079489852,25742.83429365898,25163.729472039908,25962.29825604068
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,17,F17,64,9,240000.0,71390.76581680597,66621.65367529212,76267.53371465945,22849.143211446542,20895.793894743267,24583.29072400304
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,17,F17,65,8,282500.0,63108.40797796728,60748.59868107194,66068.99396659865,20232.589873951158,19708.52633674369,21014.87064901081
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,18,F18,44,1,5000.0,17819959265.33089,17819959265.33089,17819959265.33089,27351526987.91668,27351526987.91668,27351526987.91668
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,18,F18,48,1,10000.0,8916180681.026575,8916180681.026575,8916180681.026575,19650021438.48193,19650021438.48193,19650021438.48193
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,18,F18,50,1,15000.0,7424896662.999595,7424896662.999595,7424896662.999595,19420700612.22604,19420700612.22604,19420700612.22604
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,18,F18,51,1,20000.0,1902633775.3831468,1902633775.3831468,1902633775.3831468,2921868877.354951,2921868877.354951,2921868877.354951
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,18,F18,52,1,25000.0,943710011.0831876,943710011.0831876,943710011.0831876,1571094817.5565836,1571094817.5565836,1571094817.5565836
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,18,F18,53,1,30000.0,598738617.2772878,598738617.2772878,598738617.2772878,1138278078.3721788,1138278078.3721788,1138278078.3721788
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,18,F18,54,1,35000.0,471550702.8527177,471550702.8527177,471550702.8527177,1133453049.7194543,1133453049.7194543,1133453049.7194543
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,18,F18,55,2,42500.0,253271536.79468918,201531096.15032855,305011977.43904984,477281712.369071,386101784.33220834,568461640.4059337
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,18,F18,56,2,52500.0,124193340.84569383,86145132.7338497,162241548.95753795,274846782.6191033,173653096.14388677,376040469.0943198
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,18,F18,57,2,62500.0,41804039.17017707,27968912.52920931,55639165.81114483,72341830.60726942,33707181.73418415,110976479.48035468
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,18,F18,58,3,75000.0,13288299.077868834,7563158.368857658,18821992.42124585,25938060.06743596,19830099.635441277,29098182.18104267
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,18,F18,59,3,90000.0,4121649.7197378348,1475558.233436894,5792386.199549036,13794838.315964848,2485559.9833437097,19507979.22996189
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,18,F18,60,5,110000.0,590407.2909300659,307432.1351091593,1001440.3199513856,726479.5243256825,215062.5182823496,1560347.3328477894
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,18,F18,61,5,135000.0,222004.34110280714,168609.23273064272,280614.9200651036,162977.2940806978,109007.769818474,210088.0200991022
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,18,F18,62,6,162500.0,133425.80759747574,124230.492298674,147082.81424759547,62640.67079547994,56878.19642325855,71860.10998617062
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,18,F18,63,8,197500.0,115501.23619379128,108605.52723126853,122729.20586737012,57084.63542305103,55955.07012927698,58667.9659498125
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,18,F18,64,9,240000.0,102448.27007953603,97867.02242808577,106684.88104499508,58098.37523689318,56990.42818161656,59515.64840869271
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,18,F18,65,8,282500.0,96969.05504566926,96616.04431986748,97505.5603929256,57977.49827632037,57629.784730176354,58732.8967366966
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,19,F19,44,1,5000.0,2206.1967254091314,2206.1967254091314,2206.1967254091314,627.6708984888294,627.6708984888294,627.6708984888294
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,19,F19,48,1,10000.0,1889.558049710787,1889.558049710787,1889.558049710787,567.1821162526481,567.1821162526481,567.1821162526481
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,19,F19,50,1,15000.0,1599.920779991185,1599.920779991185,1599.920779991185,635.512942416838,635.512942416838,635.512942416838
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,19,F19,51,1,20000.0,1461.500524941809,1461.500524941809,1461.500524941809,567.1966643030567,567.1966643030567,567.1966643030567
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,19,F19,52,1,25000.0,1341.9049778347478,1341.9049778347478,1341.9049778347478,537.9063102334063,537.9063102334063,537.9063102334063
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,19,F19,53,1,30000.0,1210.2834461780392,1210.2834461780392,1210.2834461780392,514.8784674135521,514.8784674135521,514.8784674135521
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,19,F19,54,1,35000.0,1121.9554810972006,1121.9554810972006,1121.9554810972006,530.6912444013591,530.6912444013591,530.6912444013591
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,19,F19,55,2,42500.0,1012.1057351501648,975.8228863639936,1048.388583936336,526.8481881505004,524.508250107563,529.1881261934377
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,19,F19,56,2,52500.0,848.1400112941805,802.9230612637762,893.3569613245847,498.1624959693365,476.28897358542974,520.0360183532432
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,19,F19,57,2,62500.0,711.4788489698292,691.7034419111584,731.2542560285001,451.49574740245754,451.14818680130367,451.8433080036114
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,19,F19,58,3,75000.0,545.819567066692,495.5091369963545,617.0468653628355,381.1019022055638,343.1743890248443,444.7628975310565
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,19,F19,59,3,90000.0,414.254008461269,386.88766166916656,442.7475054133568,311.7409395873762,306.3461554506032,315.47657721971586
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,19,F19,60,5,110000.0,338.0712909816217,297.4430598131881,378.0127840754787,287.18581609173214,279.3452106831318,305.28270567074094
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,19,F19,61,5,135000.0,244.94528830415115,216.905067588435,281.62760465334964,271.39437626491014,265.60299145230795,275.18434901042224
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,19,F19,62,6,162500.0,189.51517982188523,175.42099968927218,210.5202333534121,243.05428041617594,233.6382459712148,258.8720640968798
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,19,F19,63,8,197500.0,164.29800711546108,157.01542013538815,173.47154571690766,231.85672427752885,229.1963943202327,234.1714022240097
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,19,F19,64,9,240000.0,150.02040090255497,147.20747417428893,154.79797812384214,225.33576328321118,223.17416331122135,228.03620181555397
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,19,F19,65,8,282500.0,141.5138076198576,128.03364183240816,146.7945963782463,219.56739157949755,216.05129849786653,222.3734768407713
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,20,F20,44,1,5000.0,5821.250529938553,5821.250529938553,5821.250529938553,2548.5489332924126,2548.5489332924126,2548.5489332924126
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,20,F20,48,1,10000.0,5004.061639778646,5004.061639778646,5004.061639778646,1971.8677154302752,1971.8677154302752,1971.8677154302752
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,20,F20,50,1,15000.0,4578.591962264177,4578.591962264177,4578.591962264177,1732.9467767492124,1732.9467767492124,1732.9467767492124
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,20,F20,51,1,20000.0,4110.117219277432,4110.117219277432,4110.117219277432,1462.7025164836791,1462.7025164836791,1462.7025164836791
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,20,F20,52,1,25000.0,3806.372629989294,3806.372629989294,3806.372629989294,1301.0862538538247,1301.0862538538247,1301.0862538538247
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,20,F20,53,1,30000.0,3375.07275358827,3375.07275358827,3375.07275358827,1026.402956304608,1026.402956304608,1026.402956304608
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,20,F20,54,1,35000.0,3142.167962621024,3142.167962621024,3142.167962621024,901.869350409374,901.869350409374,901.869350409374
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,20,F20,55,2,42500.0,2753.531826560263,2663.8514794324046,2843.2121736881218,765.1258087368014,714.6989955287761,815.5526219448267
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,20,F20,56,2,52500.0,2367.306846492671,2235.508808859621,2499.1048841257216,565.0283044131723,506.13264726002615,623.9239615663186
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,20,F20,57,2,62500.0,2023.2028578681552,1935.9243403818136,2110.481375354497,492.38563309526376,485.1799204128339,499.5913457776937
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,20,F20,58,3,75000.0,1692.7901511432738,1586.8173142257654,1803.648531654797,472.4329234863826,451.9043810283855,486.0703998237416
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,20,F20,59,3,90000.0,1375.9116448015736,1292.4726193403646,1460.9755387310352,418.4753933795423,411.2140360613532,432.0232532497607
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,20,F20,60,5,110000.0,920.0336990208743,753.4512295360717,1134.0300937427903,279.9840138488195,220.7644859426077,349.0471571075807
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,20,F20,61,5,135000.0,616.3363353614095,549.2565048958846,703.2614831877705,181.38889991867927,173.10561031203346,188.09632098040797
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,20,F20,62,6,162500.0,436.5266937274648,363.9782434961028,515.3240203938125,199.11720980934328,191.3976837336108,204.58766067977305
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,20,F20,63,8,197500.0,335.6094267549448,328.095514142927,349.8271557149037,207.4305031274978,206.2937765972925,208.44141357362065
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,20,F20,64,9,240000.0,312.75983249870865,300.64316261866963,327.98220767559803,164.0258460823888,129.19060729572232,206.81380459176427
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,20,F20,65,8,282500.0,301.2819401957016,299.4548097850909,307.8591935357903,128.43525434799386,124.2866992672174,129.18737438101556
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,21,F21,44,1,5000.0,435.8868383690338,435.8868383690338,435.8868383690338,756.7029455433353,756.7029455433353,756.7029455433353
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,21,F21,48,1,10000.0,359.50108525141604,359.50108525141604,359.50108525141604,448.7150556587375,448.7150556587375,448.7150556587375
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,21,F21,50,1,15000.0,348.2369342054362,348.2369342054362,348.2369342054362,450.99261850131904,450.99261850131904,450.99261850131904
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,21,F21,51,1,20000.0,343.4044674551512,343.4044674551512,343.4044674551512,452.038000355015,452.038000355015,452.038000355015
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,21,F21,52,1,25000.0,253.1971471156912,253.1971471156912,253.1971471156912,31.686042768576534,31.686042768576534,31.686042768576534
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,21,F21,53,1,30000.0,247.5684292345883,247.5684292345883,247.5684292345883,32.489809510983704,32.489809510983704,32.489809510983704
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,21,F21,54,1,35000.0,240.6810465465113,240.6810465465113,240.6810465465113,29.691425531545388,29.691425531545388,29.691425531545388
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,21,F21,55,2,42500.0,229.25958926150048,226.73454199065284,231.7846365323481,28.323360784198126,28.31169510046888,28.33502646792737
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,21,F21,56,2,52500.0,218.88387521169747,216.336953552634,221.43079687076096,29.875302026752728,29.257925077081342,30.49267897642411
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,21,F21,57,2,62500.0,207.15287248944628,203.88099201444217,210.42475296445036,31.416446968716297,30.640538499023343,32.19235543840925
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,21,F21,58,3,75000.0,191.1068193880218,185.65730994162735,196.55649994936823,26.60673471197703,25.413489534328097,28.05137094910779
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,21,F21,59,3,90000.0,170.65447090682179,161.90350584782587,178.2749381736099,31.969979940852472,29.778622460007732,35.89349564273674
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,21,F21,60,5,110000.0,123.56533453274184,94.8778249165648,147.8129830628147,55.21585725495678,43.67499624762805,66.76892063724395
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,21,F21,61,5,135000.0,57.06055722529877,36.37436222619088,86.89630168279622,62.51883575805996,54.78753219267402,66.60949179296405
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,21,F21,62,6,162500.0,13.008132108267043,2.3632000478071404,31.15585532613005,27.96951907884835,12.943779740812577,49.86368238419893
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,21,F21,63,8,197500.0,0.869559716596937,0.0,1.8363607170940213,4.762774718779418,0.0,10.05816188468758
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,21,F21,64,9,240000.0,0.0,0.0,0.0,0.0,0.0,0.0
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,21,F21,65,8,282500.0,0.0,0.0,0.0,0.0,0.0,0.0
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,22,F22,44,1,5000.0,12854.682411452082,12854.682411452082,12854.682411452082,3527.755765638245,3527.755765638245,3527.755765638245
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,22,F22,48,1,10000.0,11289.93139387984,11289.93139387984,11289.93139387984,2630.521808563796,2630.521808563796,2630.521808563796
results\cec2017_ablation6\ablation6_mean_curves.csv,ARPSO-Local,22,F22,50,1,15000.0,10437.124162166478,10437.124162166478,10437.124162166478,2733.736463800522,2733.736463800522,2733.736463800522
