source_file,Algorithm,FunctionID,Function,__rows,BestFitness__sum,BestFitness__count,BestFitness__min,BestFitness__max,BestError__sum,BestError__count,BestError__min,BestError__max,RestartCount__sum,RestartCount__count,RestartCount__min,RestartCount__max,RestartedParticlesTotal__sum,RestartedParticlesTotal__count,RestartedParticlesTotal__min,RestartedParticlesTotal__max,Runtime__sum,Runtime__count,Runtime__min,Runtime__max,FEs__sum,FEs__count,FEs__min,FEs__max,BestFitness__mean,BestError__mean,RestartCount__mean,RestartedParticlesTotal__mean,Runtime__mean,FEs__mean
results\cec2017_ablation6\ablation6_raw_results.csv,ARPSO-EIS,12,F12,30,9481589.599839466,30,47888.886044588944,2617537.292868452,9445589.599839466,30,46688.886044588944,2616337.292868452,62822,30,1952,2243,417798,30,13020,15009,947.1476652622223,30,27.968448877334595,36.72241950035095,9000000,30,300000,300000,316052.98666131555,314852.98666131555,2094.0666666666666,13926.6,31.571588842074075,300000.0
results\cec2017_ablation6\ablation6_raw_results.csv,ARPSO-EIS,13,F13,30,2904506.547116619,30,12411.132229893194,181306.33497451936,2865506.547116619,30,11111.132229893194,180006.33497451938,43644,30,941,1636,256861,30,5396,9609,1116.388661146164,30,35.389975786209106,40.64066100120544,9000000,30,300000,300000,96816.8849038873,95516.8849038873,1454.8,8562.033333333333,37.2129553715388,300000.0
results\cec2017_ablation6\ablation6_raw_results.csv,ARPSO-EIS,14,F14,30,4703416.186318137,30,22757.21844100805,1288008.310220668,4661416.186318137,30,21357.21844100805,1286608.310220668,62293,30,1943,2243,406168,30,12818,14718,953.0313010215759,30,29.168053150177,36.58095598220825,9000000,30,300000,300000,156780.5395439379,155380.5395439379,2076.4333333333334,13538.933333333332,31.76771003405253,300000.0
results\cec2017_ablation6\ablation6_raw_results.csv,ARPSO-EIS,15,F15,30,144226.1584852453,30,939.3056879537586,35374.90915010461,100451.74608035941,30,0.0,33874.90915010461,49765,30,1107,1921,325862,30,7750,12249,2927.973259449005,30,92.75660705566406,110.58009028434752,9000000,30,300000,300000,4807.538616174844,3348.3915360119804,1658.8333333333333,10862.066666666668,97.59910864830017,300000.0
results\cec2017_ablation6\ablation6_raw_results.csv,ARPSO-EIS,16,F16,30,84400.63663484821,30,1839.8336476328109,3797.287049873171,36400.636634848204,30,239.83364763281065,2197.287049873171,48822,30,597,1932,309934,30,4208,12638,10367.762692213058,30,330.1616489887237,363.0063359737396,9000000,30,300000,300000,2813.35455449494,1213.3545544949402,1627.4,10331.133333333333,345.59208974043526,300000.0
results\cec2017_ablation6\ablation6_raw_results.csv,ARPSO-EIS,17,F17,30,1456650.858552998,30,13071.973480944136,94766.30388555964,1405650.858552998,30,11371.973480944136,93066.30388555964,44657,30,950,1705,263825,30,5871,10178,1232.6045365333557,30,36.0176055431366,47.36465930938721,9000000,30,300000,300000,48555.028618433265,46855.028618433265,1488.5666666666666,8794.166666666666,41.08681788444519,300000.0
results\cec2017_ablation6\ablation6_raw_results.csv,ARPSO-EIS,18,F18,30,2688524.65839824,30,12832.533859296736,220982.0885308491,2634524.65839824,30,11032.533859296736,219182.0885308491,55519,30,1642,2076,346748,30,10345,13435,5030.401813745499,30,164.34556341171265,178.4459490776062,9000000,30,300000,300000,89617.48861327466,87817.48861327466,1850.6333333333334,11558.266666666666,167.68006045818328,300000.0
results\cec2017_ablation6\ablation6_raw_results.csv,ARPSO-EIS,19,F19,30,55796.42082593129,30,1477.5505842299435,2272.4443059075893,1993.7730453836941,30,0.0,372.4443059075893,52554,30,1331,2032,326200,30,7984,13033,8953.629812955856,30,294.2142014503479,306.2690942287445,9000000,30,300000,300000,1859.8806941977095,66.4591015127898,1751.8,10873.333333333334,298.45432709852855,300000.0
results\cec2017_ablation6\ablation6_raw_results.csv,ARPSO-EIS,20,F20,30,69241.18964108278,30,2100.009544278468,2597.584382810963,9241.189641082774,30,100.00954427846771,597.5843828109628,71598,30,2290,2510,454495,30,14450,15741,1585.7477042675018,30,49.30540537834168,60.212029218673706,9000000,30,300000,300000,2308.039654702759,308.03965470275915,2386.6,15149.833333333334,52.85825680891673,300000.0
results\cec2017_ablation6\ablation6_raw_results.csv,ARPSO-EIS,21,F21,30,-58918.36007176432,30,-4484.380945763046,726.0463367433297,0.0,30,0.0,0.0,55445,30,1706,2032,363473,30,10996,13291,2154.775832414627,30,70.52897262573242,77.46431088447571,9000000,30,300000,300000,-1963.9453357254774,0.0,1848.1666666666667,12115.766666666666,71.82586108048757,300000.0
