source_file,Algorithm,Function,__rows,BestValue__sum,BestValue__count,BestValue__min,BestValue__max,RestartCount__sum,RestartCount__count,RestartCount__min,RestartCount__max,RuntimeSeconds__sum,RuntimeSeconds__count,RuntimeSeconds__min,RuntimeSeconds__max,BestValue__mean,RestartCount__mean,RuntimeSeconds__mean
results\cec\cec2017_full_parallel_checkpoint_raw_results.csv,CLPSO,CEC2017-F6,30,0.005154310116834965,30,4.26237546662378e-05,0.0003865250672561,0,30,0,0,1194.5963826999978,30,39.09554720000233,41.45666209999763,0.00017181033722783216,0.0,39.81987942333326
results\cec\cec2017_full_parallel_checkpoint_raw_results.csv,CLPSO,CEC2017-F7,30,3263.292282520719,30,87.93984111359873,138.9660850201335,0,30,0,0,465.33740439999747,30,14.549214700000448,16.439257500001986,108.7764094173573,0.0,15.51124681333325
results\cec\cec2017_full_parallel_checkpoint_raw_results.csv,CLPSO,CEC2017-F8,30,3986.547423168747,30,84.07827951684874,164.1134797732177,0,30,0,0,884.8791987999721,30,28.03589600000123,30.564130300001125,132.88491410562492,0.0,29.4959732933324
results\cec\cec2017_full_parallel_checkpoint_raw_results.csv,CLPSO,CEC2017-F9,30,8.351296103542154,30,0.0311273768679711,0.7530832863897103,0,30,0,0,471.8720570000005,30,15.20835149999766,16.934986799999024,0.27837653678473845,0.0,15.729068566666683
results\cec\cec2017_full_parallel_checkpoint_raw_results.csv,DE,CEC2017-F1,30,96305.57689044399,30,1.4210854715202004e-14,14127.219600029017,0,30,0,0,677.7183603999983,30,17.890480899997783,29.9782512999991,3210.185896348133,0.0,22.590612013333278
results\cec\cec2017_full_parallel_checkpoint_raw_results.csv,DE,CEC2017-F10,30,-48812.408934352265,30,-7863.286602025895,1985.6491102070904,0,30,0,0,1562.1033761000072,30,45.63831210000353,57.33698979999463,-1627.0802978117422,0.0,52.070112536666905
results\cec\cec2017_full_parallel_checkpoint_raw_results.csv,DE,CEC2017-F11,30,9935.103361062986,30,11.889733678112862,1886.758173187764,0,30,0,0,972.9652816000234,30,31.823270500004583,33.28177549999964,331.17011203543285,0.0,32.43217605333412
results\cec\cec2017_full_parallel_checkpoint_raw_results.csv,DE,CEC2017-F12,30,116666.90516157697,30,1260.735461614524,11079.684187709096,0,30,0,0,1710.393941000002,30,54.51523380000435,60.52277540000068,3888.896838719232,0.0,57.013131366666734
results\cec\cec2017_full_parallel_checkpoint_raw_results.csv,DE,CEC2017-F13,30,87157.17069721849,30,23.54720518775184,14420.301099010258,0,30,0,0,1096.4746175000037,30,34.761742499998945,38.38538839999819,2905.2390232406165,0.0,36.54915391666679
results\cec\cec2017_full_parallel_checkpoint_raw_results.csv,DE,CEC2017-F14,30,39650.93648085314,30,31.04627850307793,15095.629795947028,0,30,0,0,1266.9729945000217,30,41.003595200003474,43.01597200000106,1321.6978826951047,0.0,42.23243315000072
results\cec\cec2017_full_parallel_checkpoint_raw_results.csv,DE,CEC2017-F15,30,100276.93378760346,30,70.39104176372166,11200.160050763485,0,30,0,0,1047.5510252999957,30,34.25113550000242,35.829599900003814,3342.564459586782,0.0,34.918367509999854
results\cec\cec2017_full_parallel_checkpoint_raw_results.csv,DE,CEC2017-F16,30,-14124.461038456824,30,-879.6459081944337,304.9419732507704,0,30,0,0,2373.302720799984,30,77.28541829999449,80.19146280000132,-470.8153679485608,0.0,79.1100906933328
results\cec\cec2017_full_parallel_checkpoint_raw_results.csv,DE,CEC2017-F17,30,1060.4656297233585,30,-137.05903938459073,373.442958940233,0,30,0,0,5503.736071199979,30,179.92764710000483,187.36625799999456,35.34885432411195,0.0,183.4578690399993
results\cec\cec2017_full_parallel_checkpoint_raw_results.csv,DE,CEC2017-F18,30,12418.852582770289,30,31.0775719153753,2368.582068633962,0,30,0,0,1043.7699656999685,30,34.14193030000024,35.41388300000108,413.96175275900964,0.0,34.79233218999895
results\cec\cec2017_full_parallel_checkpoint_raw_results.csv,DE,CEC2017-F19,30,435.0010546318381,30,6.198943170666553,28.64327652918701,0,30,0,0,3261.254507700025,30,107.0903560000006,109.8948342000076,14.500035154394602,0.0,108.70848359000084
results\cec\cec2017_full_parallel_checkpoint_raw_results.csv,DE,CEC2017-F20,30,-7803.157877270912,30,-456.53592554127135,-22.4886559602744,0,30,0,0,6032.060091299965,30,191.78134780000252,208.12508149999485,-260.10526257569705,0.0,201.06866970999883
results\cec\cec2017_full_parallel_checkpoint_raw_results.csv,DE,CEC2017-F21,30,6667.040334078302,30,100.00000000000044,1039.277825753184,0,30,0,0,1344.888582200001,30,42.93746939999983,49.08876180001244,222.23467780261007,0.0,44.8296194066667
