source_file,Algorithm,FunctionID,Function,CurveBin,__rows,BestFitness__min,BestError__min,BestFitness__max,BestError__max
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,12,F12,64,270,14910.73422392027,13710.73422392027,6948942.696344552,6947742.696344552
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,12,F12,65,239,12173.613001777408,10973.613001777408,6948911.410395159,6947711.410395159
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,13,F13,44,30,482992.4521376772,481692.4521376772,8897076.655873362,8895776.655873362
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,13,F13,48,30,366939.4050787456,365639.4050787456,3891955.4241271815,3890655.4241271815
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,13,F13,50,30,276933.5445404275,275633.5445404275,3434610.113909904,3433310.113909904
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,13,F13,51,30,276933.5445404275,275633.5445404275,2559211.833434225,2557911.833434225
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,13,F13,52,30,261952.0096811464,260652.0096811464,1921155.6727852025,1919855.6727852025
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,13,F13,53,30,217739.3104500792,216439.3104500792,1647690.0276304455,1646390.0276304455
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,13,F13,54,30,217739.3104500792,216439.3104500792,1366093.4934409985,1364793.4934409985
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,13,F13,55,60,197715.42493179263,196415.42493179263,1051000.6167933566,1049700.6167933566
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,13,F13,56,60,137192.2241027872,135892.2241027872,1051000.6167933566,1049700.6167933566
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,13,F13,57,60,119019.71136553856,117719.71136553856,865190.0581075385,863890.0581075385
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,13,F13,58,90,116951.1586087154,115651.1586087154,852008.4641325966,850708.4641325966
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,13,F13,59,90,84084.05013920425,82784.05013920425,803347.7957849554,802047.7957849554
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,13,F13,60,150,32313.4824582488,31013.4824582488,796513.4482474206,795213.4482474206
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,13,F13,61,150,22041.96062896656,20741.96062896656,751850.2573693703,750550.2573693703
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,13,F13,62,180,12117.103663646987,10817.103663646987,729524.1890368006,728224.1890368006
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,13,F13,63,240,11260.521713551989,9960.521713551989,723906.0239834988,722606.0239834988
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,13,F13,64,270,10858.96818873183,9558.96818873183,279774.9055636191,278474.9055636191
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,13,F13,65,238,10435.093228604914,9135.093228604914,268790.82731013914,267490.82731013914
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,14,F14,44,30,7926601.529317375,7925201.529317375,158943052.16218784,158941652.16218784
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,14,F14,48,30,7926601.529317375,7925201.529317375,136350833.20762405,136349433.20762405
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,14,F14,50,30,7926601.529317375,7925201.529317375,77001998.20896782,77000598.20896782
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,14,F14,51,30,7926601.529317375,7925201.529317375,74613159.66622257,74611759.66622257
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,14,F14,52,30,6721462.945135888,6720062.945135888,72835355.8147372,72833955.8147372
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,14,F14,53,30,6368946.047351139,6367546.047351139,66227679.56550175,66226279.56550175
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,14,F14,54,30,3446884.271986895,3445484.271986895,63819543.81522547,63818143.81522547
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,14,F14,55,60,1047664.4571338332,1046264.4571338332,50911685.29636338,50910285.29636338
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,14,F14,56,60,505385.8813092372,503985.8813092372,20528466.034458984,20527066.034458984
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,14,F14,57,60,297048.20942889765,295648.20942889765,7057330.69792739,7055930.69792739
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,14,F14,58,90,177317.12848232614,175917.12848232614,4891679.744438569,4890279.744438569
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,14,F14,59,90,130524.41069034205,129124.41069034205,4124068.278574506,4122668.278574506
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,14,F14,60,150,98504.48878969776,97104.48878969776,3975169.807392524,3973769.807392524
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,14,F14,61,150,74040.20962213783,72640.20962213783,3906243.913778913,3904843.913778913
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,14,F14,62,180,63497.42355469173,62097.42355469173,3903497.710370058,3902097.710370058
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,14,F14,63,240,40121.185321148725,38721.185321148725,2456790.858118652,2455390.858118652
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,14,F14,64,270,38712.94530130553,37312.94530130553,2373924.990853857,2372524.990853857
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,14,F14,65,235,38071.13071230796,36671.13071230796,2218131.926060992,2216731.926060992
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,15,F15,44,30,903859.232612608,902359.232612608,28033203.573889744,28031703.573889744
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,15,F15,48,30,248111.26914207297,246611.26914207297,27781821.83779339,27780321.83779339
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,15,F15,50,30,211172.70656428588,209672.70656428588,24890496.961343613,24888996.961343613
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,15,F15,51,30,211172.70656428588,209672.70656428588,24890496.961343613,24888996.961343613
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,15,F15,52,30,181752.43982319592,180252.43982319592,7252424.124176923,7250924.124176923
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,15,F15,53,30,181752.43982319592,180252.43982319592,7252424.124176923,7250924.124176923
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,15,F15,54,30,181752.43982319592,180252.43982319592,6933605.043223693,6932105.043223693
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,15,F15,55,60,56762.31826495683,55262.31826495683,6773487.0150667,6771987.0150667
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,15,F15,56,60,43933.97601692662,42433.97601692662,6544311.382100651,6542811.382100651
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,15,F15,57,60,20959.32898765493,19459.32898765493,6501469.027753328,6499969.027753328
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,15,F15,58,90,15317.48010227292,13817.48010227292,6431882.516129315,6430382.516129315
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,15,F15,59,90,6863.8418305843725,5363.8418305843725,6356564.829425436,6355064.829425436
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,15,F15,60,150,2615.337410150285,1115.3374101502857,6323261.44928027,6321761.44928027
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,15,F15,61,150,2274.61801811979,774.6180181197901,6286302.630913703,6284802.630913703
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,15,F15,62,180,2150.8311156601294,650.8311156601294,3954073.0541970977,3952573.0541970977
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,15,F15,63,240,2131.1515141553546,631.1515141553546,188053.6807236309,186553.6807236309
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,15,F15,64,270,1868.706485285117,368.70648528511697,90830.74678264736,89330.74678264737
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,15,F15,65,238,1423.3268497109236,0.0,90364.54147127012,88864.54147127013
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,16,F16,44,30,141081.01160886293,139481.01160886293,21392723.614066254,21391123.614066254
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,16,F16,48,30,85500.20480894668,83900.20480894668,14705036.969226072,14703436.969226072
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,16,F16,50,30,85500.20480894668,83900.20480894668,3088108.632852566,3086508.632852566
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,16,F16,51,30,33948.88451033627,32348.88451033627,2749017.997601683,2747417.997601683
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,16,F16,52,30,33948.88451033627,32348.88451033627,2749017.997601683,2747417.997601683
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,16,F16,53,30,33948.88451033627,32348.88451033627,612249.651301491,610649.651301491
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,16,F16,54,30,33948.88451033627,32348.88451033627,583132.487386707,581532.487386707
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,16,F16,55,60,20839.233770253588,19239.233770253588,336376.6473653325,334776.6473653325
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,16,F16,56,60,20111.177484228698,18511.177484228698,320600.1502290757,319000.1502290757
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,16,F16,57,60,16907.46292384857,15307.462923848569,241069.07436023524,239469.07436023524
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,16,F16,58,90,7985.659468461386,6385.659468461386,197746.65388598765,196146.65388598765
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,16,F16,59,90,5396.232149907724,3796.232149907724,187781.6611663654,186181.6611663654
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,16,F16,60,150,4043.6352280384326,2443.6352280384326,160731.97087420488,159131.97087420488
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,16,F16,61,150,3430.752139357688,1830.752139357688,154012.81353728782,152412.81353728782
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,16,F16,62,180,3329.8404906859223,1729.8404906859223,138217.53117029567,136617.53117029567
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,16,F16,63,240,2246.9784608997284,646.9784608997284,86937.17940225605,85337.17940225605
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,16,F16,64,270,1798.6981452991586,198.69814529915857,12237.940136902263,10637.940136902263
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,16,F16,65,238,1643.663359249438,43.66335924943815,6991.114150872472,5391.114150872472
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,17,F17,44,30,141008.3097344756,139308.3097344756,2343388.730801805,2341688.730801805
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,17,F17,48,30,141008.3097344756,139308.3097344756,1073265.876052254,1071565.876052254
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,17,F17,50,30,134260.4866760257,132560.4866760257,628975.0470233152,627275.0470233152
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,17,F17,51,30,104198.52723634616,102498.52723634616,501752.1660211556,500052.1660211556
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,17,F17,52,30,104198.52723634616,102498.52723634616,501752.1660211556,500052.1660211556
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,17,F17,53,30,80102.22945088644,78402.22945088644,489472.93511480215,487772.93511480215
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,17,F17,54,30,62577.566092049645,60877.566092049645,351209.7778060565,349509.7778060565
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,17,F17,55,60,62577.566092049645,60877.566092049645,349839.68290889927,348139.68290889927
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,17,F17,56,60,62577.566092049645,60877.566092049645,347694.521136518,345994.521136518
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,17,F17,57,60,62577.566092049645,60877.566092049645,340278.1934996069,338578.1934996069
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,17,F17,58,90,55982.29971456663,54282.29971456663,336447.4115529227,334747.4115529227
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,17,F17,59,90,48738.01246002025,47038.01246002025,190992.526575171,189292.526575171
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,17,F17,60,150,37927.32438988647,36227.32438988647,185206.8803325888,183506.8803325888
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,17,F17,61,150,35432.44891775293,33732.44891775293,168517.33399648662,166817.33399648662
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,17,F17,62,180,25228.675447072288,23528.675447072288,160717.08901637618,159017.08901637618
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,17,F17,63,240,23083.77414882049,21383.77414882049,157186.54034089338,155486.54034089338
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,17,F17,64,270,17405.107834832867,15705.107834832868,151700.97224606178,150000.97224606178
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,17,F17,65,237,16604.066673881556,14904.066673881556,125450.16773369374,123750.16773369374
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,18,F18,44,30,412306887.9931881,412305087.9931881,50737450618.23397,50737448818.23397
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,18,F18,48,30,251029107.01192436,251027307.01192436,13803382824.32826,13803381024.32826
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,18,F18,50,30,60651380.58857884,60649580.58857884,9599998799.773668,9599996999.773668
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,18,F18,51,30,60651380.58857884,60649580.58857884,8981634144.095299,8981632344.095299
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,18,F18,52,30,60651380.58857884,60649580.58857884,6376104696.028931,6376102896.028931
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,18,F18,53,30,60651380.58857884,60649580.58857884,6212768543.452564,6212766743.452564
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,18,F18,54,30,47514059.99706764,47512259.99706764,6155499353.475269,6155497553.475269
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,18,F18,55,60,21439056.531229623,21437256.531229623,4361570777.425729,4361568977.425729
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,18,F18,56,60,5793236.1287389,5791436.1287389,1889373861.7152116,1889372061.7152116
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,18,F18,57,60,1549605.7531509628,1547805.7531509628,1634159889.321279,1634158089.321279
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,18,F18,58,90,143060.0015505752,141260.0015505752,112415976.75615704,112414176.75615704
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,18,F18,59,90,46643.60665242994,44843.60665242994,11364807.851987582,11363007.851987582
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,18,F18,60,150,34002.284471203675,32202.284471203675,3555011.925845584,3553211.925845584
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,18,F18,61,150,15409.874752999793,13609.874752999793,474311.145841144,472511.145841144
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,18,F18,62,180,13163.673517182631,11363.673517182631,264264.5801943717,262464.5801943717
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,18,F18,63,240,3233.0050422141594,1433.0050422141594,260475.32559491316,258675.32559491316
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,18,F18,64,270,2174.692389489217,374.692389489217,260442.2676953253,258642.2676953253
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,18,F18,65,238,2094.0000346981,294.0000346981001,260441.11067715,258641.11067715
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,19,F19,44,30,3032.936252048774,1132.936252048774,6432.426277825044,4532.426277825044
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,19,F19,48,30,2946.7999404973502,1046.7999404973502,5271.410434983034,3371.410434983034
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,19,F19,50,30,2662.4654693014736,762.4654693014736,4638.1489640811305,2738.1489640811305
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,19,F19,51,30,2504.9968141044083,604.9968141044083,4426.0341231167695,2526.034123116769
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,19,F19,52,30,2248.8392650919704,348.83926509197045,4316.0685099944485,2416.0685099944485
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,19,F19,53,30,2248.8392650919704,348.83926509197045,4120.139576096042,2220.139576096042
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,19,F19,54,30,2248.8392650919704,348.83926509197045,4078.407416242442,2178.407416242442
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,19,F19,55,60,2018.675428587887,118.67542858788693,3772.312203000572,1872.312203000572
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,19,F19,56,60,1965.437299894243,65.4372998942431,3448.523656711889,1548.523656711889
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,19,F19,57,60,1921.2080861178083,21.20808611780853,3448.523656711889,1548.523656711889
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,19,F19,58,90,1881.102802468866,0.0,3397.499076139862,1497.4990761398622
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,19,F19,59,90,1859.95594750488,0.0,3380.1027853450323,1480.1027853450323
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,19,F19,60,150,1759.299051865347,0.0,2907.298136752354,1007.298136752354
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,19,F19,61,150,1620.162834481443,0.0,2806.384743981338,906.384743981338
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,19,F19,62,180,1579.0536065506374,0.0,2806.384742050943,906.3847420509428
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,19,F19,63,240,1547.4071736074543,0.0,2783.5207332515697,883.5207332515697
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,19,F19,64,270,1529.026227618489,0.0,2722.800393074896,822.800393074896
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,19,F19,65,240,1527.3433014548505,0.0,2709.3587919636893,809.3587919636893
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,20,F20,44,30,4083.766577557067,2083.766577557067,14587.042594501694,12587.042594501694
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,20,F20,48,30,4040.011340972872,2040.0113409728715,11714.78040922665,9714.78040922665
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,20,F20,50,30,3986.9770707867374,1986.9770707867372,9313.890034054932,7313.890034054933
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,20,F20,51,30,3908.1771167545503,1908.1771167545503,8081.299319493394,6081.299319493394
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,20,F20,52,30,3908.1771167545503,1908.1771167545503,7605.25428750071,5605.25428750071
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,20,F20,53,30,3860.784324398211,1860.784324398211,7202.98747506651,5202.98747506651
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,20,F20,54,30,3831.776199320345,1831.7761993203449,7186.481699834331,5186.481699834331
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,20,F20,55,60,3779.977232892801,1779.977232892801,7186.481699834331,5186.481699834331
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,20,F20,56,60,3539.5415987610995,1539.5415987610995,5690.140028397524,3690.140028397524
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,20,F20,57,60,3232.746170495362,1232.746170495362,5429.675069134157,3429.6750691341567
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,20,F20,58,90,2850.946280299854,850.9462802998542,5353.3504720465,3353.3504720465
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,20,F20,59,90,2653.9431921921578,653.9431921921578,5052.813230211571,3052.813230211571
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,20,F20,60,150,2595.247963546878,595.247963546878,3903.847237471434,1903.8472374714336
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,20,F20,61,150,2475.065466358429,475.0654663584292,3338.999420965653,1338.999420965653
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,20,F20,62,180,2145.262597862215,145.262597862215,3163.7583583956225,1163.7583583956225
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,20,F20,63,240,2103.732928967155,103.7329289671552,3130.242615236872,1130.2426152368716
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,20,F20,64,270,2100.0538879250075,100.05388792500752,3103.2826439042005,1103.2826439042003
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,20,F20,65,237,2100.0011278940888,100.00112789408875,3097.0962504706604,1097.0962504706604
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,21,F21,44,30,2330.685746067908,230.685746067908,4066.5523024633503,1966.5523024633503
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,21,F21,48,30,2283.151629475188,183.1516294751882,2931.195891178316,831.1958911783158
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,21,F21,50,30,2283.151629475188,183.1516294751882,2896.5577902719174,796.5577902719174
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,21,F21,51,30,2020.759155052261,0.0,2506.6606484422864,406.6606484422864
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,21,F21,52,30,1084.0408217204813,0.0,2392.6304126466,292.6304126465998
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,21,F21,53,30,1084.0408217204813,0.0,2392.6304126466,292.6304126465998
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,21,F21,54,30,1084.0408217204813,0.0,2372.649747066242,272.64974706624207
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,21,F21,55,60,630.7892764363157,0.0,2370.428705783351,270.4287057833508
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,21,F21,56,60,426.98967936697545,0.0,2360.485804805137,260.4858048051369
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,21,F21,57,60,-981.8937939755192,0.0,2354.310349372996,254.31034937299592
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,21,F21,58,90,-1442.8521542042513,0.0,2344.821320781988,244.82132078198765
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,21,F21,59,90,-1725.1575026415744,0.0,2336.0323857569547,236.03238575695468
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,21,F21,60,150,-3500.338194000723,0.0,2328.005825935842,228.00582593584204
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,21,F21,61,150,-5326.393261365748,0.0,2318.296604087885,218.2966040878855
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,21,F21,62,180,-6885.042176334779,0.0,2312.190632661455,212.19063266145488
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,21,F21,63,240,-7164.778511124407,0.0,2307.458717206456,207.45871720645616
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,21,F21,64,270,-7333.814553602793,0.0,2298.192900614462,198.1929006144619
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,21,F21,65,235,-7508.313110370747,0.0,2239.0334212055845,139.03342120558457
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,22,F22,44,30,8390.500286630366,6190.500286630366,19865.852672350888,17665.852672350888
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,22,F22,48,30,8142.745365525981,5942.745365525981,16575.00349318023,14375.00349318023
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,22,F22,50,30,7798.070227733009,5598.070227733009,15625.446322164871,13425.446322164871
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,22,F22,51,30,6667.11206865188,4467.11206865188,15119.475642621364,12919.475642621364
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,22,F22,52,30,6145.203596417574,3945.203596417574,14583.698244902267,12383.698244902267
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,22,F22,53,30,5853.116271330528,3653.116271330528,14006.042182239857,11806.042182239857
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,22,F22,54,30,5764.714942764805,3564.7149427648046,13691.980498403653,11491.980498403653
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,22,F22,55,60,5705.2019787638765,3505.2019787638765,13494.84405871149,11294.84405871149
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,22,F22,56,60,4393.423226288804,2193.423226288804,12033.4889932026,9833.4889932026
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,22,F22,57,60,4305.779454760725,2105.7794547607245,11177.359711425072,8977.359711425072
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,22,F22,58,90,3817.138419405464,1617.1384194054635,10519.908690680057,8319.908690680055
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,22,F22,59,90,3319.381876559457,1119.381876559457,9200.82948902824,7000.829489028241
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,22,F22,60,150,2884.1300633823816,684.1300633823816,8696.934987081337,6496.934987081337
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,22,F22,61,150,2623.25700772565,423.25700772565006,6102.709452502212,3902.709452502212
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,22,F22,62,180,2347.741390834719,147.7413908347189,3899.232408106284,1699.2324081062843
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,22,F22,63,240,2303.474439093808,103.47443909380809,2854.0756518475,654.0756518475
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-Fixed,22,F22,64,270,2300.0276193476134,100.02761934761338,2753.5935930760115,553.5935930760115
