source_file,Algorithm,FunctionID,Function,CurveBin,__rows,BestFitness__min,BestError__min,BestFitness__max,BestError__max
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-EIS,3,F3,56,60,380.0545147327391,80.05451473273911,947.0837460122676,647.0837460122676
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-EIS,3,F3,57,60,367.7938293139976,67.79382931399755,947.0837460122676,647.0837460122676
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-EIS,3,F3,58,90,350.8702375887684,50.87023758876836,925.027645158,625.027645158
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-EIS,3,F3,59,90,339.807441388707,39.80744138870699,915.2350662524082,615.2350662524082
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-EIS,3,F3,60,150,335.3009990385452,35.30099903854523,913.4484328288538,613.4484328288538
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-EIS,3,F3,61,150,333.0061438091104,33.006143809110426,913.4289276465544,613.4289276465544
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-EIS,3,F3,62,180,332.584280163226,32.584280163226026,818.0485602597644,518.0485602597644
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-EIS,3,F3,63,240,332.584280163226,32.584280163226026,489.8320427919213,189.8320427919213
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-EIS,3,F3,64,270,332.55479301245254,32.554793012452535,489.7205719120296,189.72057191202964
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-EIS,3,F3,65,238,331.81267378163903,31.812673781639035,411.7894819236632,111.78948192366316
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-EIS,4,F4,44,30,6734.9177800690695,6334.9177800690695,21108.01917580913,20708.01917580913
results\cec2017_ablation6\ablation6_curve_records.csv,ARPSO-EIS,4,F4,48,30,5406.830365971257,5006.830365971257,11367.808128333329,10967.808128333329
