source_file,Algorithm,FunctionID,Function,__rows,MeanError__sum,MeanError__count,MeanError__min,MeanError__max,StdError__sum,StdError__count,StdError__min,StdError__max,MedianError__sum,MedianError__count,MedianError__min,MedianError__max,BestError__sum,BestError__count,BestError__min,BestError__max,WorstError__sum,WorstError__count,WorstError__min,WorstError__max,AvgRestart__sum,AvgRestart__count,AvgRestart__min,AvgRestart__max,AvgRuntime__sum,AvgRuntime__count,AvgRuntime__min,AvgRuntime__max,MeanError__mean,StdError__mean,MedianError__mean,BestError__mean,WorstError__mean,AvgRestart__mean,AvgRuntime__mean
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-EIS,22,F22,1,337.45602059701844,1,337.45602059701844,337.45602059701844,247.4869069534421,1,247.4869069534421,247.4869069534421,200.047370431342,1,200.047370431342,200.047370431342,200.0006500726149,1,200.0006500726149,200.0006500726149,1171.596525472104,1,1171.596525472104,1171.596525472104,2347.2,1,2347.2,2347.2,88.94349075158438,1,88.94349075158438,88.94349075158438,337.45602059701844,247.4869069534421,200.047370431342,200.0006500726149,1171.596525472104,2347.2,88.94349075158438
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-EIS,23,F23,1,292.1555992142041,1,292.1555992142041,292.1555992142041,147.75325428751466,1,147.75325428751466,147.75325428751466,200.02582363084437,1,200.02582363084437,200.02582363084437,200.00419148082528,1,200.00419148082528,200.00419148082528,614.3166001058134,1,614.3166001058134,614.3166001058134,2432.733333333333,1,2432.733333333333,2432.733333333333,63.93006130854289,1,63.93006130854289,63.93006130854289,292.1555992142041,147.75325428751466,200.02582363084437,200.00419148082528,614.3166001058134,2432.733333333333,63.93006130854289
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-EIS,24,F24,1,437.521344664808,1,437.521344664808,437.521344664808,30.1602618744784,1,30.1602618744784,30.1602618744784,424.0329753313217,1,424.0329753313217,424.0329753313217,420.9843754946141,1,420.9843754946141,420.9843754946141,513.6172758692583,1,513.6172758692583,513.6172758692583,2144.0666666666666,1,2144.0666666666666,2144.0666666666666,76.7425548950831,1,76.7425548950831,76.7425548950831,437.521344664808,30.1602618744784,424.0329753313217,420.9843754946141,513.6172758692583,2144.0666666666666,76.7425548950831
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-EIS,25,F25,1,841.9356432743264,1,841.9356432743264,841.9356432743264,17.42495156545886,1,17.42495156545886,17.42495156545886,836.1579990966875,1,836.1579990966875,836.1579990966875,826.898945895939,1,826.898945895939,826.898945895939,875.0702769131958,1,875.0702769131958,875.0702769131958,2578.1666666666665,1,2578.1666666666665,2578.1666666666665,312.15092011292774,1,312.15092011292774,312.15092011292774,841.9356432743264,17.42495156545886,836.1579990966875,826.898945895939,875.0702769131958,2578.1666666666665,312.15092011292774
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-EIS,26,F26,1,529.4300279698557,1,529.4300279698557,529.4300279698557,26.538340541668763,1,26.538340541668763,26.538340541668763,524.551640319266,1,524.551640319266,524.551640319266,487.1860382461846,1,487.1860382461846,487.1860382461846,600.8031256709146,1,600.8031256709146,600.8031256709146,2570.4333333333334,1,2570.4333333333334,2570.4333333333334,317.46396429538726,1,317.46396429538726,317.46396429538726,529.4300279698557,26.538340541668763,524.551640319266,487.1860382461846,600.8031256709146,2570.4333333333334,317.46396429538726
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-EIS,27,F27,1,84.17584375171901,1,84.17584375171901,84.17584375171901,139.3871144980462,1,139.3871144980462,139.3871144980462,28.556947551608573,1,28.556947551608573,28.556947551608573,0.0215604642821745,1,0.0215604642821745,0.0215604642821745,474.7350576413551,1,474.7350576413551,474.7350576413551,2239.233333333333,1,2239.233333333333,2239.233333333333,305.4366652568181,1,305.4366652568181,305.4366652568181,84.17584375171901,139.3871144980462,28.556947551608573,0.0215604642821745,474.7350576413551,2239.233333333333,305.4366652568181
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-EIS,28,F28,1,14904.47874288048,1,14904.47874288048,14904.47874288048,14418.595924443483,1,14418.595924443483,14418.595924443483,8836.731888121552,1,8836.731888121552,8836.731888121552,3571.2671805265227,1,3571.2671805265227,3571.2671805265227,57308.827909659485,1,57308.827909659485,57308.827909659485,1881.2333333333331,1,1881.2333333333331,1881.2333333333331,450.60720353921255,1,450.60720353921255,450.60720353921255,14904.47874288048,14418.595924443483,8836.731888121552,3571.2671805265227,57308.827909659485,1881.2333333333331,450.60720353921255
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-EIS,29,F29,1,4356006.725264401,1,4356006.725264401,4356006.725264401,14690957.945240935,1,14690957.945240935,14690957.945240935,117549.54538130022,1,117549.54538130022,117549.54538130022,30438.46431428744,1,30438.46431428744,30438.46431428744,71314247.33300662,1,71314247.33300662,71314247.33300662,1872.6333333333332,1,1872.6333333333332,1872.6333333333332,248.6232464472453,1,248.6232464472453,248.6232464472453,4356006.725264401,14690957.945240935,117549.54538130022,30438.46431428744,71314247.33300662,1872.6333333333332,248.6232464472453
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-Fixed,1,F1,1,9136.101345983638,1,9136.101345983638,9136.101345983638,8317.60308975232,1,8317.60308975232,8317.60308975232,5490.3766835876,1,5490.3766835876,5490.3766835876,3.429509659142681,1,3.429509659142681,3.429509659142681,20841.76721741244,1,20841.76721741244,20841.76721741244,1763.1333333333334,1,1763.1333333333334,1763.1333333333334,7.049175651868184,1,7.049175651868184,7.049175651868184,9136.101345983638,8317.60308975232,5490.3766835876,3.429509659142681,20841.76721741244,1763.1333333333334,7.049175651868184
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-Fixed,3,F3,1,43.65722817390522,1,43.65722817390522,43.65722817390522,23.87104000998423,1,23.87104000998423,23.87104000998423,31.872470233518072,1,31.872470233518072,31.872470233518072,31.8136333640154,1,31.8136333640154,31.8136333640154,107.05877470677376,1,107.05877470677376,107.05877470677376,1673.1666666666667,1,1673.1666666666667,1673.1666666666667,13.122608423233032,1,13.122608423233032,13.122608423233032,43.65722817390522,23.87104000998423,31.872470233518072,31.8136333640154,107.05877470677376,1673.1666666666667,13.122608423233032
