source_file,Algorithm,FunctionID,Function,__rows,MeanError__sum,MeanError__count,MeanError__min,MeanError__max,Rank__sum,Rank__count,Rank__min,Rank__max,MeanError__mean,Rank__mean
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,6,F6,1,798.3618748938483,1,798.3618748938483,798.3618748938483,6.0,1,6.0,6.0,798.3618748938483,6.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,7,F7,1,183.31793586028695,1,183.31793586028695,183.31793586028695,6.0,1,6.0,6.0,183.31793586028695,6.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,8,F8,1,2.5684796108293275,1,2.5684796108293275,2.5684796108293275,5.0,1,5.0,5.0,2.5684796108293275,5.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,9,F9,1,0.0,1,0.0,0.0,3.0,1,3.0,3.0,0.0,3.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,10,F10,1,34428.967911459564,1,34428.967911459564,34428.967911459564,5.0,1,5.0,5.0,34428.967911459564,5.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,11,F11,1,3169093.3413447305,1,3169093.3413447305,3169093.3413447305,2.0,1,2.0,2.0,3169093.3413447305,2.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,12,F12,1,436255.36787682207,1,436255.36787682207,436255.36787682207,6.0,1,6.0,6.0,436255.36787682207,6.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,13,F13,1,86769.25160784372,1,86769.25160784372,86769.25160784372,1.0,1,1.0,1.0,86769.25160784372,1.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,14,F14,1,170702.88956591167,1,170702.88956591167,170702.88956591167,3.0,1,3.0,3.0,170702.88956591167,3.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,15,F15,1,11253.04400059741,1,11253.04400059741,11253.04400059741,6.0,1,6.0,6.0,11253.04400059741,6.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,16,F16,1,1283.9055215321025,1,1283.9055215321025,1283.9055215321025,5.0,1,5.0,5.0,1283.9055215321025,5.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,17,F17,1,44332.70062825054,1,44332.70062825054,44332.70062825054,2.0,1,2.0,2.0,44332.70062825054,2.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,18,F18,1,89235.42656795135,1,89235.42656795135,89235.42656795135,5.0,1,5.0,5.0,89235.42656795135,5.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,19,F19,1,172.16446546669084,1,172.16446546669084,172.16446546669084,6.0,1,6.0,6.0,172.16446546669084,6.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,20,F20,1,355.2471202341687,1,355.2471202341687,355.2471202341687,5.0,1,5.0,5.0,355.2471202341687,5.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,21,F21,1,0.0,1,0.0,0.0,3.0,1,3.0,3.0,0.0,3.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,22,F22,1,309.6300547373815,1,309.6300547373815,309.6300547373815,3.0,1,3.0,3.0,309.6300547373815,3.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,23,F23,1,269.0064465258413,1,269.0064465258413,269.0064465258413,5.0,1,5.0,5.0,269.0064465258413,5.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,24,F24,1,434.4338250050649,1,434.4338250050649,434.4338250050649,4.0,1,4.0,4.0,434.4338250050649,4.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,25,F25,1,844.3732633619329,1,844.3732633619329,844.3732633619329,5.0,1,5.0,5.0,844.3732633619329,5.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,26,F26,1,542.6975620771569,1,542.6975620771569,542.6975620771569,6.0,1,6.0,6.0,542.6975620771569,6.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,27,F27,1,390.9369000218672,1,390.9369000218672,390.9369000218672,5.0,1,5.0,5.0,390.9369000218672,5.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,28,F28,1,59068.094836126416,1,59068.094836126416,59068.094836126416,5.0,1,5.0,5.0,59068.094836126416,5.0
results\cec2017_ablation6\ablation6_rank_detail.csv,PSO-RS,29,F29,1,849667.6424495388,1,849667.6424495388,849667.6424495388,4.0,1,4.0,4.0,849667.6424495388,4.0
