source_file,Algorithm,FunctionID,Function,__rows,FE__sum,FE__count,RestartIndex__sum,RestartIndex__count,RestartedParticles__sum,RestartedParticles__count,RestartRatio__sum,RestartRatio__count,Diversity__sum,Diversity__count,Stagnation__sum,Stagnation__count,BestFitnessAfterRestart__sum,BestFitnessAfterRestart__count,BestErrorAfterRestart__sum,BestErrorAfterRestart__count,FE__min,RestartIndex__min,RestartedParticles__min,RestartRatio__min,Diversity__min,Stagnation__min,BestFitnessAfterRestart__min,BestErrorAfterRestart__min,FE__max,RestartIndex__max,RestartedParticles__max,RestartRatio__max,Diversity__max,Stagnation__max,BestFitnessAfterRestart__max,BestErrorAfterRestart__max,FE__mean,RestartIndex__mean,RestartedParticles__mean,RestartRatio__mean,Diversity__mean,Stagnation__mean,BestFitnessAfterRestart__mean,BestErrorAfterRestart__mean
results\cec2017_ablation6\ablation6_restart_details.csv,ARPSO-EIS,12,F12,62822,12017912800,62822,65889192,62822,417798,62822,7708.573195829997,62822,2740.8320568012,62822,91558,62822,190520674697.0122,62822,190445288297.0122,62822,3760,1,2,0.0800076375121768,0.0307365048801068,0,47888.886044588944,46688.886044588944,300000,2243,11,0.2032863687673161,0.0988838518840746,50,1096980540.1763384,1096979340.1763384,191301.02193499092,1048.8235331571743,6.650504600299258,0.12270499499904487,0.04362853867755245,1.4574193753780522,3032706.29233409,3031506.29233409
results\cec2017_ablation6\ablation6_restart_details.csv,ARPSO-EIS,13,F13,43644,9381705217,43644,32031073,43644,256861,43644,4674.324957844581,43644,2034.2508968145437,43644,85943,43644,5895608539.427985,43644,5838871339.427985,43644,3110,1,2,0.0800010491263442,0.034367888156452,0,25263.76736203508,23963.76736203508,300000,1636,10,0.1866666666666666,0.1199418538840761,50,10904094.933429416,10902794.933429416,214959.79325909633,733.916987443864,5.885367977270644,0.10710120423986301,0.046610092952399956,1.9691824763999632,135084.0559854272,133784.0559854272
results\cec2017_ablation6\ablation6_restart_details.csv,ARPSO-EIS,14,F14,62293,11979120776,62293,64779127,62293,406168,62293,7477.7057792101,62293,2745.912156751612,62293,100684,62293,31459150423.240482,62293,31371940223.240482,62293,3260,1,1,0.0800142178404189,0.0313739717308587,0,22757.21844100805,21357.21844100805,300000,2243,10,0.1992065809225043,0.0959411095212381,50,257448531.78982472,257447131.78982472,192302.83942015958,1039.9102146308574,6.5202831778851555,0.1200408678215867,0.04408058942018545,1.6162971762477325,505019.02979854046,503619.02979854046
results\cec2017_ablation6\ablation6_restart_details.csv,ARPSO-EIS,15,F15,49765,10453233321,49765,41978827,49765,325862,49765,6004.348318817722,49765,2196.3010739265947,49765,91685,49765,4423305323.119813,49765,4349195796.218359,49765,3610,1,1,0.0800003578717215,0.0306373968141149,0,939.7790460813214,0.0,300000,1921,11,0.2039206603896643,0.1037901054132549,50,29118527.06328212,29117027.06328212,210051.91039887472,843.5411835627449,6.548015673666232,0.12065404036607501,0.0441334486873625,1.8423590877122475,88883.86060725033,87394.67087749139
results\cec2017_ablation6\ablation6_restart_details.csv,ARPSO-EIS,16,F16,48822,10278990934,48822,40681489,48822,309934,48822,5692.398311342356,48822,2187.992967215162,48822,107947,48822,1495379800.0406225,48822,1417264600.0406225,48822,3010,1,4,0.0800065751085019,0.0323261066551646,0,1839.8336476328109,239.83364763281065,300000,1932,10,0.1931129174069462,0.1074185894802745,50,135306869.10530084,135305269.10530084,210540.14448404408,833.2614190324034,6.348244643808119,0.11659494308595214,0.04481571765218881,2.2110319118430217,30629.22043424322,29029.22043424322
results\cec2017_ablation6\ablation6_restart_details.csv,ARPSO-EIS,17,F17,44657,9653841123,44657,33685774,44657,263825,44657,4803.7519434583355,44657,2081.2398810060818,44657,113560,44657,3059112949.1263175,44657,2983196049.1263175,44657,3160,1,2,0.0800021464934303,0.0347986355589337,0,13071.973480944136,11371.973480944136,300000,1705,10,0.1866666666666666,0.116212094737913,50,4049406.630105048,4047706.630105048,216177.5561054258,754.3223682737308,5.907808406296885,0.10756996536843799,0.046605008867726935,2.5429383971157935,68502.42849108354,66802.42849108354
results\cec2017_ablation6\ablation6_restart_details.csv,ARPSO-EIS,18,F18,55519,11025869026,55519,51561048,55519,346748,55519,6358.425575136158,55519,2495.961632397718,55519,120989,55519,1236491447714.3403,55519,1236391513514.3403,55519,4310,1,1,0.0800160320447582,0.0313291022518357,0,12832.533859296736,11032.533859296736,300000,2076,10,0.1994937455882511,0.1077689964672106,50,87522305437.33908,87522303637.33908,198596.31884580053,928.709955150489,6.245573587420522,0.11452701913103906,0.0449568910174484,2.1792359372467085,22271500.706322886,22269700.706322886
results\cec2017_ablation6\ablation6_restart_details.csv,ARPSO-EIS,19,F19,52554,10951591346,52554,46513214,52554,326200,52554,5976.515353432318,52554,2385.1428998644324,52554,101734,52554,101031850.37105387,52554,5623649.32740779,52554,2960,1,3,0.0800041341829419,0.0301625734987056,0,1477.5505842299435,0.0,300000,2032,11,0.2069595296082837,0.109626678847217,50,6453.189852850809,4553.189852850809,208387.39859953572,885.0556380104274,6.206949042889219,0.11372141708399586,0.04538461201553511,1.9357993682688281,1922.4388318882268,107.00706563549474
results\cec2017_ablation6\ablation6_restart_details.csv,ARPSO-EIS,20,F20,71598,14659406740,71598,85520860,71598,454495,71598,8338.892264416805,71598,3191.006073756592,71598,99266,71598,180998404.2749909,71598,37802404.27499087,71598,3510,1,1,0.0800021935192456,0.030456443882998,0,2100.009544278468,100.00954427846771,300000,2510,11,0.2050787591488125,0.0921080337496274,50,11680.908682448116,9680.908682448116,204746.03676080337,1194.4587837649096,6.347872845610213,0.11646822906249903,0.04456836886165245,1.3864353752898126,2527.9812882341807,527.9812882341807
results\cec2017_ablation6\ablation6_restart_details.csv,ARPSO-EIS,21,F21,55445,10996989819,55445,51355723,55445,363473,55445,6694.534641480892,55445,2444.2795255875453,55445,114341,55445,-24237310.3045019,55445,1505580.6919037579,55445,3810,1,2,0.0800051279913019,0.0288675269745277,0,-4484.380945763046,0.0,300000,2032,11,0.2152478273630224,0.0935557387163103,50,2509.057680749023,409.0576807490229,198340.51436558753,926.246244025611,6.555559563531427,0.1207418999275118,0.04408476013324097,2.062241861303995,-437.14149706018395,27.154489889147044
results\cec2017_ablation6\ablation6_restart_details.csv,ARPSO-EIS,22,F22,70416,14366608203,70416,82822557,70416,459295,70416,8448.734078164101,70416,3097.0891741110936,70416,84405,70416,215394329.58897623,70416,60479129.58897622,70416,4560,1,5,0.08000052795892,0.0285176261615848,0,2400.000650090564,200.0006500905633,299994,2585,11,0.2174871925658569,0.0868341453234029,50,22020.775613139154,19820.775613139154,204024.76998125427,1176.1894597818678,6.522594296750738,0.11998315834702485,0.04398274787137999,1.1986622358554875,3058.8833445378355,858.8833445378355
