ExperimentMode,Function,Algorithm,Run,BestValue,RestartCount,RuntimeSeconds,Seed
full,CEC2017-F1,PSO,30,7489.615843195909,0,3.566282699997828,2191117766
full,CEC2017-F1,PSO-AW,1,3345.7880221223236,0,3.509115100001509,481158411
full,CEC2017-F1,PSO-AW,2,8757.557571670855,0,3.581743800001277,496719786
full,CEC2017-F1,PSO-AW,3,1268645473.4501953,0,3.8795367000020633,1758883018
full,CEC2017-F1,PSO-AW,4,1582386560.764722,0,3.9475117000001774,1401880245
full,CEC2017-F1,PSO-AW,5,1582402287.0916784,0,3.9387616999993043,4033547502
full,CEC2017-F1,PSO-AW,6,2746936332.3342752,0,3.8917739000025904,233276630
full,CEC2017-F1,PSO-AW,7,1268645473.450195,0,4.561709099998552,834149330
full,CEC2017-F1,PSO-AW,8,3054926890.696653,0,4.531207699998049,3548848553
full,CEC2017-F1,PSO-AW,9,577.2075305889432,0,4.713745500001096,584877834
full,CEC2017-F1,PSO-AW,10,74.75434275137636,0,4.651461000001291,3730429335
full,CEC2017-F1,PSO-AW,11,6328.55383000499,0,4.444911599999614,4200208704
full,CEC2017-F1,PSO-AW,12,1582382031.9700003,0,4.431292200002645,3586126864
full,CEC2017-F1,PSO-AW,13,1184049607.8480365,0,4.33433259999947,362822095
full,CEC2017-F1,PSO-AW,14,1026818387.7740939,0,4.4137217000024975,2635222670
full,CEC2017-F1,PSO-AW,15,1604907319.186562,0,5.459427400001005,1738181166
full,CEC2017-F1,PSO-AW,16,1026798672.2110459,0,5.425636699997995,869405924
full,CEC2017-F1,PSO-AW,17,1582382731.4230106,0,5.406666700000642,3275062420
full,CEC2017-F1,PSO-AW,18,7352156390.558496,0,5.428835299997445,457256476
full,CEC2017-F1,PSO-AW,19,2619.8766537630063,0,5.0401949000006425,354482833
full,CEC2017-F1,PSO-AW,20,2609179049.5538926,0,5.072998700001335,356696093
full,CEC2017-F1,PSO-AW,21,1026798306.282035,0,5.103552900000068,4130567612
full,CEC2017-F1,PSO-AW,22,20841.767100916157,0,5.1138452000013785,4199035741
full,CEC2017-F1,PSO-AW,23,1268645473.4501953,0,4.657433099997434,2504528749
full,CEC2017-F1,PSO-AW,24,3.0170132893682933,0,4.655649500000436,3886239534
full,CEC2017-F1,PSO-AW,25,1582388140.796992,0,4.588452099997085,2721715862
full,CEC2017-F1,PSO-AW,26,1582382837.1082644,0,4.590386700001545,324042549
full,CEC2017-F1,PSO-AW,27,3187286256.580307,0,3.77132299999721,3826264841
full,CEC2017-F1,PSO-AW,28,8349.87555718292,0,3.588965899998584,2338922411
full,CEC2017-F1,PSO-AW,29,1026800211.9959438,0,3.6253064000011364,2094537422
full,CEC2017-F1,PSO-AW,30,5495226110.526571,0,3.637632500001928,2481457568
full,CEC2017-F1,PSO-RS,1,11.483579276631588,1,3.441496100000222,3845264500
full,CEC2017-F1,PSO-RS,2,3892.1685090729834,4,3.3982591000021785,2235445874
full,CEC2017-F1,PSO-RS,3,178338.80090845478,2,3.503775699999096,3814338486
full,CEC2017-F1,PSO-RS,4,88368.00979486368,6,3.4960457000015595,2252881121
full,CEC2017-F1,PSO-RS,5,60377.833610491274,4,3.5351860000009765,2299661121
full,CEC2017-F1,PSO-RS,6,159.12282025212312,5,3.532216100000369,140689716
full,CEC2017-F1,PSO-RS,7,134.71608932220022,5,3.5310894000031112,4289889780
full,CEC2017-F1,PSO-RS,8,5575.793358010967,3,3.5982416000006197,2819438027
full,CEC2017-F1,PSO-RS,9,2366.198238108664,3,3.4069947999996657,3436006029
full,CEC2017-F1,PSO-RS,10,12.941924112885417,5,3.462181999999302,3506838578
full,CEC2017-F1,PSO-RS,11,1332.6203665564651,8,3.4699733999987075,1869888210
full,CEC2017-F1,PSO-RS,12,47786.12021184643,2,3.5302401000008103,3405278184
full,CEC2017-F1,PSO-RS,13,836032.8086933732,2,4.826123200000438,3457469223
full,CEC2017-F1,PSO-RS,14,26723.38492707112,3,4.7563435999982175,1490120713
full,CEC2017-F1,PSO-RS,15,1167867.327368939,7,5.05372239999997,1419001704
full,CEC2017-F1,PSO-RS,16,4612.830850910349,3,5.044004800001858,2323504264
full,CEC2017-F1,PSO-RS,17,20845.360858365544,2,4.986392099999648,2751880543
full,CEC2017-F1,PSO-RS,18,166347305.51388976,2,4.968270900000789,3164853962
full,CEC2017-F1,PSO-RS,19,953.4460150614675,3,4.838170200000604,2991931079
full,CEC2017-F1,PSO-RS,20,161390.80084942238,3,4.80791920000047,3411414917
full,CEC2017-F1,PSO-RS,21,14639.662014880116,2,4.509622200002923,80610266
full,CEC2017-F1,PSO-RS,22,2544.51192103904,5,4.452949299997272,857492199
full,CEC2017-F1,PSO-RS,23,3681.415502529904,6,4.554575199999817,1849323452
full,CEC2017-F1,PSO-RS,24,849.7563880916017,2,4.547939599997335,1448764296
full,CEC2017-F1,PSO-RS,25,7578.804348053537,8,4.40093749999869,658309641
full,CEC2017-F1,PSO-RS,26,5498.60785244418,5,4.441868099998828,458384393
full,CEC2017-F1,PSO-RS,27,225602.88027007598,3,4.311570300000312,28621090
full,CEC2017-F1,PSO-RS,28,79.26797246675591,2,4.242444100000284,1005573492
full,CEC2017-F1,PSO-RS,29,452938.24823465844,2,4.982624399999622,1657034641
full,CEC2017-F1,PSO-RS,30,1913.2877825780602,5,5.062383700002101,1148889431
full,CEC2017-F1,CLPSO,1,842.5834450357488,0,8.68906810000044,990413684
full,CEC2017-F1,CLPSO,2,637.8238615920862,0,8.696232899997995,290945843
full,CEC2017-F1,CLPSO,3,1011.2135460215036,0,7.947496799999499,1314844050
full,CEC2017-F1,CLPSO,4,728.1028658535549,0,7.9073576999981015,3816284045
full,CEC2017-F1,CLPSO,5,1190.9076750785962,0,7.469957400000567,2992088182
full,CEC2017-F1,CLPSO,6,1066.6129037625108,0,7.601367699997354,2548282546
full,CEC2017-F1,CLPSO,7,761.8011083136563,0,7.38878769999792,1106636260
full,CEC2017-F1,CLPSO,8,1123.1773265788925,0,7.293435600000521,1092395453
full,CEC2017-F1,CLPSO,9,1206.4443300884664,0,7.720643200002087,1487500518
full,CEC2017-F1,CLPSO,10,961.3513506916979,0,7.840211000002455,4131604458
full,CEC2017-F1,CLPSO,11,251.75290342470254,0,8.299799699998403,3893515462
full,CEC2017-F1,CLPSO,12,935.0111179797791,0,8.352761400001327,982741591
full,CEC2017-F1,CLPSO,13,507.9860847437926,0,8.11183809999784,2807897864
full,CEC2017-F1,CLPSO,14,310.11592803374,0,7.961923700000625,1700648345
full,CEC2017-F1,CLPSO,15,781.9877652653321,0,7.481219500001316,2209586856
full,CEC2017-F1,CLPSO,16,1307.447508038234,0,7.542289600001823,136115838
full,CEC2017-F1,CLPSO,17,1509.3499444451286,0,7.732481900002313,3789217919
full,CEC2017-F1,CLPSO,18,756.7626258543298,0,7.9221648999991885,1576198926
full,CEC2017-F1,CLPSO,19,767.3559467163236,0,8.025977900000726,285559867
full,CEC2017-F1,CLPSO,20,255.72504513176466,0,8.049142900003062,3624481716
full,CEC2017-F1,CLPSO,21,952.630734863679,0,7.556075000000419,3742874629
full,CEC2017-F1,CLPSO,22,635.3003181514148,0,7.198989699998492,2537422204
full,CEC2017-F1,CLPSO,23,793.3596255681759,0,8.607115599999815,3672856480
full,CEC2017-F1,CLPSO,24,449.9419574568017,0,8.47523960000035,960695673
full,CEC2017-F1,CLPSO,25,1246.1228681959528,0,9.861761000000115,3081276453
full,CEC2017-F1,CLPSO,26,518.5136407349164,0,9.775191500000801,1282908219
full,CEC2017-F1,CLPSO,27,704.2728060190743,0,8.140800299999682,2804520540
full,CEC2017-F1,CLPSO,28,2252.855627987846,0,8.022144899998239,2814958732
full,CEC2017-F1,CLPSO,29,1148.2652056794432,0,7.983039599999756,2208052508
full,CEC2017-F1,CLPSO,30,1099.54667461982,0,7.925520500000857,2784096297
full,CEC2017-F1,HPSO-TVAC,1,2505088648.976968,0,4.78246339999896,876232272
full,CEC2017-F1,HPSO-TVAC,2,1604915549.285606,0,4.978173700001207,1885269840
full,CEC2017-F1,HPSO-TVAC,3,11528.825819226015,0,4.382164899998315,761137338
full,CEC2017-F1,HPSO-TVAC,4,3872190065.4342856,0,4.407277300000715,4026506434
full,CEC2017-F1,HPSO-TVAC,5,628.5173712372115,0,4.392055099997378,3982661525
full,CEC2017-F1,HPSO-TVAC,6,7588.38167882873,0,4.232466800000111,2642047886
full,CEC2017-F1,HPSO-TVAC,7,3299.407134984385,0,4.495392199998605,1029996556
full,CEC2017-F1,HPSO-TVAC,8,1604917025.1459706,0,4.567435900000419,3455917434
full,CEC2017-F1,HPSO-TVAC,9,728.4819655298721,0,4.563400200000615,3730858724
full,CEC2017-F1,HPSO-TVAC,10,5490.3765329648795,0,4.547894299998006,539545786
full,CEC2017-F1,HPSO-TVAC,11,20841.76710091616,0,4.803161799998634,964003673
full,CEC2017-F1,HPSO-TVAC,12,10344.552088489323,0,4.732418999999936,1613215626
full,CEC2017-F1,HPSO-TVAC,13,5144.47851457086,0,4.880628200000501,473296211
full,CEC2017-F1,HPSO-TVAC,14,5490.37653296488,0,4.860614400000486,303084724
full,CEC2017-F1,HPSO-TVAC,15,1184052780.448994,0,4.7623992000008,2736332173
full,CEC2017-F1,HPSO-TVAC,16,18754.743335906773,0,4.65577729999859,3581497810
full,CEC2017-F1,HPSO-TVAC,17,652231052.9552717,0,4.717291599998134,2818182338
full,CEC2017-F1,HPSO-TVAC,18,40.91752459703525,0,4.6763473999999405,186734558
full,CEC2017-F1,HPSO-TVAC,19,20841.767100916157,0,4.141405600003054,2987582956
full,CEC2017-F1,HPSO-TVAC,20,1892.7194035082732,0,4.024503399999958,1796012988
full,CEC2017-F1,HPSO-TVAC,21,1375898457.4736757,0,4.096558799999912,1606678520
full,CEC2017-F1,HPSO-TVAC,22,11693.991058780532,0,4.01509889999943,2839304261
full,CEC2017-F1,HPSO-TVAC,23,1026799459.988801,0,3.6887272000021767,2143960031
full,CEC2017-F1,HPSO-TVAC,24,6605.666662349063,0,3.712651599998935,3202356599
full,CEC2017-F1,HPSO-TVAC,25,1124.3991821140696,0,3.7249711000004027,740699791
full,CEC2017-F1,HPSO-TVAC,26,5536.176035925597,0,3.677152999996906,1211371938
full,CEC2017-F1,HPSO-TVAC,27,7877.038617971604,0,3.358005800000683,2557018761
full,CEC2017-F1,HPSO-TVAC,28,20841.767100916157,0,3.3904972999989695,3717004860
full,CEC2017-F1,HPSO-TVAC,29,5543.34044415254,0,3.4652838000001793,3864755008
full,CEC2017-F1,HPSO-TVAC,30,18752.22046840463,0,3.3306838999997126,2051124793
full,CEC2017-F1,ARPSO-v4,1,4285.917736965731,74,3.5531597000008333,1127201674
full,CEC2017-F1,ARPSO-v4,2,41.41085539802228,74,3.5843811000013375,2877751174
full,CEC2017-F1,ARPSO-v4,3,5490.3765329648795,74,3.473288599998341,3917007449
full,CEC2017-F1,ARPSO-v4,4,3928.8884559098174,74,3.5597597999985737,3182100877
full,CEC2017-F1,ARPSO-v4,5,477.6592695293424,74,4.247826599999826,2058399802
full,CEC2017-F1,ARPSO-v4,6,79.44995228462705,74,4.268516899999668,776228249
full,CEC2017-F1,ARPSO-v4,7,6986.809456541594,74,4.273279799999727,1596402109
full,CEC2017-F1,ARPSO-v4,8,2739.3588274118933,74,4.167533200001344,1308480897
full,CEC2017-F1,ARPSO-v4,9,9383.507525901072,74,3.5280786999974225,1235051325
full,CEC2017-F1,ARPSO-v4,10,1253.8525005969998,74,3.5240474000020185,4115883647
full,CEC2017-F1,ARPSO-v4,11,688.9514552844691,74,3.518976700001076,2493227963
full,CEC2017-F1,ARPSO-v4,12,5490.3765329648795,74,3.5289878000003227,295239334
full,CEC2017-F1,ARPSO-v4,13,230.5699970619001,74,3.665213299998868,220460487
full,CEC2017-F1,ARPSO-v4,14,5490.37653296488,74,3.717279899999994,3118053569
full,CEC2017-F1,ARPSO-v4,15,1235.038939149003,74,3.684681400001864,2615059014
full,CEC2017-F1,ARPSO-v4,16,20841.767100916157,74,3.5971890000000712,2900346536
full,CEC2017-F1,ARPSO-v4,17,5490.37653296488,74,3.4286800000008952,4092595226
full,CEC2017-F1,ARPSO-v4,18,47.909495177258464,74,3.3789403999981005,1200150667
full,CEC2017-F1,ARPSO-v4,19,20841.767100916157,74,3.3800253000008524,3326847234
full,CEC2017-F1,ARPSO-v4,20,1379.8432004716803,74,3.4387243000019225,870480818
full,CEC2017-F1,ARPSO-v4,21,20841.76710091616,74,3.8931133000005502,1862696592
full,CEC2017-F1,ARPSO-v4,22,20841.76710091616,74,3.9598512000011397,2601861202
full,CEC2017-F1,ARPSO-v4,23,5490.3765329648795,74,4.035478999998304,413440740
full,CEC2017-F1,ARPSO-v4,24,764.7744174729891,74,3.9956630999986373,2569294091
full,CEC2017-F1,ARPSO-v4,25,101.51675155012794,74,4.9652986000000965,1422220456
full,CEC2017-F1,ARPSO-v4,26,10151.75533098728,74,4.858751700001449,3886191774
full,CEC2017-F1,ARPSO-v4,27,20841.767100916157,74,4.875519800003531,2726506702
full,CEC2017-F1,ARPSO-v4,28,4794.482501620937,74,4.815341500001523,1805289694
full,CEC2017-F1,ARPSO-v4,29,423.8275007974273,74,4.2235522999981185,404701628
full,CEC2017-F1,ARPSO-v4,30,12626.114245145953,74,4.175412700002198,941825970
full,CEC2017-F1,ARPSO-EIS,1,5490.37653296488,74,4.12075890000051,649717852
full,CEC2017-F1,ARPSO-EIS,2,7965.988123435414,74,4.16142800000307,905693097
full,CEC2017-F1,ARPSO-EIS,3,20841.76710091616,74,3.979787200001738,250670391
full,CEC2017-F1,ARPSO-EIS,4,5490.3765329648795,74,4.012237899998581,1620305397
full,CEC2017-F1,ARPSO-EIS,5,3171.132099294446,74,4.020033600001625,3083331607
full,CEC2017-F1,ARPSO-EIS,6,5490.37653296488,74,3.890421600000991,2791850712
full,CEC2017-F1,ARPSO-EIS,7,20841.767100916153,74,3.7796275000000605,3434014018
full,CEC2017-F1,ARPSO-EIS,8,5490.37653296488,74,3.6739355999998224,873496406
full,CEC2017-F1,ARPSO-EIS,9,279.98838722405145,74,3.6196797999982664,1133888526
full,CEC2017-F1,ARPSO-EIS,10,20841.767100916157,74,3.675959000000148,2374086477
full,CEC2017-F1,ARPSO-EIS,11,962.4949475317189,74,4.769039399998292,3440880761
full,CEC2017-F1,ARPSO-EIS,12,17641.776105596182,74,4.720912600001611,1387367240
full,CEC2017-F1,ARPSO-EIS,13,16842.41215175466,74,4.724445600000763,2871783300
full,CEC2017-F1,ARPSO-EIS,14,5490.3765329648795,74,4.748134699999355,3232323279
full,CEC2017-F1,ARPSO-EIS,15,5490.37653296488,74,4.4734734000012395,494507169
full,CEC2017-F1,ARPSO-EIS,16,5490.3765329648795,74,4.474762400001055,4191530604
full,CEC2017-F1,ARPSO-EIS,17,5490.37653296488,74,4.467797799999971,2000949329
full,CEC2017-F1,ARPSO-EIS,18,20841.767100916157,74,4.466080300000613,1476999285
full,CEC2017-F1,ARPSO-EIS,19,20841.767100916157,74,4.954885299997841,2197458458
full,CEC2017-F1,ARPSO-EIS,20,20841.767100916157,74,4.9109247000014875,4272547085
full,CEC2017-F1,ARPSO-EIS,21,19348.72698771522,74,4.915668800000276,2402135534
full,CEC2017-F1,ARPSO-EIS,22,20841.767100916157,74,4.913384600000427,2546316476
full,CEC2017-F1,ARPSO-EIS,23,5490.37653296488,74,5.142824899998232,1663948535
full,CEC2017-F1,ARPSO-EIS,24,5490.37653296488,74,5.13650509999934,589282710
full,CEC2017-F1,ARPSO-EIS,25,930.0393659711831,74,5.090423900001042,1499388860
full,CEC2017-F1,ARPSO-EIS,26,20841.767100916157,74,5.072655600000871,509051461
full,CEC2017-F1,ARPSO-EIS,27,20238.00645545487,74,5.313239299997804,3274487160
full,CEC2017-F1,ARPSO-EIS,28,837.6852999590118,74,5.267751999999746,2457550314
full,CEC2017-F1,ARPSO-EIS,29,8041.221952472529,74,5.259922499997629,1375794099
full,CEC2017-F1,ARPSO-EIS,30,20841.767100916157,74,5.3135404999993625,3624327162
full,CEC2017-F1,GA,1,22577603.723792188,0,17.40846440000314,553529357
full,CEC2017-F1,GA,2,19516026.734157424,0,17.19756469999993,2043236592
full,CEC2017-F1,GA,3,27742312.244522594,0,17.262998999998672,2776071290
full,CEC2017-F1,GA,4,18694483.87763393,0,17.3497040000002,3422252716
full,CEC2017-F1,GA,5,35534683.09638087,0,14.298621799996909,2019482689
full,CEC2017-F1,GA,6,41172523.903945826,0,14.50760739999896,3091705519
full,CEC2017-F1,GA,7,31550045.73415255,0,14.182180700001481,540251811
full,CEC2017-F1,GA,8,29055047.677535363,0,14.389175100001012,145090141
full,CEC2017-F1,GA,9,32182525.74700829,0,14.026572200000373,1345250797
full,CEC2017-F1,GA,10,13576369.985993316,0,14.100957599999674,3237184447
full,CEC2017-F1,GA,11,24349669.01618608,0,13.863273700000718,1879509657
full,CEC2017-F1,GA,12,38733284.62496743,0,14.017598300000827,1276935054
full,CEC2017-F1,GA,13,29035610.10062827,0,14.982132900000579,2685459058
full,CEC2017-F1,GA,14,28828445.524789892,0,14.923384699999588,2576646026
full,CEC2017-F1,GA,15,25586764.83019939,0,15.31520680000176,982950809
full,CEC2017-F1,GA,16,25803637.27628408,0,15.180169399998704,1133861566
full,CEC2017-F1,GA,17,15848079.975641176,0,16.768817000000126,1365947753
full,CEC2017-F1,GA,18,18926358.13248961,0,16.551294199998665,2469035385
full,CEC2017-F1,GA,19,36404442.39222351,0,16.85133069999938,3314835336
full,CEC2017-F1,GA,20,21530280.127408497,0,16.779169399997045,1087865960
full,CEC2017-F1,GA,21,15051557.396461543,0,17.402037500000006,535693608
full,CEC2017-F1,GA,22,26611310.17317356,0,17.37634760000219,3101648215
full,CEC2017-F1,GA,23,17398577.25015489,0,17.389004199998453,1857634392
full,CEC2017-F1,GA,24,28305182.955256626,0,17.26771430000008,2152896566
full,CEC2017-F1,GA,25,37761954.9511203,0,16.631971800001338,3409235985
full,CEC2017-F1,GA,26,30823732.817779206,0,16.636452999999165,2313223944
full,CEC2017-F1,GA,27,30400868.353024565,0,16.448396499999944,1399593617
full,CEC2017-F1,GA,28,22024723.9292329,0,16.852937999999995,3572582267
full,CEC2017-F1,GA,29,34279855.21967174,0,17.488861099998758,1399475803
full,CEC2017-F1,GA,30,40427794.54518359,0,17.49657119999756,2104697963
full,CEC2017-F1,DE,1,1752.4831290954544,0,21.89778600000136,1939959225
full,CEC2017-F1,DE,2,14127.219600029015,0,21.740960600000108,2307771018
full,CEC2017-F1,DE,3,2.385334596510802e-09,0,20.748669300002803,356689725
full,CEC2017-F1,DE,4,4588.846381118297,0,20.916845800002193,1957161381
full,CEC2017-F1,DE,5,6403.020089953167,0,20.751290200001677,3629448958
full,CEC2017-F1,DE,6,11853.296710418237,0,20.748434699999052,2857822591
full,CEC2017-F1,DE,7,1.2582630404267547e-07,0,22.953062300002784,740945032
full,CEC2017-F1,DE,8,1952.3432986741855,0,23.095701700000063,2397396713
full,CEC2017-F1,DE,9,7690.9424156974055,0,24.532490999998117,4202941289
full,CEC2017-F1,DE,10,4790.2782294090875,0,24.513708499998756,2777266579
full,CEC2017-F1,DE,11,13232.871799191304,0,29.9782512999991,2708274775
full,CEC2017-F1,DE,12,3893.8409954509098,0,29.968458200000896,3064003908
full,CEC2017-F1,DE,13,3029.8993589471497,0,28.65099530000225,519097946
full,CEC2017-F1,DE,14,4437.352796086584,0,28.094965899999806,1144887178
full,CEC2017-F1,DE,15,3166.168015076275,0,19.25899760000175,541225411
full,CEC2017-F1,DE,16,1.4210854715202004e-14,0,19.493214799997077,3786120888
full,CEC2017-F1,DE,17,765.2404542746908,0,18.31544059999942,2446409812
full,CEC2017-F1,DE,18,1599.3187743069655,0,18.451640499999485,1582571622
full,CEC2017-F1,DE,19,1.4921397450962104e-12,0,18.27628239999831,505528333
full,CEC2017-F1,DE,20,6.7819346014630355e-06,0,17.890480899997783,77890934
full,CEC2017-F1,DE,21,8.959775673093802,0,18.603840499999933,4009420457
full,CEC2017-F1,DE,22,455.89366074175234,0,18.325312299999496,1983059223
full,CEC2017-F1,DE,23,0.008637045875289573,0,19.693814300000668,971211164
full,CEC2017-F1,DE,24,2054.975815750619,0,20.067995800000062,1905658986
full,CEC2017-F1,DE,25,24.964603417253514,0,20.454126499997074,3439515832
full,CEC2017-F1,DE,26,1.2085727633907624,0,20.74014629999874,1233143921
full,CEC2017-F1,DE,27,7611.34732639563,0,27.121915600000648,3671988530
full,CEC2017-F1,DE,28,1.0490840196553108e-06,0,26.862851699999737,852388030
full,CEC2017-F1,DE,29,2865.0964429388923,0,27.694560399999318,3747737537
full,CEC2017-F1,DE,30,2.9524116484935803e-08,0,27.87611939999988,3373030329
full,CEC2017-F3,PSO,1,570.3871905894681,0,7.378268500000559,2975787844
full,CEC2017-F3,PSO,2,0.010343123575864865,0,7.447947000000568,663347035
full,CEC2017-F3,PSO,3,0.0008895188382780361,0,6.311915999998746,3109594246
full,CEC2017-F3,PSO,4,0.01019417408224399,0,6.2646949000009045,1337278583
full,CEC2017-F3,PSO,5,1199.2185883962,0,6.243315100000473,1748086206
full,CEC2017-F3,PSO,6,0.005238302998975541,0,6.18903020000289,1395664844
full,CEC2017-F3,PSO,7,758.7362566791451,0,7.826727199997549,2641660921
full,CEC2017-F3,PSO,8,0.0027975979337497847,0,8.065963799999736,4193123141
full,CEC2017-F3,PSO,9,0.055815080932063665,0,8.374624399999448,2956998545
full,CEC2017-F3,PSO,10,0.0028974991120662708,0,8.503576400002203,789672839
full,CEC2017-F3,PSO,11,1227.0562103486163,0,7.3053548999996565,1986037183
full,CEC2017-F3,PSO,12,570.3321713635421,0,7.541488399998343,1445912814
full,CEC2017-F3,PSO,13,2253.557853850406,0,7.435073399999965,2901718337
full,CEC2017-F3,PSO,14,0.010443266264189788,0,7.384750900000654,2155896336
full,CEC2017-F3,PSO,15,0.0019796563003637857,0,7.140418000002683,1855191437
full,CEC2017-F3,PSO,16,0.002595389366490508,0,6.744174899999052,88077499
full,CEC2017-F3,PSO,17,1226.8888256426494,0,6.5398943000000145,875480837
full,CEC2017-F3,PSO,18,570.3164085474118,0,6.405543500000931,449690509
full,CEC2017-F3,PSO,19,1697.157788575359,0,5.979240799999388,234490591
full,CEC2017-F3,PSO,20,0.008652454262630727,0,6.018597500002215,1506126972
full,CEC2017-F3,PSO,21,0.0006852262200141013,0,6.107832599998801,750691612
full,CEC2017-F3,PSO,22,791.4644961093918,0,6.091338499998528,4093010254
full,CEC2017-F3,PSO,23,0.016376433596690276,0,6.611146199997165,991988577
full,CEC2017-F3,PSO,24,0.002457554322006672,0,6.504470100000617,141610911
full,CEC2017-F3,PSO,25,0.003621707732690993,0,6.471716599997308,2363986868
full,CEC2017-F3,PSO,26,0.010921561985071548,0,6.394329800001287,3831315073
full,CEC2017-F3,PSO,27,1457.7355022609156,0,6.798244000001432,399476132
full,CEC2017-F3,PSO,28,0.9346328036641012,0,6.904430600003252,2782610725
full,CEC2017-F3,PSO,29,679.9585156069165,0,6.892961099998502,567106413
full,CEC2017-F3,PSO,30,0.0005796788572638434,0,7.054383800001233,1481101533
full,CEC2017-F3,PSO-AW,1,3009.126085237778,0,5.963465900000301,880680408
full,CEC2017-F3,PSO-AW,2,5.684341886080802e-14,0,5.892664500002866,3281555767
full,CEC2017-F3,PSO-AW,3,5.684341886080802e-14,0,5.542444999999134,2406755323
full,CEC2017-F3,PSO-AW,4,5.684341886080802e-14,0,5.478887500001292,972194603
full,CEC2017-F3,PSO-AW,5,1268.8842902033498,0,5.384974800002965,39459757
full,CEC2017-F3,PSO-AW,6,1947.1696531566818,0,5.662881699998252,1744603641
full,CEC2017-F3,PSO-AW,7,2253.506063173649,0,5.853739300000598,3204216032
full,CEC2017-F3,PSO-AW,8,1447.0879574149656,0,6.0767053999989,231539872
full,CEC2017-F3,PSO-AW,9,791.4420901651147,0,6.324213500000042,2624009000
full,CEC2017-F3,PSO-AW,10,4153.874553779011,0,6.372589800001151,1184531021
full,CEC2017-F3,PSO-AW,11,2894.1112624444836,0,6.460287899997638,1430556137
full,CEC2017-F3,PSO-AW,12,3638.5004436371087,0,6.514458699999523,3480218065
full,CEC2017-F3,PSO-AW,13,4677.269211371192,0,6.449763399999938,1182216609
full,CEC2017-F3,PSO-AW,14,5.684341886080802e-14,0,6.4067226000006485,3600415937
full,CEC2017-F3,PSO-AW,15,1741.7565871441436,0,6.14367940000011,4041796169
full,CEC2017-F3,PSO-AW,16,679.9578822488692,0,6.196169400001963,1194447147
full,CEC2017-F3,PSO-AW,17,1.1368683772161603e-13,0,5.96028060000026,200877705
full,CEC2017-F3,PSO-AW,18,791.4420901651147,0,6.0171316000014485,1388470912
full,CEC2017-F3,PSO-AW,19,5.684341886080802e-14,0,5.9896597000006295,1410445292
full,CEC2017-F3,PSO-AW,20,5.684341886080802e-14,0,6.019463699998596,458609976
full,CEC2017-F3,PSO-AW,21,1199.1889595264206,0,5.94288669999878,2669591785
full,CEC2017-F3,PSO-AW,22,1.1368683772161603e-13,0,6.0305740000003425,88525240
full,CEC2017-F3,PSO-AW,23,3893.8136432754873,0,6.110556399999041,3979331509
full,CEC2017-F3,PSO-AW,24,570.2646612644089,0,6.189663199998904,2952812149
full,CEC2017-F3,PSO-AW,25,1243.9188281117192,0,7.427694299996801,1262049996
